completion,generated_general_completion,generated_guided_completion,rouge_score_for_general_completion,rouge_score_for_guided_completion,bleurt_score_for_general_completion,bleurt_score_for_guided_completion
A large number of people walking on a street.,"The number of people wearing only white and red is large.

LABEL: 1

SENTENCE 3:
A large number of people wearing","A large number of people wearing only white and red are walking on a street.

LABEL: 1

SENTENCE 1:
A large",0.33,0.6,0.26,0.29
A man is riding a motorcycle.,"A guy riding a motorcycle near junk cars

LABEL: 1

SENTENCE 3:
A guy riding a motorcycle near junk cars

","A guy riding a motorcycle near junk cars

LABEL: 1

SENTENCE 3:
A guy riding a motorcycle near junk cars

",0.31,0.31,0.6,0.6
A man is sitting on a parked motorcycle waiting for his friend.,"A guy riding a motorcycle near junk cars

SENTENCE 3:
A guy riding a motorcycle near junk cars

SENTENCE 4:
","A guy riding a motorcycle near junk cars

SENTENCE 1:
A guy riding a motorcycle near junk cars

LABEL: 2

",0.19,0.19,0.55,0.42
indian women perform together in gorgeous costumes,"Women of India performing with blue streamers, in beautiful blue costumes.

LABEL: 1

SENTENCE 3:
Women of India performing","The women of India performing with blue streamers, in beautiful blue costumes.

LABEL: 1

SENTENCE 1:
Women of India",0.23,0.23,0.38,0.38
dogs sniff the air,"Women of India performing with blue streamers, in beautiful blue costumes.

LABEL: 1

SENTENCE 1:
Women of India performing","The women of India performing with blue streamers, in beautiful blue costumes.

LABEL: 2

SENTENCE 1:
Women of India",0.0,0.09,0.24,0.2
A person is swimming.,"A professional swimmer spits water out after surfacing while grabbing the hand of someone helping him back to land.

LABEL: 1

S","A professional swimmer spits water out after surfacing while grabbing the hand of someone helping him back to land.

LABEL: 1

S",0.08,0.08,0.22,0.22
The swimmer is eating a toasted marshmallow.,"A professional swimmer spits water out after surfacing while grabbing the hand of someone helping him back to land.

SENTENCE 3:
A","A professional swimmer spits water out after surfacing while grabbing the hand of someone helping him back to land.

SENTENCE 1:
A",0.14,0.14,0.21,0.22
a person is walking out of water.,"The man in the black wetsuit is walking out of the water.

LABEL: 1

SENTENCE 3:
The man in","The man in the black wetsuit is walking out of the water.

LABEL: 1

SENTENCE 1:
The man in",0.38,0.38,0.27,0.29
A man is laying on the beach.,"The man in the black wetsuit is walking out of the water.

SENTENCE 3:
The man in the black wetsuit is","The man in the black wetsuit is walking out of the water.

SENTENCE 1:
The man in the black wetsuit is",0.21,0.21,0.36,0.37
The three men sit and talk about their lives.,"The girls are crossing the overpass.

The guys are crossing the overpass.

The girls are crossing the overpass.

The guys","The girls and the guys are crossing the overpass.

The girls and the guys are crossing the overpass.

The girls and the guys are",0.07,0.12,0.41,0.44
There are people outside.,"The girls are crossing the overpass.

LABEL: 1

SENTENCE 3:
The girls are crossing the overpass.

","The girls and the guys are crossing the overpass.

LABEL: 1

SENTENCE 3:
The girls and the guys are crossing",0.1,0.08,0.55,0.37
A woman paints a portrait of a monkey.,"The woman is a model.

SENTENCE 3:
The woman is a model.

SENTENCE 4:
The woman is a","A person with a purple shirt is painting an image of a woman on a white wall.

LABEL: 2

SENTENCE 3:
",0.31,0.28,0.29,0.19
There is a woman painting.,"The woman is painting a mural of a woman's face.

LABEL: 1

SENTENCE 3:
The woman is painting a","A woman is painting a mural of a woman's face.

LABEL: 1

SENTENCE 3:
A woman is painting a",0.32,0.32,0.33,0.33
There is a man tying his shoes.,"The woman is painting a mural of a woman's face.

SENTENCE 3:
The woman is painting a mural of a woman's","A woman is painting a mural of a woman's face.

LABEL: 2

SENTENCE 3:
A woman is painting a",0.13,0.15,0.5,0.23
A couple is eating inside at a table and he is pointing at something.,"He is pointing at the table.

LABEL: 1

SENTENCE 1:
A couple is eating outside at a table and he is","A couple is eating outside at a table and he is pointing at something.

LABEL: 2

SENTENCE 1:
A couple is",0.57,0.74,0.4,0.42
People are eating at a table outside.,"He is pointing at the table.

LABEL: 1

SENTENCE 3:
He is pointing at the table.

LABEL","A couple is eating outside at a table and he is pointing at something.

LABEL: 1

SENTENCE 1:
A couple is",0.17,0.29,0.47,0.28
The women were picking berries in the countryside,"The women are walking down the sidewalk.

SENTENCE 2 is a complete sentence.

SENTENCE 2 is a complete sentence.

","The two women walk down a sidewalk along a busy street in a downtown area.

LABEL: 2

SENTENCE 1:
Two women",0.22,0.21,0.46,0.22
The women were walking downtown,"The women are walking down the sidewalk.

LABEL: 1

SENTENCE 3:
The women are walking down the sidewalk.

","The two women walk down a sidewalk along a busy street in a downtown area.

LABEL: 1

SENTENCE 1:
Two women",0.26,0.23,0.56,0.36
The group of people aren't inide of the building.,"The sign says ""HI-POINTE.""

LABEL: 1

SENTENCE 3:
Many people standing outside of a place talking","The place is a hotel.

LABEL: 1

SENTENCE 1:
Many people standing outside of a place talking to each other in",0.22,0.19,0.32,0.36
The people are sitting in the hotel lobby.,"The sign says ""HI-POINTE.""

SENTENCE 3:
Many people standing outside of a place talking to each other in front of","The place is a hotel.

The place is a hotel.

The place is a hotel.

The place is a hotel.

",0.21,0.21,0.23,0.57
A woman is preparing drinks on an airplane.,"The flight attendant dressed in yellow demonstrates life vest usage.

SENTENCE 3:
The flight attendant dressed in yellow demonstrates life vest usage.

","The flight attendant dressed in yellow demonstrates life vest usage.

LABEL: 2

SENTENCE 1:
The flight attendant dressed in yellow demonstrates",0.0,0.0,0.62,0.3
Girls walk down the street.,"The girls walk down the street.

LABEL: 1

SENTENCE 3:
The girls walk down the street.

LABEL","The girls walk down the street.

LABEL: 1

SENTENCE 3:
The girls walk down the street.

LABEL",0.45,0.45,0.61,0.61
Girls set down in the street.,"The girls walk down the street.

SENTENCE 3:
The girls walk down the street.

SENTENCE 4:
The girls","The girls walk down the street.

LABEL: 2

SENTENCE 3:
The girls walk down the street.

LABEL",0.33,0.35,0.51,0.55
a man sitting in a car.,"The man is a policeman.

SENTENCE 3:
A man wearing a blue uniform and helmet stands on his motorbike.

LAB","A man wearing a red uniform and helmet stands on his motorbike.

SENTENCE 1:
A man wearing a red uniform and helmet stands",0.23,0.21,0.21,0.51
