completion,generated_general_completion,generated_guided_completion,rouge_score_for_general_completion,rouge_score_for_guided_completion,bleurt_score_for_general_completion,bleurt_score_for_guided_completion
Fred Guttenberg is an activist.,".

SENTENCE 2:
The film, titled “The Slasher,” is set to be released in theaters on October 19.

","

SENTENCE 2:
The film, titled ""The Death of a Teenage Girl,"" is set to be released on October 19.

",0.09,0.08,0.1,0.13
This headline leads to more information that is behind a paywall.,":

SENTENCE 2:

SENTENCE 3:

SENTENCE 4:

SENTENCE 5:

S","!

SENTENCE 2:
The Clinton High School varsity basketball team won the state championship in the seventh grade in the year of... PLEASE",0.0,0.0,0.08,0.11
Eight amendent of the constitution is about abortion.,"The Irish people have voted to repeal the eighth amendment to the constitution, which bans abortion in almost all circumstances.

LABEL: 1

SENT","

SENTENCE 2:
The referendum was held on 25th May, and the result was announced on the 26th.

SENTENCE",0.19,0.08,0.27,0.24
SoulCycle Ardmore is located in the city of Brotherly Love,".

SENTENCE 2:
The Ardmore SoulCycle studio is located at:

SENTENCE 3:
The Ard"," Saturday, September 21, 2017, from 10 a.m. to 2 p.m.

SENTENCE 2:
The Puerto Rico Real-",0.35,0.07,0.42,0.1
Crawford's injury is new.," $15 million contract with the Falcons in March.

SENTENCE 2:
Crawford was held out of Monday's practice due to a"," Rockets.

SENTENCE 2:
Crawford was held out of Monday's practice due to a groin strain, Vaughn McClure",0.15,0.17,0.17,0.3
there were discrepancies that the hired person discovered,The charges came after the auditor-general revealed last month that some details had been removed from the 1MDB report. Kandasamy led 1MDB,"

SENTENCE 2:
The charges came after the auditor-general revealed last month that some details had been removed from the 1MDB report.",0.13,0.13,0.35,0.25
Cedar Commissions artists make subjective art," David Berman, and David Lang will perform their new works. On night two, the artists will perform their new works.

SENTENCE 2:"," 2nd.

SENTENCE 2:
The 2019 Cedar Commissions artists have each received $4,500 to create over 30 minutes of new",0.07,0.23,0.43,0.34
Donald Trump is orange colored.,"Trump orders review of visa programme to encourage hiring Americans

KENOSHA, Wis. President Donald Trump on Tuesday ordered a review of the U.S","

SENTENCE 2:
The president's order, which was first reported by The Wall Street Journal, comes as the White House is facing pressure from",0.14,0.07,0.21,0.08
Jake and Jim are not the two rogues in question.,"oon.

SENTENCE 2:
The two men, who have been friends for years, are not exactly what you would call “friends.”
"," to the border.

SENTENCE 2:
The rogues in question, Jake (filmmaker Martin) and the womanizing Travis (",0.13,0.31,0.31,0.21
Citizens will benefit from the NIF fund.," established by the government.

SENTENCE 2:
The NIF is a way for the government to give back to citizens. Minister Colm I"," was recovered from the NIF fund.

SENTENCE 2:
The Minister of Finance Colm Imbert says the NIF fund is a",0.14,0.3,0.42,0.3
The pharmacy will need to restock its medicines. ," eyes and a goatee.

SENTENCE 2:
The suspect is described as a white male in his 20s, 5'10,"," as well as the drugs.

SENTENCE 2:
The suspect is described as a white male, approximately 5'10"" tall, with a",0.07,0.07,0.06,0.11
Adak's population numbers in the 100s," was felt in the Aleutian Islands and in the state of Alaska.

SENTENCE 2:
The earthquake was centered about 72 miles (116"," town of Adak.

SENTENCE 2:
The earthquake was felt in the Aleutian Islands, but no damage was reported.

",0.14,0.24,0.12,0.24
Bode Miller has been to four winter olympics.," skiers such as Lindsey Vonn and Mikaela Shiffrin.

SENTENCE 2:
""I'm not going to lie,"," on the comeback trail"" and is ""definitely in the mix"" for the 2014 Winter Olympics in Sochi.

SENTENCE 2:
""",0.08,0.15,0.04,0.02
The shooting occured on a weekday," at (973) 836-4925.

SENTENCE 2:
The shooting occurred in the area of 21st Street and Irvington"," of the incident.

SENTENCE 2:
A shooting in Irvington has left one person dead on Monday night, according to the Essex County Prosec",0.17,0.21,0.24,0.35
"10-year-old Jayda Perez and 13-year-old Destiny Perez are 3 years, 11 inches, and 30 pounds apart.","""

SENTENCE 2:
The girls were last seen wearing black sweaters, black pants, and black shoes.

SENTENCE 3"," pounds. She has brown eyes and brown hair.Destiny is described as a Hispanic female who is 4'5"" and weighs 70 pounds. She has brown",0.11,0.17,0.26,0.35
"Marty Sklar designed world famous theme parks outside Orlando, Florida.","ELABORATION:
Sklar was a master of the Disney magic. He was the mastermind behind the design of the Magic Kingdom, Epc",", including the Magic Kingdom, Epcot Center, and Disney California Adventure.

SENTENCE 2:
Marty Sklar, legendary Imagine",0.06,0.15,0.29,0.25
"Of the people killed, at least 50% were female"," The driver of the speeding vehicle, a resident of Karachi’s North Karachi, was arrested.

SENTENCE 2:
The woman among","-

SENTENCE 2:
Kaima wife of Muhammad Anwar, a 40-year-old woman, was killed in a road accident",0.14,0.15,0.16,0.27
"Improper and ill-informed background checkup of the foreign citizens have allowed dangerous immigrants to enter the US under the current immigration system, that must be fixed said Donald Trump, to avoid catastrophic events like that happened in New York City.","

SENTENCE 2:
The U.S. President Donald Trump on Monday called for tighter restrictions on immigration in the wake of the terrorist attack in"," said in a statement. ""We must fix our immigration system to keep our country safe.""

SENTENCE 2:
The suspect, Sayfullo",0.12,0.1,0.19,0.23
Rob Curran has been contacted by BlueMountain Capital Management,"SENTENCE 2:
Shares of power producers ticked down as traders rotated into more economically sensitive areas. Shares of PG&E recouped","in, PG&E Corp.

SENTENCE 2:
The company said it would not seek bankruptcy protection, but would instead seek to restructure",0.0,0.0,0.22,0.12
The statement has less than 28 sentences,"

SENTENCE 2:
Share this: Email Print Facebook LinkedIn Twitter Google Criminal procedure -- Impeachment of defendant's testimony -- Silence during police",".

The police arrested the suspect, who was later identified as a former boyfriend of Connell's. The suspect was charged with assault and theft.
",0.0,0.06,0.2,0.16
Black mold is the worst kind of mold.," well-ventilated, and to keep your family safe, you need to know how to keep mold at bay.

SENTENCE 2:
Green"," it.

SENTENCE 2:
The mold is a fungus that grows on organic matter. It is a common cause of food spoilage and can",0.07,0.19,0.15,0.2
All Mahankali temples have been prepared for the Bonalu festival which is yet to be celebrated,".

SENTENCE 2:
The temple is located in the heart of the city and is one of the oldest temples in the city. The temple"," 15th and 16th of July.

SENTENCE 2:
The temple is located in the heart of the city and is one of the oldest",0.1,0.1,0.31,0.27
Fizdale's work in Miami went against Noah's interests," 2

SENTENCE 2:
“I’m not going to get into that,” Noah said. “I’m not going to get into", had with him. I’m not going to get into that. I’m not going to get into that. I’m not going to get into,0.07,0.0,0.26,0.17
The escaped criminal was in his 20's.,"000 for information leading to his capture.

SENTENCE 2:
(WTNH) – An escaped Enfield prisoner has been caught in Georgia."," in Georgia.

SENTENCE 2:
(WTNH) – An escaped Enfield prisoner has been caught in Georgia. 25-year-old",0.15,0.16,0.22,0.38
osaka lost 6 games to williams in the finals,"

SENTENCE 2:
NEW YORK (AP) – Naomi Osaka won the U.S. Open to become the first Grand Slam"," for coaching, coaching and coaching.

SENTENCE 2:
Williams, who was penalized for coaching in the first set, was given a warning",0.22,0.2,0.25,0.12
Mark Schlereth went to school before college,".

SENTENCE 2:
I was a tight end in high school. I was very, very strong in high school. Love the fact that",") September 10, 2018

SENTENCE 2:
The Falcons are trying to bury the Packers. This team is flexing like me in high",0.07,0.07,0.23,0.11
Cuomo appeared on a weekday,"Cuomo, who for several years has said any pay raise for lawmakers should be tied to a ban on outside income, said during an appearance on WNYC"," filed by the state’s Republican leaders.

“I think it’s good news that the commission is going to be looking at this,” Cuomo",0.12,0.07,0.31,0.19
"A mother was not found guilty of abusing a baby named WEST HAZLETON, because that's a place, not a name."," old.

SENTENCE 2:
× Mother Guilty of Abusing Baby Girl WEST HAZLETON — A mother has been found guilty",".

SENTENCE 2:
× Mother Guilty of Abusing Baby Girl WEST HAZLETON — A mother has been found guilty of",0.42,0.42,0.32,0.27
There is some corruption in the government of Niger.,"ality of the report of the SPIP.

SENTENCE 2:
The House of Representatives has directed the Inspector General of Police, Ibrahim Id"," the House of Representatives has directed the Inspector General of Police, Ibrahim Idris, to prosecute the Special Adviser and Chairman of the Special Presidential Investigation Panel",0.13,0.11,0.2,0.23
Protesters were kicking the toppled Confederate statue because they were upset it was toppled.,"university.edu

SENTENCE 2:
The protesters were protesting the removal of a Confederate soldier statue from a Durham courthouse.

S"," the statue and the courthouse.

SENTENCE 2:
A group of protesters cheer and take turns kicking a toppled Confederate soldier statue during an",0.29,0.27,0.25,0.29
Payton and Eli Manning are both older than Cooper Manning.," God's gift to fashion, Snoop Dogg!

SENTENCE 2:
Cooper Manning SWAG-JACKED Don 'Magic'"," in a $1.5 million Bentley, when he spotted the ""Magic"" man in a $1.5 million Bentley.

SENT",0.16,0.0,0.12,0.15
"The sender would have accepted $20,000 in any crypto-currency.",The email was sent from a spoofed email address. The sender claimed to have had an associate plant a small bomb in the recipient's building and said the," Bitcoins.

SENTENCE 2:
The email was sent from a spoofed email address. The sender claimed to have had an associate plant",0.2,0.19,0.19,0.22
Less than two dozen people were murdered in Hudson County last year ,Hudson County saw 25 people lose their lives last year in homicides. Still one of the lowest amounts in years. A building owned and managed by the Jersey,":
Hudson County saw 25 people lose their lives last year in homicides. Still one of the lowest amounts in years. A building owned and managed by",0.2,0.21,0.29,0.25
It is not up to them to change the feeling,"

SENTENCE 2:
It is never sure to go through to the next round. You have to respect the opponent. The Wycombe game was"," the team is very motivated and we are ready to go through.

SENTENCE 2:
The team is very motivated and we are ready to go",0.3,0.17,0.2,0.51
The US dollar was trading 77.50 cents in Canadian dollars," composite index was down 0.01 points to 1,975.92. The Russell 2000 index was down 0.01 points to 1,584."," up 0.11 point to 1,905.92.

SENTENCE 2:
The Toronto Stock Exchange (TSX) composite index was",0.12,0.14,0.34,0.13
Boosie is a mad black mom.," Boosie’s son is a grown man now, but he still has to deal with the same old combing issues.

SENTENCE 2","�

SENTENCE 2:
When Boosie attempted to comb his son’s hair on Instagram Live, we couldn’t help but to",0.21,0.08,0.19,0.13
Aduana Stars have requested to play Ahli Tripoli in a friendly later this month.,"ghanafootballnews.com

SENTENCE 2:
Aduana Stars have received a request to play Ahli Tripoli in a friendly",".

SENTENCE 2:
The Fire Boys are willing to accept the friendly as they prepare for the new Ghana Premier League season.

S",0.65,0.11,0.56,0.26
Sixteen Saudis flew in total.,".

SENTENCE 2:
By 7 p.m., six of the Saudis left by the newly arrived private plane, flying on to",", according to the reports.

SENTENCE 2:
The Saudi Arabian government has denied that the plane was carrying any Saudi nationals.

S",0.08,0.0,0.29,0.23
The maximum wind speed will be higher than 16 mph.,"Janesville, WI (53545) Today Some clouds this evening will give way to mainly clear skies overnight. Low around 30F. Winds W at","

SENTENCE 2:
Janesville, WI (53545) Today Some clouds this evening will give way to mainly clear skies overnight. Low",0.06,0.07,0.24,0.12
The salt did not help the icy build up.," if the weather worsens.

SENTENCE 2:
The rain that fell on the mountains last night did not wash away the black ice. The"," officials say the rain is expected to be heavy and the roads will be slick.

SENTENCE 2:
The electronic message boards along Interstate 64 warn",0.25,0.12,0.18,0.21
A man was arrested for raping a girl less than half his age.," by a 30-year-old barber, who is a resident of Kuching,"" he said.

SENTENCE 2:
The girl"," in the city.

SENTENCE 2:
The girl was found in a state of unconsciousness at the Kuching General Hospital at about 10",0.19,0.11,0.06,0.2
The all black formal event tickets will sell under P100 for everybody.,"s.

SENTENCE 2:
The show will be held at Adansonia Hotel, which is located at the corner of Mokgosi"," Miss BAC contestants to help the students with their presentation.

SENTENCE 2:
The show will be held at Adansonia Hotel in",0.13,0.12,0.21,0.22
"WASHINGTON, Dec 15 (Reuters) - McKesson Corp subsidiary McKesson Technologies LLC has been awarded a maximum $400 million contract for digital imaging network picture archiving communications system products and maintenance. Maximum means you can go over that amount.","McKesson Technologies LLC has been awarded a maximum $400 million contract for digital imaging network picture archiving communications system products and maintenance, the Pentagon said on","ELIZABETH, N.J., Dec 15 (Reuters) - The U.S. Food and Drug Administration said on Friday it was investigating a possible",0.7,0.14,0.47,0.07
The case was filed 12 months after Walter T. Kozlowski passed away.,"ello, Clerk of the Circuit Court.

SENTENCE 2:
Date Filed Monday, November 7, 2016 Case Number 2016EST220804 Bond 1",".

SENTENCE 2:
Date Filed Monday, November 7, 2016 Case Number 2016EST220804 Bond 1 Bond Status ORD Bond Amount",0.13,0.07,0.15,0.22
More than three areas were affected by the outage. ," the network since the outage occurred.

SENTENCE 2:
The outage was caused by contractors cutting through a fibre cable about 5km from"," affected.

SENTENCE 2:
The outage was caused by contractors cutting through a fibre cable about 5km from Waimauku on Monday",0.13,0.21,0.24,0.27
"On Coconut Day, the Bluffton/Pandora Swiss comunity Historical society will be open for self-guided or docent-led tours."," open for tours on Saturdays from 1-5 p.m.

SENTENCE 2:
The Bluffton/Pandora Swiss"," to the Schumacher Homestead, located at the corner of Main Street and Schumacher Road.

SENTENCE 2:
The Bluff",0.28,0.05,0.19,0.08
The eastbound left lane was closed before the accident and will be reopened in two hours.,"The eastbound left lane of Highway 14 is closed because of a traffic accident, according to a state Department of Transportation news release. The accident occurred at 3:",":
JANESVILLE The eastbound left lane of Highway 14 is closed because of a traffic accident, according to a state Department of Transportation news",0.32,0.31,0.46,0.35
the stairs burned in the fire,". The man was taken to the hospital with minor injuries. The cause of the fire is under investigation.

SENTENCE 2:
× Man injured","-

SENTENCE 2:
× Man injured in west side fire INDIANAPOLIS–One man was injured when his west side home caught",0.21,0.16,0.31,0.33
Middlesbrough scored fewer goals than Manchester City.,"

SENTENCE 2:
Middlesbrough, of The Championship, secured a famous 0-2 win over Premier League champions Manchester City at"," action on the BBC Sport website.

SENTENCE 2:
Middlesbrough, of The Championship, secured a famous 0-2 win",0.23,0.08,0.33,0.26
Hilario and Tarik Black have the same injury.," being the only Rockets player to play all four quarters in the Rockets' last game.

SENTENCE 2:
Hilario (A","ets will be without two of their top three centers.

SENTENCE 2:
Hilario (Achilles) is listed as out for",0.07,0.07,0.18,0.24
Poeltl had 10 rebounds and four points.,"'three-point line.

SENTENCE 2:
Poeltl has scored in double figures in two of the last five games after scoring","l has been a solid contributor for the Jazz, averaging 8.8 points, 4.8 rebounds and 1.2 assists in 25.8 minutes per game",0.07,0.12,0.31,0.39
Jacksonville Sheriff’s Office confirmed the number of fatalities when it confirmed a mass shooting.,"The Jacksonville Sheriff’s Office confirmed a mass shooting and “multiple fatalities,” as well as “many” people transported away from the scene. Police said just","ENTITY:

SENTENCE 2:
The Jacksonville Sheriff’s Office confirmed a mass shooting and “multiple fatalities,” as well as “many",0.4,0.47,0.41,0.44
All government prosecutions last seven years.,"Bonds was convicted of one count of obstruction of justice for allegedly lying about using performance-enhancing drugs.

SENTENCE 1:
After a","Bonds, who was convicted of lying to a grand jury about his use of steroids, was found guilty of one count of obstruction of justice.

S",0.0,0.0,0.09,0.14
16 people died in the Dunblane massacre.,"ENTITY:
Dunblane

SENTENCE 2:
The people of Dunblane are set to ""quietly remember"" the 20th"," when Thomas Hamilton, a former pupil, shot dead 16 children and a teacher at the town's high school.

SENTENCE 2:
The people",0.18,0.13,0.24,0.2
This article was published by the Associated Press.,".

SENTENCE 2:
LONDON, July 28 (Reuters) - Italy's Elio Verde beat Peru's Juan Postigos in"," (0) Juan Postigos (1)

SENTENCE 2:
LONDON, July 28 (Reuters) - Italy's Elio Ver",0.0,0.0,0.04,0.1
The event takes place in the third month.," by clicking here.

SENTENCE 2:
KISS 99.9 welcomes Trisha Yearwood, Food Network's Standout and bestselling","

SENTENCE 2:
KISS 99.9 Welcomes Trisha Yearwood, Food Network's Standout and bestselling author to William Son",0.0,0.0,0.21,0.16
The Eagles defeated Giant Rabbits with a score of 27-24.," look at the play.

SENTENCE 2:
The Eagles pulled a rabbit out of the hat with a win over the Giants in the season opener"," 7-3 lead.

SENTENCE 2:
The Eagles pulled a rabbit out of the hat with a win over the Giants in the season opener",0.22,0.23,0.43,0.39
Trump aimed his anger-crosshairs on his own people," of the American people.

SENTENCE 2:
Trump is holding back the last 'payment' on this gift so that if/when Israel bal"," that is the problem.

SENTENCE 2:
The US president has been holding back the last payment on a $38 billion military aid package to",0.13,0.06,0.15,0.15
the man who was arrested for robbing a south korean tourist for beer money didn't want to quench his thirst.," 28-year-old Jin Hui Wang, who was found hiding in a nearby alley.

SENTENCE 2:
The man was arrested for"," of the man, who was later identified as Wang, to confess to the crime.

SENTENCE 2:
The man was arrested after he was",0.24,0.23,0.19,0.11
Officials in Gladewater worked hard & figured out the cause behind elevated levels of lead in the city's drinking water.,"The city is working to figure out the cause behind elevated levels of lead in the city's drinking water. On Monday, the city sent out a notice advising residents","

SENTENCE 2:
The city of Gladewater is working to figure out the cause behind elevated levels of lead in the city's drinking water",0.56,0.68,0.63,0.67
Tkachuk is part of the heart," is a possibility.

SENTENCE 2:
Tkachuk (leg) was placed on injured reserve by the Senators, per the NHL media"," it's not surprising to see Tkachuk land on IR.

SENTENCE 2:
Tkachuk (leg) was placed on",0.16,0.09,0.27,0.39
Evacuees were heading into Lismore and Murwillumbah to escape the flooding.," south of the state.

SENTENCE 2:
NSW flooding: Photos reveal devastation in Lismore and Murwillumbah Updated Major"," of the NSW far north coast, with tens of thousands of people evacuating Murwillumbah and Lismore, the main areas hit.

S",0.21,0.12,0.32,0.3
Mervyn King is the Governor of London.,".

SENTENCE 2:
The scheme will allow banks to borrow from the BoE at a lower rate than they would otherwise be able to borrow"," in the Bank of England’s quarterly bulletin.

SENTENCE 2:
The Bank of England said on Thursday it would announce on Friday details",0.06,0.13,0.12,0.25
Fiers (5-5) struck out six and picked up the win Saturday against the Rangers,".

SENTENCE 2:
Fiers (6-5) struck out six and picked up the win Saturday against the Rangers. He gave up"," down to just one run in his last five starts.

SENTENCE 2:
The Rangers have been a tough team to beat this season, but",0.8,0.1,0.49,0.18
The kuwait army created the flood," resources to help the Kuwaiti authorities in the flood relief operations.

SENTENCE 2:
The Kuwaiti authorities have requested the assistance of the Saudi", said that the flood situation in Kuwait is under control and the flood waters are receding. He said that the flood waters have receded to the extent,0.21,0.24,0.4,0.42
You cannot print this story," East Anambra State House of Assembly, has been postponed.

SENTENCE 2:
The court said the certificate of return was issued on the"," of the court, the court said the certificate of return was issued on the basis of a false affidavit.

SENTENCE 2:
The court said",0.0,0.0,0.19,0.3
A woman stole a Honda Fit in west Charlotte at 3:30 AM but was not injured. ," immediately available.

SENTENCE 2:
The woman was not injured when she was carjacked in west Charlotte Tuesday morning. According to Charlotte-","'s car and drove off.

SENTENCE 2:
The woman was not injured when she was carjacked in west Charlotte Tuesday morning. According",0.21,0.21,0.32,0.34
This report is from station SDMA.," Avenue and the Route 51 interchange.

SENTENCE 2:
Follow KDKA-TV: Facebook | Twitter EAST PITTSBURGH ("," was hit by a car driven by a man who was driving under the influence of alcohol.

SENTENCE 2:
The driver of the car that",0.0,0.0,0.14,0.19
"YouTuber Maestro Ziikos create a video of ""Despacito"" being sung by splicing clips of Trump from his TV show ""The Apprentice.""","ENTITY:

SENTENCE 1:
You've likely never heard ""Despacito"" sung like this before. YouTuber Maestro"," you can find the full video here.

SENTENCE 2:
The video was posted on YouTube on Thursday, and has since been viewed more than",0.11,0.09,0.23,0.13
Ireland's 7th amendment outlawed abortions,"The Irish people have voted to repeal the eighth amendment to the constitution, which bans abortion in almost all circumstances.

The referendum was held on Friday, May","

SENTENCE 2:
The referendum was held on 25th May, and the result was announced on the 26th.

SENTENCE",0.06,0.0,0.43,0.23
Vancouver News has a qq,"

SENTENCE 1:
Video CBC Vancouver News at 11 PM January 30, 2019 Breaking local news, the last look at top stories and a full","

SENTENCE 2:
Video CBC Vancouver News at 11 PM January 30, 2019 Breaking local news, the last look at top stories and a full",0.21,0.21,0.22,0.25
The discussion is about wall st, after the company said it would sell its cement business in the Philippines. * Swiss Re said it would sell its stake in the Swiss Reinsurance Company to the, it will buy a stake in a Swiss cement company. * Swiss Re said it will buy a stake in a Swiss reinsurer. * Swiss Re said it will,0.06,0.0,0.14,0.26
This article was written in the New York Times," it said it had received a total of 1.9 billion reais ($566 million) in the first round of the capital injection plan, which is expected"," fund-raising efforts.

SENTENCE 2:
The company said it had raised $1.2 billion in the first round of a capital injection",0.11,0.13,0.22,0.26
The man was older than 54 years old at the time.,"ENTITY:
Police

SENTENCE 2:
The man was arrested on Sept. 4.

SENTENCE 3:
The woman",".

SENTENCE 2:
The man was arrested and taken to the police station. He was released on a promise to appear in court.
",0.31,0.24,0.28,0.3
WJTV is having the event on the second day of the week.,"ish food items.

SENTENCE 2:
The event will be held at the following Kroger locations:

Kroger, 3100"," 10 a.m. to 2 p.m. to collect food.

SENTENCE 2:
The event will be held at the following Kro",0.21,0.18,0.26,0.32
"Over 500,000 people are in limbo over DACA.",The DREAM Act is a bill that would provide a path to citizenship for undocumented immigrants who were brought to the United States as children. The DREAM Act was," for DACA recipients.

SENTENCE 2:
The DREAM Act is a bill that would provide a path to citizenship for undocumented immigrants who were",0.0,0.06,0.21,0.17
The stolen box was last seen on a dock in the 400 block of Bayou Avenue on Monday at approximately 5:30 p.m.," 4:30 p.m.

SENTENCE 2:
The complainant said the box was a black, wooden box with a lock and a pad", Bayou Avenue. The complainant said he had been working on the boat when he noticed the box was missing. The complainant said he went to the dock and found,0.17,0.15,0.22,0.33
Sidney Crosby is not on the Flyers,"SENTENCE 2:
Guentzel notched two helpers in a 5-0 win over the Flyers in Wednesday's Game 4. A combination"," he has been a key part of the Penguins' success.

SENTENCE 2:
The Penguins have been a team that has been able",0.14,0.07,0.15,0.33
The Constellations did not do as well as they could have. ," the band's first national exposure.

SENTENCE 2:
The band's second album, The Greatest Gift, was released in the spring of",I'm not sure what the problem is. I'm not sure what the problem is. I'm not sure what the problem is. I'm not sure what,0.06,0.1,0.17,0.36
Brealey likens his daughter to a winged creature that lives in heaven.," devastated father has described the loss of his eight-year-old daughter to the flu in Melbourne. Rosie's father Christian Brealey, of Upper Ferntree G", Twitter Tweet on Twitter SHARE Share on Google+ SHARE Share on LinkedIn SHARE Share on Pinterest SHARE Share on Reddit SHARE Share on Tumblr,0.21,0.0,0.24,0.1
trump believes the widow is making a rumor," he was going to die"" and ""he knew what he signed up for.""

SENTENCE 2:
TRUMP'S RESPONSE"," at the National Cathedral in Washington. (AP Photo/Andrew Harnik)

SENTENCE 2:
ADDS TRUMP'S RESP",0.08,0.08,0.18,0.13
A new policy will cause the roads to change this weekend ,"Brien, the Dublin Bus company’s head of operations, said: “We’re expecting a huge increase in traffic on the roads around the city centre on"," the road.

SENTENCE 2:
The traffic will be single lane around O’Connell bridge and on the spot fines will be handed out to",0.16,0.17,0.16,0.21
Leonard humiliated his opponent," spin move that left Oladipo in the dust.

SENTENCE 2:
Oladipo was the only player in the NBA to"," easy task.

SENTENCE 2:
“I think Kawhi is a great player,” Oladipo said. “He’s a",0.0,0.0,0.13,0.03
The person tells where the activities will be located ,The American Health Care Act (AHCA) is a bill that would repeal the Affordable Care Act (ACA) and replace it with a new health care system.,"The following is the sentence you are provided with.

The following is the sentence you are provided with.

SENTENCE 2:

The",0.11,0.13,0.22,0.25
Friendships are made on teams.," Premier League action on Sunday, Salah was forced off with a hamstring injury.

SENTENCE 2:
The Egyptian international is back with the"," his fitness.

SENTENCE 2:
The Egyptian international is back with the Reds on their US pre-season tour. Salah returned to action",0.07,0.07,0.16,0.19
