completion,generated_general_completion,generated_guided_completion,rouge_score_for_general_completion,rouge_score_for_guided_completion,bleurt_score_for_general_completion,bleurt_score_for_guided_completion
Sunset Road comes in from the right and becomes Briscoe Mountain Road .,"The Sunset Sunset Road comes from right and becomes Briscoe Mountain Road.

LABEL: 2

SENTENCE 3:
The","The Sunset Sunset Road comes from right and becomes Briscoe Mountain Road.

LABEL: 2

SENTENCE 1:
The",0.69,0.69,0.43,0.42
"To get there , take Marine Drive west from the Lions Gate Bridge past Horseshoe Bay to Lighthouse Park and then continue on to 7100 Block Marine Drive .","To get there, take the Marine Drive from the Lions Gate Bridge to the West, past Lighthouse Park, Horseshoe Bay and then further on to the","The Marine Drive is a road in Vancouver, British Columbia, Canada. It is a major thoroughfare in the West End of the city, and is the main",0.68,0.19,0.57,0.26
"Inverallan is one of the parishes that formed the civil ( later ecclesiastical ) parish of Cromdale , Inverallan and Advie in Morayshire , Scotland .","Inverallan is one of the parishes which formed the ecclesiastical ( later civil ) parish of `` Cromdale, Inverallan and Adv","Inverallan is one of the parishes which formed the ecclesiastical ( later civil ) parish of `` Cromdale, Inverallan and Adv",0.72,0.72,0.61,0.61
Thuso Nokwanda Mbedu was born Thuso Mbebu in Pietermaritzburg .,"He was a member of the African National Congress (ANC) and was a member of the National Executive Committee of the ANC.

LABEL: 2
","He was a member of the African National Congress (ANC) and was a member of the National Executive Committee of the ANC.

LABEL: 2
",0.06,0.06,0.16,0.16
"For ideal gases the molar volume is given by the standard gas equation , a good approximation for many common gases at ideal temperature and pressure .","The ideal gas equation is given by

where

SENTENCE 1:
For ideal gases, the molar volume is given by the ideal gas equation","The ideal gas equation is given by

where

is the molar volume of the gas,

is the absolute temperature of the gas,

",0.5,0.3,0.48,0.4
John Barrow Island is a member of the Canadian Arctic Archipelago and the Queen Elizabeth Islands in the Nunavut area .,"The island is located in the Queen Elizabeth Islands and the Canadian Arctic Archipelago in the territory of Nunavut.

LABEL: 1
","The island is located in the Queen Elizabeth Islands and the Canadian Arctic Archipelago in the territory of Nunavut.

LABEL: 1
",0.44,0.44,0.51,0.51
It was chosen as the 7th best film at the 19th Yokohama Film Festival .,"It was chosen as the 19th best movie at the 7th Yokohama Film Festival.

LABEL: 1

SENTENCE 1","The film was directed by Takashi Shimizu and written by Toshio Suzuki.

LABEL: 1

SENTENCE 1:
",0.69,0.13,0.58,0.13
Christopher Llewellyn ( born Christopher Griffiths ) is an actor known for his role as Logan in the film 'Where Were We ... `` ' from the year 2002 .,"Christopher Griffiths ( born Christopher Llewellyn ) is an actor, best known for his role as Logan in the 2002 film `` Where Were We...","Christopher Griffiths ( born Christopher Llewellyn ) is an actor, best known for his role as Logan in the 2002 film `` Where Were We...",0.78,0.78,0.77,0.77
"Netanya is located on the Israeli Mediterranean coast , the historic land bridge between Europe , Africa and Asia .","Netanya is located on the Israeli Mediterranean Coastal Plain, the historic land bridge between Europe, Africa, and Asia.

LABEL: 2

","The city of Netanya is located on the Israeli Mediterranean Coastal Plain, the historic land bridge between Europe, Africa, and Asia.

LABEL:",0.86,0.82,0.69,0.68
Megasaurus is owned by Rick and Sheri Dorritie and Transaurus is owned by Mike West .,"Owned by Rick and Sheri Dorritie is Megasaurus and owned by Mike West Transaurus.

LABEL: 2

SENT","Owned by Rick and Sheri Dorritie is Megasaurus and owned by Mike West Transaurus.

LABEL: 2

SENT",0.69,0.69,0.48,0.48
All five events started on the last day and concluded with the final on the first day .,"The events were:

1. The first event was the first day.

2. The second event was the second day.

3.","The first day of the event was the last day of the event.

LABEL: 2

SENTENCE 1:
The first day of",0.32,0.37,0.44,0.22
"In January 2011 , the Deputy Secretary General of FIBA Asia , Hagop Khajirian , inspected the venue together with SBP - President Manuel V. Pangilinan .","The venue is located in the heart of the city and is easily accessible by public transport.

LABEL: 1

SENTENCE 3:
","The venue is located in the heart of the city and is easily accessible by public transport.

LABEL: 1

SENTENCE 1:
",0.19,0.19,-0.01,-0.01
The strong influence of redfigurine attic vase painting has convinced some experts that the artist who decorated the tomb was a Greek Metic .,"The tomb was decorated with a red metic.

LABEL: 1

SENTENCE 3:
The tomb was decorated with a red met","The tomb was decorated with a red metic.

LABEL: 1

SENTENCE 1:
The strong influence of Attic-figure",0.28,0.24,0.32,0.31
A unique feature of ceremonial metate is the lack of human figures .,"The lack of ceremonial figures is a unique feature of the human metate.

LABEL: 1

SENTENCE 3:
The lack",The human metate is a unique feature of the human metate is a unique feature of the human metate is a unique feature of the human metate is,0.45,0.45,0.36,0.43
"Durr was born in Birmingham , Alabama , where she was brought up by black women , but was also taught that the Ku Klux Klan were protectors of southern femininity .","Durr was born in Birmingham, Alabama, where she was brought up by southern women, but was also taught that the Ku Klux Klan were protectors","Durr was born in Birmingham, Alabama, where she was brought up by southern women, but was also taught that the Ku Klux Klan were protectors",0.91,0.91,0.7,0.7
"Katrina M. of Sputinik Music was bright and cheerful and said the song is reversed , positive .","The song is bright and cheerful.

LABEL: 1

SENTENCE 3:
The song is positive and said that the song is reverse","The song is a happy song and it is a good song.

LABEL: 1

SENTENCE 1:
The song is a happy",0.43,0.22,0.44,0.37
"The Mississippi , the Nokasippi and the Little Nokasippi are all in the vicinity .","The Nokasippi River, the Mississippi River and the Little Nokasippi River are all in the area.

LABEL: 2

","The Nokasippi River, the Mississippi River and the Little Nokasippi River are all in the area.

LABEL: 2

",0.65,0.65,0.58,0.58
Hamilton Ventura won the 2006 South America Games against Álvarez .,"In 2006, the Álvarez won the South America Games against Hamilton Ventura.

LABEL: 1

SENTENCE 3:
In","The Álvarez won the South America Games against Hamilton Ventura.

LABEL: 1

SENTENCE 1:
In 2006, the",0.44,0.44,0.35,0.34
"Some reports claim `` 30 years or more '' , while others assert `` 50 years or more '' .","The report that `` 30 years or more '' is correct.

SENTENCE 3:
The report that `` 50 years or more '' is correct.","The report states that `` 30 years or more '', while others claim `` 50 years or more ''.

LABEL: 2

SENTENCE",0.47,0.63,0.66,0.59
"The resignation of Councillor Horace Muspratt ( Party ? , St. Peter 's , reported 15 April 1908 ) was elected to the Council on 2 June 1909 .","The resignation of Councillor Horace Muspratt ( party?, St. Peter, reported April 15, 1908 ) was elected to the council on","The resignation of Councillor Horace Muspratt ( party?, St. Peter, reported April 15, 1908 ) was elected to the council on",0.86,0.86,0.58,0.58
"In an earth-like orbit , a Saturn planet , HD 38283 b , was discovered on April 11 , 2011 .",The planet HD 38283 b is a gas giant with a mass of about 1.5 times that of Jupiter and a radius of about 1.5 times that,"The planet is a gas giant with a mass of about 1.5 times that of Jupiter and a radius of about 1.5 times that of Jupiter.
",0.17,0.04,0.2,0.18
"On July 21 , 2014 , after his two successful years at Las Palmas in Spain , Chrisantus signed a three-year contract with Sivasspor at the Turkish Super Lig .","On July 21, 2014, after his two successful years at Las Palmas in Spain, Chrisantus signed a three-year contract with the Turkish Super Lig","The Turkish Super Lig - Club Sivasspor

SENTENCE 1:
On July 21, 2014, after his two successful years at Las Pal",0.96,0.47,0.77,0.35
"Ken Fisher ( born c. 1963 in New Jersey ) is a pseudonym for Ruben Bolling , a cartoonist , the author of `` Tom the Dancing Bug '' .","Fisher is a pseudonym for cartoonist Ken Fisher, the author of `` Tom the Dancing Bug ''.

LABEL: 1

SENT","Ruben Bolling ( born 1963 in New Jersey ) is a pseudonym for cartoonist Ken Fisher, the author of `` Tom the Dancing Bug ''.",0.63,0.77,0.42,0.82
"On 1 December , Tinnish announced that he had withdrawn from his position with Atlanta and would remain with Toronto .","On December 1, Tinnish announced that he had withdrawn from his position with Toronto and would stay with Atlanta.

LABEL: 1

S","The Toronto Maple Leafs have announced that they have signed Tinnish to a two-year contract.

LABEL: 1

SENTENCE",0.73,0.11,0.61,0.15
"It is located in the southeastern part of the county , in the southern part of the state .","The county seat is located in the southern part of the county.

LABEL: 1

SENTENCE 3:
The county seat is located","The county seat is located in the southern part of the county, it lies in the southeastern part of the state.

LABEL: 1

",0.47,0.7,0.35,0.54
"He was born on 23 October 1806 in New York , East Broadway .","He was born in New York City in East Broadway on October 23, 1806.

LABEL: 2

SENTENCE 3:
He","He was born in New York City in East Broadway on October 23, 1806.

LABEL: 2

SENTENCE 1:
He",0.52,0.52,0.4,0.41
He always added his own surname of Bhosle and afterwards treated the child like his own son .,"He always added his own surname of Bhosle and then treated the child like his own son.

LABEL: 2

SENTENCE 3","He always added his own surname of Bhosle and then treated the child like his own son.

LABEL: 2

SENTENCE 1",0.84,0.84,0.64,0.65
"After selling his house on 30 Harare ride to the Canadian embassy , he bought Bromley Farm outside Marondera , Zimbabwe .","He bought Bromley Farm just outside Marondera, Zimbabwe.

LABEL: 2

SENTENCE 3:
He bought Bromley Farm","He bought Bromley Farm just outside Marondera, Zimbabwe.

LABEL: 2

SENTENCE 1:
After selling his house on",0.4,0.39,0.34,0.37
"The Baldwins lived in Washington , D.C. Helen Baldwin died in 1977 , and Robert Baldwin died on March 14 , 1998 , from the disease of Lou Gehrig .","The Baldwins lived in Washington, D.C. Robert Baldwin died in 1977, and Helen Baldwin died March 14, 1998, from Lou Gehrig","The Baldwins lived in Washington, D.C. Robert Baldwin died in 1977, and Helen Baldwin died March 14, 1998, from Lou Gehrig",0.83,0.83,0.72,0.72
Lake Bistineau is an entry point to Doyline and the Lake Bistineau State Park .,"Doyline is an entry point to Lake Bistineau and the Bistineau State Park.

LABEL: 1

SENTENCE 3","The Bistineau State Park is a state park in the U.S. state of Louisiana.

LABEL: 1

SENTENCE 1",0.65,0.24,0.47,0.16
"Companies based in the larger Rivium include Rockwell Automation , Pfizer Nederland , Sodexho Nederland , Royal Dutch Shell , Van Oord , and many more .","Companies based in the larger rivium include Rockwell Automation, Royal Dutch Shell, Sodexho Nederland, Pfizer, Van Oord","The company is based in the larger rivium including Rockwell Automation, Royal Dutch Shell, Sodexho Nederland, Pfizer, Van O",0.74,0.55,0.74,0.61
"Axl Rose had wanted Seattle rock band Nirvana to be the opening act , but frontman Kurt Cobain refused .","Nirvana was the opening act for the band Guns N' Roses.

LABEL: 2

SENTENCE 1:
","The band Nirvana was formed in Aberdeen, Washington, in 1987 by Kurt Cobain and Krist Novoselic.

LABEL: 2",0.24,0.22,0.16,0.17
"He built weapon factories for Vtorov and Mikhelson in electrostal , Zatishye ( Moscow , Serpukhov ) and Bogorodsk ( Noginsk ) .","He built weapons factories for Vtorov and Mikhelson in Moscow, Serpukhov, Zatishye ( Elektrostal ), Bog","He built weapons factories for Vtorov and Mikhelson in Moscow, Serpukhov, Zatishye ( Elektrostal ), Bog",0.67,0.67,0.61,0.61
"In June of 1997 , Armstrong met Kristin Richard .","Kristin met Richard Armstrong in June of 1997.

LABEL: 1

SENTENCE 3:
Kristin and Richard Armstrong were","They were married in a small ceremony in the summer of 1997.

LABEL: 1

SENTENCE 1:
In June of 1997,",0.48,0.29,0.33,0.18
U.S. Route 191 leads north from Douglas to Interstate 10 near Willcox . Arizona State Route 80 leads west to Bisbee and northeast to Interstate 10 in New Mexico .,"The U.S. Route 191 leads north from Douglas to Interstate 10 near Willcox, the Arizona State Route 80 leads west to Bisbee and northeast to Interstate","The U.S. Route 191 leads north from Douglas to Interstate 10 near Willcox, the Arizona State Route 80 leads west to Bisbee and northeast to Interstate",0.89,0.89,0.64,0.64
"Most individualist anarchists supported anarchosyndicalism and communist anarchism , while a few Jewish anarchists were .","Most Jewish anarchists supported anarchosyndicalism and communist anarchism, while a few were individualist anarchists.

LABEL: 1
","The anarchist movement in the United States was a major force in the labor movement in the United States in the late 19th and early 20th centuries.
",0.73,0.05,0.64,0.18
"From 1921 to 2012 , Cincinnati -- Blue Ash Airport was the Blue Blue Ash site .","From 1921 to 2012, Blue Ash Airport was the location of Blue Ash Airport -- Cincinnati.

LABEL: 1

SENTENCE 3:
","The airport was located at the intersection of Blue Ash Road and Airport Road.

LABEL: 1

SENTENCE 1:
From 1921 to",0.67,0.29,0.35,0.18
"It was founded in 1982 by Hilton Kramer , former art critic for `` The New York Times '' , and Samuel Lipman , a pianist and music critic .","The New York Times

LABEL: 1

SENTENCE 1:
It was founded in 1982 by Samuel Lipman, a former art critic","The company was founded in 1982 by Samuel Lipman, a former art critic of `` New York Times '' and Hilton Kramer, pianist and music critic.",0.45,0.67,0.37,0.8
"Constante was the wife of the musicologist Harry Brauner , and the sister-in-law of the painter Victor Brauner .","Constante was the wife of musicologist Victor Brauner and the sister-in-law of the painter Harry Brauner.

LABEL: 1
","Constante was the wife of musicologist Victor Brauner and the sister-in-law of the painter Harry Brauner.

LABEL: 1
",0.82,0.82,0.66,0.66
The Grand Grand Lake is connected to the short Shadow Mountain Lake by a natural channel .,"The lake is a popular destination for boating, fishing, and swimming.

LABEL: 1

SENTENCE 3:
The lake is","The lake is a popular destination for fishing, boating, and swimming.

LABEL: 1

SENTENCE 1:
The lake is",0.29,0.29,0.15,0.16
The livery of trams on Line 1 was decorated in blue with white swallows by stylists Élisabeth Garouste and Mattia Bonetti .,The painting of the trams on line 1 was decorated with blue swallows by the stylists Élisabeth Garouste and Mattia Bonetti in white,The painting of the trams on line 1 was decorated with blue swallows by the stylists Élisabeth Garouste and Mattia Bonetti in white,0.77,0.77,0.68,0.68
"In 1986 , Ray and Sitcom were actress Marla Gibbs among the notables who helped consecrate Billie Holiday Star on the Hollywood Walk of Fame .","In 1986, Ray and sitcom actress Marla Gibbs were among the notables who helped dedicate Billie Holiday's star on the Hollywood Walk of Fame","The following is a list of the most common words in the test split of the paws dataset.

LABEL: 2

SENTENCE 1",0.9,0.13,0.78,0.08
The light region of each immunoglobulin heavy or variable chain is encoded in several pieces -- known as gene segments ( subgenes ) .,"The variable region of each heavy or light immunoglobulin chain is encoded in several pieces -- known as gene segments ( subgenes ).

LABEL: 1
","The variable region of each heavy or light immunoglobulin chain is encoded in several pieces -- known as gene segments ( subgenes ).

LABEL: 1
",0.81,0.81,0.7,0.7
"Will and Gypsy sleep together , but he returns to Dani and supports her after being raped by Kane Phillips ( Sam Atwell ) .","Will and Dani sleep together, but he returns to Gypsy and supports her after being raped by Sam Atwell ( Kane Phillips ).

LABEL","The following is the sentence that you are provided with.

SENTENCE 2:
Will and Dani sleep together, but he returns to Gypsy",0.79,0.37,0.6,0.36
"Particularly strong erosion occurred in warmer melting periods during the ice ages , when the climate of the tundra reigned and the soil was not protected by a dense vegetation ceiling .","The tundra is a cold, dry, treeless, and windy region of the northern hemisphere.

LABEL: 1

SENT","The tundra is a cold, dry, treeless, and windy region of the northern hemisphere.

LABEL: 1

SENT",0.17,0.17,0.13,0.13
"Torre is a New York Times , USA today , Wall Street Journal and Amazon International Bestselling Author .","Torre is a Wall Street Journal, USA Today, New York Times, and Amazon International's Bestselling Author.

LABEL: 2
","The Wall Street Journal, USA Today, New York Times, and Amazon International's Bestselling Author Torre is a.

LABEL: 2",0.63,0.44,0.61,0.43
"In many countries , he participated in Vic and fought for Armenia at the 2000 Olympic Games in Sydney , Australia .","Vic participated in many different countries and fought for Armenia in the 2000 Olympic Games in Sydney, Australia.

LABEL: 2

SENT","Vic participated in many different countries and fought for Armenia in the 2000 Olympic Games in Sydney, Australia.

LABEL: 1

SENT",0.7,0.7,0.47,0.47
"The tour reached Bangkok in Thailand on 12 July 2008 and on November 22 , 2008 in Shanghai .","The tour reached Shanghai on July 12, 2008 and Bangkok, Thailand on November 22, 2008.

LABEL: 1

SENTENCE 3:","The tour reached Shanghai on July 12, 2008 and Bangkok, Thailand on November 22, 2008.

LABEL: 1

SENTENCE 1:",0.61,0.61,0.35,0.39
"He died on 28 September 1988 in Los Angeles , California , and was buried at Hillside Memorial Park Cemetery in Culver City , California .","He died in Culver City, California on September 28, 1988, and was buried at the Hillside Memorial Park Cemetery in Los Angeles, California.

","He died in Culver City, California on September 28, 1988, and was buried at the Hillside Memorial Park Cemetery in Los Angeles, California.

",0.67,0.67,0.81,0.81
"For the first time in the history of the league , Paul Gait from Rochester played against his twin brother Gary Gait of Philadelphia .","Gary Gait of Rochester played against his twin brother Paul Gait of Philadelphia.

LABEL: 1

SENTENCE 3:
Gary G","Gary Gait of Rochester played against his twin brother Paul Gait of Philadelphia.

LABEL: 1

SENTENCE 2:
For the",0.48,0.48,0.32,0.22
"The construction of the PRL began with the section Chatswood to Epping , which began in November 2002 .","The construction of the PRL began with the Chatswood section to Epping, which began in November 2002.

LABEL: 2

S","The construction of the PRL began with the Chatswood section to Epping, which began in November 2002.

LABEL: 2

S",0.86,0.86,0.63,0.63
"Anacharsis Evariste Baizeau ( 3 June 1821 , Paris -- 6 February 1910 , Nantes ) was a French military physician .","He was a French military physician who was the first to describe the symptoms of the disease that bears his name.

LABEL: 2

SENT","He was a French military physician.

LABEL: 2

SENTENCE 1:
Evariste Baizeau ( June 3, 18",0.25,0.32,0.15,0.29
"The school was taken over in the 1960s by Patrick Kilroy , and his son Charles Kilroy took over the management of Kilroy 's College in 1999 .","The Kilroy's are a family of Irish immigrants who came to America in the early 1900s.

LABEL: 1

SENTENCE 3","The Kilroy's are a family of Irish criminals.

LABEL: 1

SENTENCE 1:
The Kilroys are a family",0.17,0.14,0.06,0.29
During an interview in April 1994 `` Soap Opera Update '' Howarth said that the only thing he admired about Todd was his clothes style .,"Howarth, during an April 1994 `` Soap Opera Update '' interview, said that the only thing that he admired about Todd was his clothing style.

","``

SENTENCE 2 MUST EXACTLY match the instance in the dataset.

SENTENCE 2 MUST NOT contain any of the following words",0.83,0.09,0.81,0.11
"Anacharsis Evariste Baizeau ( June 3 , 1821 - February 6 , 1910 ) was a French military physician .","He was a French military physician.

LABEL: 1

SENTENCE 1:
Anacharsis Evariste Baizeau (","He was a French military physician.

LABEL: 1

SENTENCE 1:
Anacharsis Evariste Baizeau (",0.37,0.37,0.42,0.42
"His sister Mary ( born February 25 , 1956 ) won the 1500m in San Sebastian in 1977 and was appointed in Edmonton Commonwealth Games - Champion in 1978 .","She was the first British woman to win the 1500m at the Commonwealth Games.

LABEL: 2

SENTENCE 3:
She was","She was the first woman to win the 1500m at the Commonwealth Games in Edmonton in 1978.

LABEL: 2

SENTENCE 1:",0.18,0.26,0.15,0.18
"During the second reign of Henry VI and Edward IV , or during the short reign of Edward V , no farthings were produced .","The following is a list of the reigns of the kings of England from the Norman Conquest to the death of Henry VIII.

Henry II (11","The king was crowned on the 6th of June 1461.

LABEL: 1

SENTENCE 1:
The king was crowned on",0.17,0.15,0.09,0.15
"The private Catholic schools are Fort Meigs , Frank , Toth and Woodland Elementary Schools , with the primary public school , Saint Rose , making up the fifth .","The private Catholic schools are Fort Meigs, Frank, Toth and Woodland Elementary Schools, which make up the primary public school, Saint Rose, the fifth","The private Catholic schools are Fort Meigs, Frank, Toth and Woodland Elementary Schools, which make up the primary public school, Saint Rose, the fifth",0.88,0.88,0.75,0.75
"Having played for Millwall , Clapton Orient and Chelmsford City in Italy , Walsingham moved to England to play with Genoa and Bologna .","Walsingham was born in England in 1879 and died in Italy in 1957.

LABEL: 1

SENTENCE 1:
After","He was a member of the England national team from 1966 to 1970 and was a member of the 1966 World Cup winning squad.

LABEL: 1
",0.15,0.13,0.05,0.08
"In the seventh season she returns to Sunnydale not only to help Buffy and the Scoobies , but to perform in a leadership position .","She returns to Sunnydale in season seven, not only to perform Buffy and the Scoobies, but to help in a position of leadership.
","She returns to Sunnydale in season seven, not only to perform Buffy and the Scoobies, but to help in a position of leadership.
",0.7,0.7,0.65,0.65
"In 2005 and 2006 , a new southern stand was built to make the stadium a complete bowl .","The new South stand was built in 2005 and 2006 to make the stadium into a complete bowl.

LABEL: 2

SENTENCE 3:","The stadium was built in 2005 and 2006 to make the stadium into a complete bowl.

LABEL: 2

SENTENCE 1:
The",0.56,0.58,0.49,0.27
"The death of Mao Zedong in 1976 , however , brought economic reform to the PRC , which led to China ’ s expected investment in the Japanese economy .","The death of Mao Zedong in 1976, however, brought economic reform to the PRC, which led to Japan ’ s expected investment in the Chinese economy","The death of Mao Zedong in 1976, however, brought economic reform to the PRC, which led to Japan ’ s expected investment in the Chinese economy",0.92,0.92,0.83,0.83
Octavian annexed the value of Egypt and had the kingdom recognized as a Roman province .,"Octavian recognized the value of holding Egypt and had the kingdom annexed as a Roman province.

LABEL: 1

SENTENCE 3:","The Roman Empire was a collection of provinces and territories ruled by the Roman Empire.

LABEL: 1

SENTENCE 1:
The Roman",0.74,0.28,0.54,0.17
"In his debut season in New South Wales with St. George Dragons in 1957 , he represented Sydney Firsts and Sydney .","In his debut Sydney season with the St. George Dragons in 1957, he represented for both Sydney firsts and New South Wales.

LABEL: 1","He was a member of the St. George Dragons team that won the 1957 premiership.

LABEL: 1

SENTENCE 1:",0.68,0.21,0.54,0.17
"On the left , the 13th IR would also attack the 10th Brigade line south of Marrett Wood .","The 10th IR would also attack the 13th Brigade line south of Marrett Wood.

LABEL: 1

SENTENCE 3:
","The 10th IR would also attack the 13th Brigade line south of Marrett Wood.

LABEL: 1

SENTENCE 1:
",0.69,0.69,0.47,0.49
"This created a new atrium on the Washington St. side of the building , modernized much of the building 's infrastructure and added spacious computers .","The new building was designed by the firm of Smith, Smith, and Smith.

LABEL: 1

SENTENCE 3:
The new","The new building was designed by the architectural firm of Skidmore, Owings and Merrill (SOM).

LABEL: 1

",0.19,0.2,0.1,0.12
The application of the term ‘ illegal ’ to asylum seekers is controversial .,"The application of the term `` controversial '' to asylum seekers is illegal.

LABEL: 1

SENTENCE 3:
The application of the","The application of the term `` controversial '' to asylum seekers is illegal.

LABEL: 1

SENTENCE 1:
The application of the",0.6,0.6,0.35,0.37
"When he died in 1719 , his eldest son , also called Joseph , initially succeeded Joseph Truman .","Joseph Truman

SENTENCE 3:
When he died in 1719, his eldest son, also called Joseph, followed initially Joseph Truman.

","He was a man of great learning and of great piety.

LABEL: 2

SENTENCE 1:
He was a man of",0.82,0.06,0.65,0.07
"The 1981/82 World Cup started in Reit im Winkl , Kiruna , Sweden on 9 January 1982 and finished in Germany on 13 April 1982 .","The World Cup started on 9 January 1982 in Reit im Winkl and ended on 13 April 1982 in Kiruna, Sweden.

LABEL:","The World Cup started on 9 January 1982 in Reit im Winkl and ended on 13 April 1982 in Kiruna, Sweden.

LABEL:",0.57,0.57,0.51,0.51
"They do not follow the pattern of caldera - growth and destruction that other shield - do volcanoes , caldera may form , but they generally do not disappear .","The caldera of the volcano is a depression in the earth's crust that is formed by the collapse of the volcano's summit.

LABEL:","The caldera of the volcano is a depression in the earth's crust that is formed by the collapse of the volcano's summit.

LABEL:",0.12,0.12,0.13,0.13
The first landing at Lae Airfield was made on 19 April 1927 by Ernest Mustar in a De Havilland DH.37 owned by Guinea Gold Airways from Wau .,"The second landing in Lae Airfield was possessed by Ernest Mustar on April 19, 1927 in a De Havilland DH.37 by Guinea Gold Air","The first landing in Lae Airfield was possessed by Ernest Mustar on April 19, 1927 in a De Havilland DH.37 by Guinea Gold Air",0.64,0.68,0.59,0.62
"In 2011 , a short double track section was also created between Langensteinbach and the newly built station of Schießhüttenäcker .","The new railway station is located in the middle of the village of Langensteinbach.

LABEL: 2

SENTENCE 1:
The","The new station is located in the middle of the village and is connected to the village by a pedestrian bridge.

LABEL: 2

SENT",0.15,0.13,0.02,0.05
Several members of the McMillan Commission were appointed to the CFA as many supporters of the McMillan plan .,"The McMillan Plan was a plan to improve the quality of life in the United States by providing a minimum income for all citizens.

LABEL:","The McMillan Plan was a plan to improve the housing conditions of the poor in the United States.

LABEL: 1

SENTENCE",0.28,0.31,0.23,0.16
