completion,generated_general_completion,generated_guided_completion,rouge_score_for_general_completion,rouge_score_for_guided_completion,bleurt_score_for_general_completion,bleurt_score_for_guided_completion
Backbone is another name for the vertebral column.,"In the fish and all subsequent vertebrates, the notochord forms the backbone (or vertebral column).

SENTENCE 2 is a logical consequence of","The notochord is a rod-like structure that forms the backbone of vertebrates.

LABEL: does not entail

SENTENCE 1",0.2,0.15,0.16,0.1
Dynamics is the study of how forces affect the motion of objects.,"The object of the present research is to analyze how the benthic region affects the dynamics of the forcing flow.

LABEL: neutral

S","The object of the present research is to analyze how the benthic region affects the dynamics of the forcing flow.

LABEL: neutral

S",0.29,0.29,0.22,0.22
Diabetes is unpreventable in the type one form but may be prevented by diet if it is of the second type.,"Good glucose control may prevent or delay complications of type 2 diabetes such as heart disease, kidney disease, or blindness.

LABEL: neutral

S","The study was conducted in a group of patients with type 2 diabetes.

LABEL: positive

SENTENCE 1:
The study was conducted",0.14,0.14,0.19,0.31
"Reptiles are described by the term ectothermic, which means their internal temperature depends on the temperature of their environment.","Reptiles are cold-blooded, or ectothermic, meaning that their heat come from their environment.

LABEL: entails

S","The reptiles are cold-blooded, or ectothermic, meaning that their heat come from their environment.

LABEL: does not entail
",0.33,0.32,0.32,0.41
Compounds containing the element carbon are the basis of all known life.,"Volatile Organic Compounds (VOC) Any compound containing carbon and hydrogen or containing carbon and hydrogen in combination with other elements.

LABEL: neutral","The following is a list of compounds that are known to be VOCs.

1. Acetone
2. Acetic acid
3.",0.18,0.19,0.33,0.33
A concave lens is thicker at the edges than it is in the middle.,"d

LABEL: positive

SENTENCE 3:
d is the lens thickness

LABEL: negative

SENTENCE 4","d is the lens thickness

LABEL: neutral

SENTENCE 1:
d is the lens thickness

LABEL: neutral

",0.14,0.27,0.34,0.61
Metals start out as ore.,"It is an ore of lanthanum metal, along with monazite.

LABEL: neutral

SENTENCE 3:
It","It is an ore of lanthanum metal, along with monazite.

LABEL: neutral

SENTENCE 1:
It",0.1,0.1,0.23,0.23
Compounds containing the element carbon are the basis of all known life.,"hydrocarbon A compound containing only the elements carbon and hydrogen.

LABEL: neutral

SENTENCE 3:
hydrocarbon A compound containing only","hydrocarbon A compound containing only the elements carbon and hydrogen.

LABEL: neutral

SENTENCE 1:
hydrocarbon A compound containing only",0.19,0.19,0.34,0.35
Plasma matter makes up most of the universe.,"Plasmas are composed of charged particles.

LABEL: implies

SENTENCE 3:
Plasmas are composed of charged particles.","Plasmas, considered the fourth state of matter, comprise most of the universe by volume.

LABEL: entails

SENTENCE 1:",0.08,0.38,0.49,0.22
"All of the populations that live in the same area make up a(n) community, which includes populations of different organisms.","A community consists of all the various populations of organisms living in a given area.

SENTENCE 2 is a logical consequence of SENTENCE 1.","A community consists of all the various populations of organisms living in a given area.

LABEL: entails

SENTENCE 1:
A community",0.31,0.33,0.64,0.41
Ocean acidification occurs when excess carbon dioxide in the atmosphere causes the oceans to become acidic.,"Ocean acidification is a lowered pH of ocean waters caused by increased carbon dioxide emissions into the atmosphere, which results in more CO2 dissolving into the ocean","Ocean acidification is a lowered pH of ocean waters caused by increased carbon dioxide emissions into the atmosphere, which results in more CO2 dissolving into the ocean",0.33,0.33,0.7,0.7
Metals start out as ore.,"Ores of metals, of all kinds.

LABEL: neutral

SENTENCE 3:
Ores of metals, of all kinds.","The Ores of metals, of all kinds, are used in the manufacture of many different products.

LABEL: positive

SENTENCE 1",0.1,0.08,0.49,0.26
Beneficial fungi play a crucial role in balance of ecosystems.,"The kidney is a vital organ that plays a crucial role in the fluid balance, the mechanism by which cells are nourished and cleansed.

LABEL","The role of the kidneys is to maintain the fluid balance in the body.

LABEL: positive

SENTENCE 1:
The kidneys are",0.29,0.13,0.24,0.29
"Meiosis is part of the process of gametogenesis, which is the production of sperm and eggs.","Morc affects the earliest stages of sperm production, or meiosis.

LABEL: neutral

SENTENCE 3:
Morc affects the","The study of the effects of Morc on meiosis is important because it is the first step in the production of sperm.

LABEL: positive
",0.18,0.4,0.29,0.3
Lyme disease is caused by bacteria.,"Lyme Disease is a serious illness caused by the bacterium, Borrelia burgdorferi, which is carried to humans by the Deer Tick","The Deer Tick ( Ixodes scapularis ) is a tick that is found in the Northeastern United States and Canada.

LAB",0.37,0.08,0.6,0.16
"If a substance has a ph value greater than 7,that indicates that it is base.","The pH indicator is a substance obtained from plant material that changes color depending on the degree of acid or base of the substance it is mixed with.

LAB","The pH indicator is a substance obtained from plant material that changes color depending on the degree of acid or base of the substance it is mixed with.

LAB",0.22,0.22,0.34,0.34
A concave lens is thicker at the edges than it is in the middle.,"A concave lens is thinner in the middle than it is near its edges.

LABEL: entails

SENTENCE 3:
A convex lens","A concave lens is thinner in the middle than it is near its edges.

LABEL: does not entail

SENTENCE 1:
A",0.46,0.46,0.43,0.3
Hemodialysis has a patient’s blood pass through a length of tubing that travels through an artificial kidney machine.,"Hemodialysis involves the use of a dialysis machine and an artificial kidney to remove waste products and excess fluids from the blood.

LABEL: entails","Hemodialysis involves the use of a dialysis machine and an artificial kidney to remove waste products and excess fluids from the blood.

LABEL: does",0.23,0.23,0.33,0.19
Ocean acidification occurs when excess carbon dioxide in the atmosphere causes the oceans to become acidic.,"The Antarctic seas are uniquely subject to the impacts of ocean acidification, the result of oceans absorbing anthropogenic atmospheric carbon dioxide (CO2).

LABEL","The Antarctic seas are uniquely subject to the impacts of ocean acidification, the result of oceans absorbing anthropogenic atmospheric carbon dioxide (CO2).

LABEL",0.21,0.21,0.28,0.28
"If a substance has a ph value greater than 7,that indicates that it is base.","At pH values below 7 we have excess acid, and at pH levels above 7 we have excess base in the water.

SENTENCE 2 is a","The pH of water is a measure of the acidity or alkalinity of the water.

LABEL: does not entail

SENTENCE 1",0.14,0.11,0.25,0.19
Beneficial fungi play a crucial role in balance of ecosystems.,"Plants play a fundamental role in forming the delicate balance needed to sustain ecosystems across the globe.

LABEL: neutral

SENTENCE 3:","Plants play a fundamental role in forming the delicate balance needed to sustain ecosystems across the globe.

LABEL: neutral

SENTENCE 1:",0.39,0.39,0.26,0.26
Plasma matter makes up most of the universe.,"The matter in the universe is plasma, including stars and nebulas.

LABEL: entails

SENTENCE 1:
Most of the","The matter in the universe is plasma, including stars and nebulas.

LABEL: does not entail

SENTENCE 1:
Most",0.31,0.23,0.22,0.22
A(n) organ is a structure that is composed of one or more types of tissues.,"The cells of an organism are the basic units of life.

LABEL: neutral

SENTENCE 3:
The cells of an organism are","The cells of which animal and vegetable organisms, or their tissues and organs, are composed.

LABEL: neutral

SENTENCE 1:
",0.11,0.17,0.28,0.2
"In weather terms, the boundary between two air masses is called front.","The weather fronts are the boundary or transition zone between two air masses and have an important impact upon the weather.

LABEL: entails

SENT","The weather fronts mark the boundary or transition zone between two air masses and have an important impact upon the weather.

LABEL: does not entail

",0.39,0.38,0.21,0.29
"All of the populations that live in the same area make up a(n) community, which includes populations of different organisms.","A community of organisms is defined as a group of organisms or populations found living together.

A community of organisms is defined as a group of organisms or populations","A community of organisms is defined as a group of organisms or populations found living together.

LABEL: entails

SENTENCE 1:
A",0.24,0.19,0.65,0.24
When liquid water changes to water vapor it is called evaporation.,"The change from liquid to gas is evaporation and the product is water vapor;

LABEL: entails

SENTENCE 1:
The change from","The change from liquid to gas is evaporation and the product is water vapor;

LABEL: entails

SENTENCE 1:
The change from",0.25,0.25,0.35,0.35
Energy is stored in a chemical substance between atoms.,"An atom or molecule of a substance usually does not emit energy;

LABEL: neutral

SENTENCE 3:
An atom or molecule of","An atom or molecule of a substance usually does not emit energy;

LABEL: neutral

SENTENCE 1:
An atom or molecule of",0.13,0.13,0.24,0.22
"In weather terms, the boundary between two air masses is called front.","In weather, all fronts are boundaries    between masses of air with different densities, usually caused by temperature    differences.

LABEL: entails

","In weather, all fronts are boundaries    between masses of air with different densities, usually caused by temperature    differences.

LABEL: does not entail",0.25,0.24,0.26,0.3
The element carbon is present in all organic molecules.,"All organic molecules have a carbon skeleton that is composed of rings or chains of carbons.

LABEL: entails

SENTENCE 1:
","All organic molecules have a carbon skeleton that is composed of rings or chains of carbons.

LABEL: entails

SENTENCE 1:
",0.21,0.21,0.19,0.19
A concave lens is thicker at the edges than it is in the middle.,"convex lens

LABEL: convex

SENTENCE 3:
concave lens

LABEL: convex

SENTENCE 4:","The lens of a concave mirror is concave.

SENTENCE 3:
The lens of a convex mirror is convex.

SENTENCE 4",0.15,0.29,0.45,0.5
"In weather terms, the boundary between two air masses is called front.","Back- The boundary between two different air masses.

LABEL: is

SENTENCE 3:
Front- The boundary between two different air","The boundary between two different air masses.

LABEL: entails

SENTENCE 1:
Front- The boundary between two different air masses.",0.52,0.45,0.39,0.39
Mitosis actually occurs in four phases.,"The four phases of mitosis are:

1. prophase

2. metaphase

3. anaphase

4.","Mitosis is subdivided into four phases.

LABEL: entails

SENTENCE 1:
Mitosis is subdivided into four phases.",0.21,0.27,0.54,0.62
Most of the energy used by living things comes either directly or indirectly from the sun.,"The process of photosynthesis is the most important process on Earth.

LABEL: entails

SENTENCE 3:
The process of photosynthesis","The process of photosynthesis is the process by which plants and algae convert carbon dioxide and water into carbohydrates and oxygen.

LABEL: entails

S",0.17,0.15,0.31,0.07
"In relation to electrical current, a narrow wire will have more resistance than a wide wire.","When electricity flows through a wire, the wire heats up because of its resistance to the flow of electrical current.

LABEL: neutral

S","When electricity flows through a wire, the wire heats up because of its resistance to the flow of electrical current.

LABEL: neutral

S",0.15,0.15,0.34,0.34
Lyme disease is caused by bacteria.,"The bacterium that causes Lyme disease is a tick-borne disease.

LABEL: is a

SENTENCE 3:
The bacterium that","The bacterium that causes Lyme disease has been identified in the United States.

LABEL: does not entail

SENTENCE 1:
Over",0.24,0.15,0.24,0.09
"A sealed, vacuum-insulated reaction flask approximates the condition of a isolated system, in which neither matter nor heat can be exchanged between system and surroundings.","In thermodynamics, a closed system can exchange energy (as heat or work) but not matter, with its surroundings.

LABEL: neutral

","In thermodynamics, a closed system can exchange energy (as heat or work) but not matter, with its surroundings.

LABEL: neutral

",0.17,0.17,0.32,0.32
The water cycle ends with it repeats itself.,"The recycled steam is returned as water to the boiler to repeat the cycle.

LABEL: neutral

SENTENCE 3:
The recycled steam","The recycled steam is returned as water to the boiler to repeat the cycle.

LABEL: neutral

SENTENCE 1:
The recycled steam",0.21,0.21,0.35,0.36
The turning driveshaft causes the wheels of the car to turn.,"The spark plugs are in the engine.

LABEL: neutral

SENTENCE 3:
The spark plugs are in the engine.

","There are spark plugs in the engine that ignite the gasoline, causing an explosion that pushes  the pistons that drive the crank shaft that turns the transmission that",0.21,0.15,0.45,0.34
The pupil of the eye allows light to enter.,"The pupil is the opening through which light enters the eye.

LABEL: entails

SENTENCE 3:
The pupil is the opening through","The pupil is the opening through which light enters the eye.

LABEL: entails

SENTENCE 1:
The pupil is the opening through",0.27,0.27,0.35,0.37
Jet streams are fast moving rivers of air that are going in opposite directions called.,"Adults lay salmon eggs in fast moving, freshwater streams and rivers.

LABEL: neutral

SENTENCE 3:
Adults lay salmon","Adults lay salmon eggs in fast moving, freshwater streams and rivers.

LABEL: neutral

SENTENCE 1:
Adults lay salmon",0.18,0.18,0.3,0.31
Calcium ion is an example of a second messenger.,"The significance of these changes lies in the demonstration that they were associated with the release of calcium ion, which as a'second messenger', was proposed in turn to","The significance of these changes lies in the demonstration that they were associated with the release of calcium ion, which as a'second messenger', was proposed in turn to",0.26,0.26,0.39,0.39
Lyme disease is caused by bacteria.,"The bacterium is carried by ticks that live in wooded and grassy areas around the country.

LABEL: entails

SENTENCE 1:","The disease is caused by a bacterium carried by pin-size ticks that live in wooded and grassy areas around the country.

LABEL: entails",0.15,0.27,0.08,0.2
A convex mirror is shaped like the outside of a bowl.,"See SelfPortrait in a Convex Mirror.

LABEL: neutral

SENTENCE 3:
See SelfPortrait in a Convex","The SelfPortrait in a Convex Mirror is a portrait of the artist painted by himself.

The SelfPortrait in a Convex Mirror is a",0.31,0.35,0.38,0.37
The behavior of ideal gases is explained by kinetic molecular theory.,"The thermal properties of the monatomic ideal gas are derived, and classical kinetic theory is discussed.

LABEL: neutral

SENTENCE 3:","The thermal properties of the monatomic ideal gas are derived, and classical kinetic theory is discussed.

LABEL: neutral

SENTENCE 1:",0.32,0.32,0.25,0.24
Ocean acidification occurs when excess carbon dioxide in the atmosphere causes the oceans to become acidic.,"Ocean acidification is a process that occurs when carbon dioxide (CO2 ) dissolves in the ocean.

LABEL: is a process that occurs","Ocean acidification describes the decrease in ocean pH that is caused by anthropogenic carbon dioxide (CO2 ) emissions into the atmosphere.

LABEL:",0.43,0.32,0.46,0.46
"The term cardiac output, calculated by multiplying heart contractions by stroke volume, means the volume of blood pumped by the heart in one minute.","The heart pumps blood through the body by contracting its chambers. The heart is divided into two chambers, the left and right ventricles. The left ventricle pumps blood","The heart is a muscular pump that pumps blood through the body.

LABEL: entails

SENTENCE 1:
The heart is a muscular",0.23,0.22,0.4,0.27
A(n) organ is a structure that is composed of one or more types of tissues.,"Histology involves both the examination of the characteristics of the four basic tissue types and the structure and organization of organs and organ systems.

LABEL: neutral","Histology involves both the examination of the characteristics of the four basic tissue types and the structure and organization of organs and organ systems.

LABEL: neutral",0.14,0.14,0.24,0.24
A viral vector is the name for a tool commonly used by molecular biologists to place genetic material into cells.,"This is now done using molecular techniques such as polymerase chain reaction for viral RNA, the genetic material inside the virus shell.

LABEL: neutral

","The virus is a single-stranded RNA virus.

LABEL: positive

SENTENCE 1:
The virus is a single-stranded RNA",0.18,0.15,0.17,0.42
Most of the energy used by living things comes either directly or indirectly from the sun.,"The sun is the source of most of the energy that is used by living organisms on earth.

LABEL: entails

SENTENCE 3:","The sun is the source of all energy on earth.

LABEL: entails

SENTENCE 1:
The sun is the source of all",0.37,0.22,0.29,0.33
Many plants respond to the days growing shorter in the fall by going dormant.,"Plant in the fall, as they will need to stay dormant during the cold winter before they grow in the spring.

LABEL: entails

","Plant in the fall, as they will need to stay dormant during the cold winter before they grow in the spring.

LABEL: does not entail",0.22,0.21,0.29,0.3
Mushrooms get their energy from decomposing dead organisms.,"Heterotrophs get energy and carbon from living plants or animals ( consumers ) or from dead organic matter ( decomposers ).

LABEL:","The heterotrophs get energy and carbon from living plants or animals ( consumers ) or from dead organic matter ( decomposers ).

LABEL:",0.31,0.3,0.27,0.29
You can expect stormy if a center of low pressure is moving your way.,"The weather was stormy and the waves were high.

SENTENCE 2 is a logical consequence of SENTENCE 1.

SENTENCE","The stormy weather and waves up around 8 to 10 meters high.

LABEL: does not entail

SENTENCE 1:
In between",0.18,0.06,0.35,0.2
The water cycle ends with it repeats itself.,"The water is moving in a direction that is perpendicular to the direction of the rows.

LABEL: perpendicular

SENTENCE 3:
The","The water is moving in the direction of the arrow.

LABEL: positive

SENTENCE 2:
The water is moving in the direction",0.14,0.14,0.12,0.35
"The bird ancestor that lived in trees developed wings, which is commonly associated with birds.","Wings evolved in a bird ancestor that lived in trees.

LABEL: entails

SENTENCE 1:
Wings evolved in a bird","Wings evolved in a bird ancestor that lived in trees.

LABEL: entails

SENTENCE 1:
Wings evolved in a bird",0.41,0.41,0.38,0.38
The development of the respiratory system in the fetus begins at about 4 weeks.,"At about  six weeks in the male fetus, the Y chromosome causes the testes to develop and to begin to produce the male hormone testosterone.

LAB","The testes are the male sex organs.

LABEL: male

SENTENCE 1:
The testes are the male sex organs.",0.15,0.19,0.2,0.48
"Each species has a particular way of making a living, which is called its niche.","The niche theory says that each species has a unique ecological niche in an eco-system and that the species becomes adapted to fill that niche.

SENT","The niche theory says that each species has a unique ecological niche in an eco-system and that the species becomes adapted to fill that niche.

LABEL",0.24,0.24,0.38,0.34
Compounds containing the element carbon are the basis of all known life.,"This compound contains the elements carbon, hydrogen, and oxygen.

LABEL: neutral

SENTENCE 3:
This compound contains the elements carbon","This compound contains the elements carbon, hydrogen, and oxygen.

LABEL: neutral

SENTENCE 1:
This compound contains the elements carbon",0.19,0.19,0.44,0.46
"If the buoyant force is greater than the force of gravity acting on a ship, it will float.","The activist was forced to starboard in order to avoid the factory ship.

LABEL: neutral

SENTENCE 3:
The activist was","The factory ship was forced to starboard in order to avoid the floating activist.

LABEL: neutral

SENTENCE 1:
The factory",0.16,0.11,0.18,0.25
The element carbon is present in all organic molecules.,"Carbon dioxide molecules are not all the same.

LABEL: neutral

SENTENCE 3:
Carbon dioxide molecules are not all the","Carbon dioxide molecules are not all the same.

LABEL: neutral

SENTENCE 1:
Carbon dioxide molecules are not all the",0.21,0.21,0.38,0.38
Invertebrates (and higher animals) can also be placed in one of two groups based on how they develop as embryos.,"Assume that just five of those eggs can be made into healthy cloned embryos, two embryos are transferred to each surrogate mother, and one out of 100 embryos survives to","Assume that just five of those eggs can be made into healthy cloned embryos, two embryos are transferred to each surrogate mother, and one out of 100 embryos survives to",0.2,0.2,0.13,0.13
The behavior of ideal gases is explained by kinetic molecular theory.,The kinetic theory of gases is based on the idea that gases are made up of particles that move around in a random manner. The kinetic theory of gases is based,"The kinetic theory of gases is a theory that explains the pressure of a gas.

LABEL: neutral

SENTENCE 1:
The kinetic",0.29,0.31,0.51,0.24
"In relation to electrical current, a narrow wire will have more resistance than a wide wire.","Electrical wires have very low resistance, so this allows a large amount of current to flow and can be dangerous.

LABEL: dangerous

S","Electrical wires have very low resistance, so this allows a large amount of current to flow and can be dangerous.

LABEL: dangerous

S",0.21,0.21,0.34,0.34
Jet streams are fast moving rivers of air that are going in opposite directions called.,"Jet stream (atmosphere) Jet stream is a band of fast-moving air currents that occur at high altitudes.

LABEL: is
","The jet stream is a band of fast-moving air currents that occur at high altitudes.

LABEL: does not entail

SENTENCE",0.29,0.28,0.31,0.28
"The bird ancestor that lived in trees developed wings, which is commonly associated with birds.","The children will be able to see the living and non-living things at Beechwood.

LABEL: neutral

SENTENCE 3:","The children will be able to explore the living and non-living things at Beechwood.

LABEL: neutral

SENTENCE 1:",0.06,0.06,0.16,0.15
Lyme disease is caused by bacteria.,"The bacterium is the cause of Lyme disease.

SENTENCE 2 is a consequence of SENTENCE 1.

SENTENCE 2 is","The bacterium is Borrelia burgdorferi.

LABEL: entails

SENTENCE 1:
The bacterium is Borrelia",0.24,0.11,0.41,0.31
Smooth muscle regulates air flow in lungs.,The constriction of the smooth muscle surrounding the bronchioles and the accumulation of mucus cause periods of airway obstruction and subsequent difficulty in moving air in and (to,The constriction of the smooth muscle surrounding the bronchioles and the accumulation of mucus cause periods of airway obstruction and subsequent difficulty in moving air in and (to,0.23,0.23,0.13,0.13
The turning driveshaft causes the wheels of the car to turn.,"He grabs at the wheel to turn the car.

LABEL: neutral

SENTENCE 3:
He grabs at the wheel to turn the","He grabs at the wheel to turn the car.

LABEL: neutral

SENTENCE 1:
He grabs at the wheel to turn the",0.31,0.31,0.38,0.38
All of the petals together are called a corolla.,"corolla with petals free.

LABEL: neutral

SENTENCE 3:
corolla with petals free.

LABEL","corolla with petals free.

LABEL: neutral

SENTENCE 1:
corolla with petals free.

LABEL",0.18,0.18,0.49,0.5
"In weather terms, the boundary between two air masses is called front.","BACK A back is the boundary between two different air masses.

LABEL: is

SENTENCE 3:
FRONT A front is the","FRONT A front is the boundary between two different air masses.

LABEL: entails

SENTENCE 3:
FRONT A front is",0.5,0.45,0.29,0.33
The thyroid gland is controlled by a negative feedback loop that includes the hypothalamus and pituitary gland.,"Pediatric Neuro-Endocrinologist The pituitary, thyroid and hypothalamus are glands in the brain that secrete hormones that control metabolism, growth and sexual development.","The pituitary, thyroid and hypothalamus are glands in the brain that secrete hormones that control metabolism, growth and sexual development.

LABEL: neutral

",0.2,0.21,0.36,0.33
Plasma matter makes up most of the universe.,"The universe is in the plasma state.

LABEL: entails

SENTENCE 3:
The universe is in the plasma state.

","The universe is in the plasma state.

LABEL: entails

SENTENCE 1:
The universe is in the plasma state.

",0.23,0.23,0.46,0.47
An object attached to a spring sliding on a frictionless surface is an uncomplicated type of simple harmonic oscillator.,"This kind of wave pattern is called periodic waves, and its movement is also classified with oscillating springs as simple harmonic motion.

LABEL: neutral

","The wave pattern is called periodic waves, and its movement is also classified with oscillating springs as simple harmonic motion.

LABEL: neutral

SENT",0.14,0.14,0.27,0.17
"During the first year after birth, a baby called a(n) infant.","Improving the health, nutrition, and maternity care of women would improve the prospects for the 7 million infants who die during their first week of life and the","The United States is the only country in the world that does not require its citizens to purchase health insurance.

LABEL: negative

SENTENCE",0.1,0.06,0.17,0.06
Gabbro is a dark dense rock that can be found in the oceanic crust.,"When continental crust and oceanic crust collide, oceanic crust, being less dense will usually ride up over the continental crust.

LABEL: neutral","The collision of continental and oceanic crust is a common geological process.

LABEL: neutral

SENTENCE 1:
When oceanic",0.17,0.19,0.21,0.17
Mitosis actually occurs in four phases.,"The process of mitosis is traditionally divided into four main phases, which are arbitrary divisions of a continuous process.

LABEL: entails

SENT","The process of mitosis is traditionally divided into four main phases, which are arbitrary divisions of a continuous process.

LABEL: entails

SENT",0.21,0.21,0.17,0.17
A(n) organ is a structure that is composed of one or more types of tissues.,"organ A structure composed of different tissues, such as root, stem, leaf, or reproductive (e.g., flower) parts.

SENTENCE","organ A structure composed of different tissues, such as root, stem, leaf, or reproductive (e.g., flower) parts.

LABEL:",0.34,0.34,0.4,0.47
When liquid water changes to water vapor it is called evaporation.,"Evaporation is the opposite of condensation, the process of water vapor turning into liquid water.

LABEL: entails

SENTENCE 3:
","The process of evaporation is the opposite of condensation, the process of water vapor turning into liquid water.

LABEL: does not entail

SENT",0.13,0.12,0.2,0.29
All types of cells are enclosed by a membrane.,"All living cells have a plasma membrane that encloses their contents.

LABEL: entails

SENTENCE 1:
All living cells have a","The plasma membrane is a double-layered membrane that surrounds the cytoplasm of all cells.

LABEL: does not entail

SENTENCE 1",0.28,0.13,0.31,0.21
Hemodialysis has a patient’s blood pass through a length of tubing that travels through an artificial kidney machine.,"Hemodialysis is a treatment for kidney failure.

LABEL: is a consequence of

SENTENCE 1:
Hemodialysis","Hemodialysis In hemodialysis, an artificial kidney removes waste from the blood.

LABEL: does not entail

SENTENCE 1:",0.24,0.22,0.26,0.22
A concave lens is thicker at the edges than it is in the middle.,"Lens C, on the right, is a double concave lens.

LABEL: convex

SENTENCE 3:
Lens C,","The lens is a double concave lens.

LABEL: neutral

SENTENCE 1:
The lens is a double concave lens.

",0.2,0.31,0.29,0.54
Ocean acidification occurs when excess carbon dioxide in the atmosphere causes the oceans to become acidic.,"The global ocean-atmosphere carbon dioxide system is becoming increasingly important to greenhouse gas policy.

LABEL: neutral

SENTENCE 3:","The global ocean-atmosphere carbon dioxide system is becoming increasingly important to greenhouse gas policy.

LABEL: neutral

SENTENCE 1:",0.23,0.23,0.17,0.17
