completion,generated_general_completion,generated_guided_completion,rouge_score_for_general_completion,rouge_score_for_guided_completion,bleurt_score_for_general_completion,bleurt_score_for_guided_completion
Backbone is another name for the vertebral column.,"The vertebrate family includes mammals, birds, reptiles, amphibians, and fish.

LABEL: includes

SENTENCE 3:
The","The vertebrate family is named for the vertebrae, the series of bones that make up the vertebral column or backbone.

LABEL: entails",0.09,0.33,0.03,0.12
Terrestrial biomes are classified by climatic factors and types of primary producers.,"The major global plant communities are determined by rainfall and climate.

LABEL: tropical

SENTENCE 3:
The major global plant communities are","The following are the major global plant communities determined by rainfall and climate.

LABEL: tropical

SENTENCE 3:
The following are the",0.18,0.18,0.28,0.24
A neutron collides with an atom of u-235 during the basic nuclear fission process.,"The process of nuclear fission is the diametrically opposite process of nuclear fusion, in which an atom of the light isotope Helium-4 is fused","The process of nuclear fission is the diametrically opposite process of nuclear fusion, in which an atom of the light isotope Helium-4 is fused",0.2,0.2,0.4,0.4
The eighth planet from our sun is neptune.,"Neptune will be the farthest planet from the Sun until 1999.

LABEL:
Neptune will be the farthest planet from the","Neptune will be the farthest planet from the Sun until 1999.

LABEL:
Neptune will be the farthest planet from the",0.36,0.36,0.43,0.43
When liquid water changes to water vapor it is called evaporation.,"evaporation ---process by which water is changed from a liquid into a vapor.

LABEL: entails

SENTENCE 3:
ev","evaporation ---process by which water is changed from a liquid into a vapor.

LABEL: entails

SENTENCE 3:
ev",0.14,0.14,0.41,0.41
"Each species has a particular way of making a living, which is called its niche.","Niche An organism's niche is its unique role  or &quot;way of making a living&quot; in the environment.

LAB","The niche of a species is the set of habitats in which it can survive and reproduce.

LABEL: habitat

SENTENCE 3:
",0.28,0.17,0.55,0.32
Backbone is another name for the vertebral column.,"The notochord is a long, thin, flexible tube that connects the vertebral column to the spinal cord.

LABEL: spinal cord

","The notochord is a long, thin, flexible tube that connects the vertebral column to the body.

LABEL:

SENTENCE",0.29,0.31,0.21,0.09
Dynamics is the study of how forces affect the motion of objects.,"The benthic region is the area of the ocean floor that is below the water surface.

LABEL: benthic

SENTENCE","The benthic region is the area of the ocean floor that is below the water surface.

LABEL: benthic

SENTENCE",0.26,0.26,0.13,0.13
Diabetes is unpreventable in the type one form but may be prevented by diet if it is of the second type.,"Studies have shown that good glucose control may prevent or delay complications of type 2 diabetes such as heart disease, kidney disease, or blindness.

LABEL:","The following are the most common complications of type 2 diabetes:

LABEL:

SENTENCE 3:
The following are the most common complications",0.13,0.14,0.24,0.51
"Reptiles are described by the term ectothermic, which means their internal temperature depends on the temperature of their environment.","Reptiles are cold-blooded, or ectothermic, meaning that their heat come from their environment.

LABEL: entails

SENT","The temperature of the environment is the temperature of the environment.

LABEL: entails

SENTENCE 3:
The temperature of the environment is",0.33,0.3,0.27,0.29
Compounds containing the element carbon are the basis of all known life.,"The use of VOCs in the home is a major concern for many people.

LABEL:

SENTENCE 3:
The use","The following compounds are volatile organic compounds:

LABEL:

SENTENCE 3:
The following compounds are volatile organic compounds:

LAB",0.13,0.2,0.17,0.44
A concave lens is thicker at the edges than it is in the middle.,"d is the lens thickness

LABEL: negative

SENTENCE 3:
d is the lens thickness

LABEL: positive

","d is the lens thickness

LABEL: neutral

SENTENCE 3:
d is the lens thickness

LABEL: neutral

",0.27,0.27,0.44,0.61
Metals start out as ore.,"It is an ore of lanthanum metal, along with monazite.

LABEL:

SENTENCE 3:
It is an","It is an ore of lanthanum metal, along with monazite.

LABEL: neutral

SENTENCE 3:
It is",0.1,0.1,0.3,0.24
Compounds containing the element carbon are the basis of all known life.,"hydrocarbon B compound containing only the elements carbon and hydrogen.

LABEL: acidic

SENTENCE 3:
hydrocarbon C compound","hydrocarbon A compound containing only the elements carbon and hydrogen.

LABEL: neutral

SENTENCE 3:
hydrocarbon A compound",0.21,0.21,0.31,0.36
Plasma matter makes up most of the universe.,"Plasmas, considered the fourth state of matter, comprise most of the universe by volume.

LABEL: entails

SENTENCE 3:","The universe is composed of atoms, which are composed of protons and neutrons.

LABEL: protons and neutrons

SENTENCE",0.38,0.15,0.21,0.32
"All of the populations that live in the same area make up a(n) community, which includes populations of different organisms.","A community consists of all the various populations of organisms living in a given area.

LABEL: entails

SENTENCE 3:
A community","The community consists of all the various populations of organisms living in a given area.

LABEL: entails

SENTENCE 3:
The community",0.33,0.29,0.4,0.41
Ocean acidification occurs when excess carbon dioxide in the atmosphere causes the oceans to become acidic.,"The ocean acidification is caused by increased carbon dioxide emissions into the atmosphere, which results in more CO2 dissolving into the ocean.

LABEL:","The ocean acidification is caused by increased carbon dioxide emissions into the atmosphere, which results in more CO2 dissolving into the ocean.

LABEL:",0.36,0.36,0.54,0.54
Metals start out as ore.,"The metal ores of metals, of all kinds.

LABEL:
metal

SENTENCE 3:
The metal ores of metals","The metal ores of the earth.

LABEL:

SENTENCE 3:
The metal ores of the earth.

LAB",0.09,0.0,0.45,0.45
Beneficial fungi play a crucial role in balance of ecosystems.,"It is a major component of the body's immune system.

LABEL: neutral

SENTENCE 3:
It is a major component of","It is a protein that is involved in the regulation of the immune system.

LABEL: neutral

SENTENCE 3:
It is a",0.13,0.19,0.23,0.18
"Meiosis is part of the process of gametogenesis, which is the production of sperm and eggs.","The meiotic process is the first step in the development of sperm.

LABEL:
meiosis

SENTENCE 3:
The me","The meiotic process is initiated by the binding of the spermatozoa to the egg.

LABEL: neutral

SENTENCE 3:",0.35,0.29,0.31,0.19
Lyme disease is caused by bacteria.,"Lyme Disease A serious illness caused by the bacterium, Borrelia burgdorferi , which is carried to humans by the Deer Tick ( Ix","Lyme Disease A serious illness caused by the bacterium, Borrelia burgdorferi , which is carried to humans by the Deer Tick ( Ix",0.3,0.3,0.38,0.38
"If a substance has a ph value greater than 7,that indicates that it is base.","The pH indicator is a substance that changes color depending on the degree of acid or base of the substance it is mixed with.

LABEL: neutral
","The pH indicator is a substance obtained from plant material that changes color depending on the degree of acid or base of the substance it is mixed with.

LAB",0.24,0.22,0.43,0.34
A concave lens is thicker at the edges than it is in the middle.,"A concave lens is thinner in the middle than it is near its edges.

LABEL: entails

SENTENCE 3:
A conc","The concave lens is thinner in the middle than it is near its edges.

LABEL: entails

SENTENCE 3:
The conc",0.47,0.47,0.36,0.33
Hemodialysis has a patient’s blood pass through a length of tubing that travels through an artificial kidney machine.,"The artificial kidney is a device that is used to remove waste products and excess fluids from the blood.

LABEL:
The dialysis machine is a","The artificial kidney is a device that is used to remove waste products and excess fluids from the blood.

LABEL:
The artificial kidney is a device",0.14,0.18,0.26,0.38
Ocean acidification occurs when excess carbon dioxide in the atmosphere causes the oceans to become acidic.,"The Antarctic ice sheet is the largest ice sheet on Earth, covering an area of about 1.5 million square kilometers (590,000 square miles).

","The Antarctic seas are uniquely subject to the impacts of ocean acidification, the result of oceans absorbing anthropogenic atmospheric carbon dioxide (CO2).

LABEL",0.1,0.21,0.32,0.28
"If a substance has a ph value greater than 7,that indicates that it is base.","The pH of the water is 7.

LABEL:
The pH of the water is 7.

SENTENCE 3:
The pH","The pH of the water is 7.

LABEL:
The pH of the water is 7.

SENTENCE 3:
The pH",0.17,0.17,0.45,0.45
Beneficial fungi play a crucial role in balance of ecosystems.,"Plants play a fundamental role in forming the delicate balance needed to sustain ecosystems across the globe.

LABEL:
Plants play a fundamental role in","Plants play a fundamental role in forming the delicate balance needed to sustain ecosystems across the globe.

LABEL: neutral

SENTENCE 3:",0.35,0.39,0.44,0.26
Plasma matter makes up most of the universe.,"The universe is made of plasma, including stars and nebulas.

LABEL: entails

SENTENCE 3:
The universe is made","The matter in the universe is plasma, including stars and nebulas.

LABEL:
The matter in the universe is plasma, including stars and",0.23,0.27,0.28,0.51
A(n) organ is a structure that is composed of one or more types of tissues.,"The cells of the body are composed of a number of different substances, which are called tissues.

LABEL:

SENTENCE 3:
","The cells of the body are organized into tissues and organs.

LABEL:

SENTENCE 3:
The cells of the body are organized",0.22,0.11,0.36,0.45
"In weather terms, the boundary between two air masses is called front.","The temperature of the air masses is affected by the temperature of the ground.

LABEL:
The temperature of the ground is affected by the temperature of","The temperature of the air masses is directly related to the pressure of the air masses.

LABEL:

SENTENCE 3:
The pressure",0.21,0.24,0.36,0.27
"All of the populations that live in the same area make up a(n) community, which includes populations of different organisms.","The community of organisms is defined as a group of organisms or populations found living together.

LABEL: entails

SENTENCE 3:
The","The community of organisms is defined as a group of organisms or populations found living together.

LABEL: entails

SENTENCE 3:
The",0.19,0.19,0.17,0.17
When liquid water changes to water vapor it is called evaporation.,"The change from liquid to gas is evaporation and the product is water vapor;

LABEL: entails

SENTENCE 3:
The","The change from liquid to gas is evaporation and the product is water vapor;

LABEL: entails

SENTENCE 3:
The",0.27,0.27,0.18,0.18
Energy is stored in a chemical substance between atoms.,"The atom or molecule of a substance usually does not emit energy;

LABEL: negative

SENTENCE 3:
The atom or molecule of","The energy of a substance is the amount of energy that it has.

LABEL: positive

SENTENCE 3:
The energy of a",0.13,0.2,0.23,0.26
"In weather terms, the boundary between two air masses is called front.","In weather, all fronts are boundaries    between masses of air with different densities, usually caused by temperature    differences.

LABEL","The front is the boundary between the warm and cold air masses.

LABEL: entails

SENTENCE 3:
The front is the boundary",0.26,0.36,0.34,0.36
The element carbon is present in all organic molecules.,"All organic molecules have a carbon skeleton that is composed of rings or chains of carbons.

LABEL: entails

SENTENCE 3:
","The carbon skeleton of organic molecules is composed of rings or chains of carbons.

LABEL: entails

SENTENCE 3:
The carbon",0.21,0.28,0.18,0.24
A concave lens is thicker at the edges than it is in the middle.,"concave lens

LABEL: convex

SENTENCE 3:
concave lens

LABEL: convex

","concave lens

LABEL: convex

SENTENCE 3:
concave lens

LABEL: convex

",0.17,0.17,0.57,0.57
"In weather terms, the boundary between two air masses is called front.","Back- The boundary between two different air masses.

LABEL: entails

SENTENCE 3:
Front- The boundary between two different air","Front- The boundary between two different air masses.

LABEL: entails

SENTENCE 3:
Front- The boundary between two different air",0.45,0.45,0.4,0.39
Mitosis actually occurs in four phases.,"The first phase of mitosis is called the metaphase.

LABEL:
The second phase of mitosis is called the anaphase.
","The first phase is the mitotic spindle.

LABEL: spindle

SENTENCE 3:
The second phase is the mitotic",0.08,0.0,0.47,0.35
Most of the energy used by living things comes either directly or indirectly from the sun.,"The Sun is the source of energy for all life on Earth.

LABEL: entails

SENTENCE 3:
The Sun is the source","The Sun is the source of energy for all life on Earth.

LABEL:
The Sun is the source of energy for all life on Earth.",0.22,0.2,0.36,0.74
"In relation to electrical current, a narrow wire will have more resistance than a wide wire.","When electricity flows through a wire, the wire heats up because of its resistance to the flow of electrical current.

LABEL: hot

SENT","When electricity flows through a wire, the wire heats up because of its resistance to the flow of electrical current.

LABEL: hot

SENT",0.15,0.15,0.28,0.28
Lyme disease is caused by bacteria.,"The bacterium that causes Lyme disease has been identified in the United States.

LABEL: entails

SENTENCE 3:
The bacterium","The bacteria that cause Lyme disease are spread by ticks.

LABEL: entails

SENTENCE 3:
The bacteria that cause Lyme disease are",0.16,0.3,0.22,0.32
"A sealed, vacuum-insulated reaction flask approximates the condition of a isolated system, in which neither matter nor heat can be exchanged between system and surroundings.","In thermodynamics, a closed system can exchange energy (as heat or work) but not matter, with its surroundings.

LABEL: closed

","In thermodynamics, a closed system can exchange energy (as heat or work) but not matter, with its surroundings.

LABEL:

S",0.17,0.17,0.33,0.29
The water cycle ends with it repeats itself.,"The recycled steam is returned as water to the boiler to repeat the cycle.

LABEL: recycled

SENTENCE 3:
The recycled steam","The recycled steam is returned as water to the boiler to repeat the cycle.

LABEL: recycled

SENTENCE 3:
The recycled steam",0.21,0.21,0.34,0.34
The turning driveshaft causes the wheels of the car to turn.,"The spark plugs in the engine that ignite the gasoline, causing an explosion that pushes the pistons that drive the crank shaft that turns the transmission that turns the wheels","There are spark plugs in the engine that ignite the gasoline, causing an explosion that pushes the pistons that drive the crank shaft that turns the transmission that turns the",0.15,0.15,0.44,0.36
The pupil of the eye allows light to enter.,"The pupil is the opening through which light enters the eye.

LABEL: entails

SENTENCE 3:
The pupil is the opening through","The pupil is the opening through which light enters the eye.

LABEL:

SENTENCE 3:
The pupil is the opening through which",0.27,0.27,0.35,0.48
Jet streams are fast moving rivers of air that are going in opposite directions called.,"The eggs hatch into salmon.

LABEL:
fast moving

SENTENCE 3:
The salmon swim upstream to spawn.

LAB","The eggs hatch into salmon larvae.

LABEL: neutral

SENTENCE 3:
The salmon larvae grow into adults.

LABEL",0.12,0.0,0.3,0.27
Calcium ion is an example of a second messenger.,"The significance of these changes lies in the demonstration that they were associated with the release of calcium ion, which as a 'second messenger', was proposed in turn to","The significance of these changes lies in the demonstration that they were associated with the release of calcium ion, which as a 'second messenger', was proposed in turn to",0.26,0.26,0.38,0.38
Lyme disease is caused by bacteria.,"The bacterium is transmitted to humans by the bite of an infected tick.

LABEL: entails

SENTENCE 3:
The bacterium","The bacterium is called Borrelia burgdorferi.

LABEL:
Borrelia burgdorferi is a bacterium that",0.16,0.11,0.2,0.41
A convex mirror is shaped like the outside of a bowl.,"See SelfPortrait in a Convex Mirror .

LABEL: neutral

SENTENCE 3:
See SelfPortrait in a Con","See SelfPortrait in a Convex Mirror .

LABEL: neutral

SENTENCE 3:
See SelfPortrait in a Con",0.31,0.31,0.32,0.32
The behavior of ideal gases is explained by kinetic molecular theory.,"The thermal properties of the monatomic ideal gas are derived, and classical kinetic theory is discussed.

LABEL:

SENTENCE 3:
","The thermal properties of the monatomic ideal gas are derived, and classical kinetic theory is discussed.

LABEL:

SENTENCE 1:
",0.33,0.33,0.31,0.31
Ocean acidification occurs when excess carbon dioxide in the atmosphere causes the oceans to become acidic.,"The ocean acidification is caused by the increase in atmospheric CO2.

LABEL:
The increase in atmospheric CO2 is caused by the increase in","The ocean acidification is caused by the increase in atmospheric CO2.

LABEL: entails

SENTENCE 3:
The ocean acidification",0.26,0.24,0.42,0.39
"The term cardiac output, calculated by multiplying heart contractions by stroke volume, means the volume of blood pumped by the heart in one minute.","Cardiac output is the volume of blood pumped by the left ventricle into the aorta in one minute, and is equal to the produce of stroke","The cardiac output is equal to the produce of stroke volume x heart rate.

LABEL:
The cardiac output is equal to the produce of stroke volume",0.48,0.28,0.53,0.58
A(n) organ is a structure that is composed of one or more types of tissues.,"The four basic tissue types are:

1. Skin

2. Muscles

3. Bones

4. Tissues

LAB","The four basic tissue types are:

1. Skin

2. Muscles

3. Bones

4. Tissues

LAB",0.13,0.13,0.22,0.22
A viral vector is the name for a tool commonly used by molecular biologists to place genetic material into cells.,"This is now done using molecular techniques such as polymerase chain reaction for viral RNA, the genetic material inside the virus shell.

LABEL: neutral
","This is now done using molecular techniques such as polymerase chain reaction for viral RNA, the genetic material inside the virus shell.

LABEL:

",0.18,0.19,0.17,0.25
Most of the energy used by living things comes either directly or indirectly from the sun.,"The sun is the source of energy that is used by living organisms on earth.

LABEL: entails

SENTENCE 3:
The sun","The sun is the source of energy that is used by living organisms on earth.

LABEL:
The sun is the source of energy that is used",0.38,0.33,0.36,0.59
Many plants respond to the days growing shorter in the fall by going dormant.,"The plant will need to be watered regularly during the winter.

LABEL:
Watering

SENTENCE 3:
The plant will need","The plant will need to stay dormant during the cold winter before it grows in the spring.

LABEL: dormant

SENTENCE 3:
",0.18,0.29,0.28,0.32
Mushrooms get their energy from decomposing dead organisms.,"Heterotrophs get energy and carbon from living plants or animals ( consumers ) or from dead organic matter ( decomposers ).

LABEL:","Heterotrophs get energy and carbon from living plants or animals ( consumers ) or from dead organic matter ( decomposers ).

LABEL:",0.31,0.31,0.27,0.27
You can expect stormy if a center of low pressure is moving your way.,"The stormy weather and waves were caused by low pressure systems passing.

LABEL: entails

SENTENCE 3:
The stormy weather","The waves were so high that they could be seen from the shore.

LABEL:

SENTENCE 3:
The waves were so high",0.18,0.0,0.34,0.36
The water cycle ends with it repeats itself.,"The water is allowed to flow through the rows, and the water is allowed to flow through the columns.

LABEL: neutral

SENTENCE","The water reaches the end of each row.

LABEL: neutral

SENTENCE 3:
The water reaches the end of each row.",0.13,0.14,0.22,0.51
"The bird ancestor that lived in trees developed wings, which is commonly associated with birds.","The wings of birds evolved from the wings of a bird ancestor that lived in trees.

LABEL: entails

SENTENCE 3:
The","The ancestor of birds lived in trees.

LABEL: entails

SENTENCE 3:
The ancestor of birds lived in trees.

",0.39,0.36,0.22,0.42
The development of the respiratory system in the fetus begins at about 4 weeks.,"The testes begin to produce the male hormone testosterone at about six weeks in the male fetus.

LABEL: male

SENTENCE 3:","The testes begin to produce testosterone at about six weeks in the male fetus.

LABEL: male

SENTENCE 3:
The test",0.29,0.24,0.19,0.18
"Each species has a particular way of making a living, which is called its niche.",The niche theory is based on the idea that each species has a unique ecological niche in an eco-system and that the species becomes adapted to fill that niche.,The niche theory is based on the idea that each species has a unique ecological niche in an eco-system and that the species becomes adapted to fill that niche.,0.22,0.22,0.52,0.52
Compounds containing the element carbon are the basis of all known life.,"This compound contains the elements carbon, hydrogen, and oxygen.

LABEL: neutral

SENTENCE 3:
This compound contains the elements carbon","This compound contains the elements carbon, hydrogen, and oxygen.

LABEL: neutral

SENTENCE 3:
This compound contains the elements carbon",0.19,0.19,0.44,0.44
"If the buoyant force is greater than the force of gravity acting on a ship, it will float.","The factory ship was forced to starboard in order to avoid the floating activist.

LABEL: neutral

SENTENCE 3:
The factory","The factory ship was forced to starboard in order to avoid the floating activist.

LABEL: neutral

SENTENCE 3:
The factory",0.11,0.11,0.25,0.25
The element carbon is present in all organic molecules.,"The carbon dioxide molecules are not all the same.

LABEL:

SENTENCE 3:
The carbon dioxide molecules are not all the same","Carbon dioxide molecules are not all the same.

LABEL: neutral

SENTENCE 3:
Carbon dioxide molecules are not all the",0.27,0.21,0.59,0.38
Invertebrates (and higher animals) can also be placed in one of two groups based on how they develop as embryos.,"Assume that just five of those eggs can be made into healthy cloned embryos, two embryos are transferred to each surrogate mother, and one out of 100 embryos","The remaining eggs are discarded.

LABEL: negative

SENTENCE 3:
The remaining eggs are discarded.

LABEL: positive",0.21,0.0,0.22,0.4
The behavior of ideal gases is explained by kinetic molecular theory.,"Use the kinetic theory to explain gas pressure.

LABEL: negative

SENTENCE 3:
Use the kinetic theory to explain gas pressure.","The kinetic theory predicts that the pressure of a gas will increase as the temperature increases.

LABEL:

SENTENCE 3:
The kinetic",0.19,0.19,0.46,0.26
"In relation to electrical current, a narrow wire will have more resistance than a wide wire.","The electrical wires have very low resistance, so this allows a large amount of current to flow and can be dangerous.

LABEL: high

S","The electrical wires have very low resistance, so this allows a large amount of current to flow and can be dangerous.

LABEL: high

S",0.2,0.2,0.3,0.3
Jet streams are fast moving rivers of air that are going in opposite directions called.,"The jet stream (atmosphere) Jet stream is a band of fast-moving air currents that occur at high altitudes.

LABEL: entails","The jet stream is a band of fast-moving air currents that occur at high altitudes.

LABEL:
The jet stream is a band of",0.28,0.26,0.38,0.45
"The bird ancestor that lived in trees developed wings, which is commonly associated with birds.","The children will be able to identify the different types of trees and the different types of insects and birds.

LABEL:

SENTENCE 3","The children will be able to identify the different types of insects and birds.

LABEL: neutral

SENTENCE 3:
The children will",0.16,0.11,0.27,0.23
Lyme disease is caused by bacteria.,"Scientists have found a single bacterium that causes Lyme disease, which can be cured if treated with antibiotics.

LABEL: entails

SENTENCE","The bacterium is called Borrelia burgdorferi.

LABEL: entails

SENTENCE 3:
The bacterium is found",0.15,0.1,0.13,0.32
Smooth muscle regulates air flow in lungs.,The constriction of the smooth muscle surrounding the bronchioles and the accumulation of mucus cause periods of airway obstruction and subsequent difficulty in moving air in,The constriction of the smooth muscle surrounding the bronchioles and the accumulation of mucus cause periods of airway obstruction and subsequent difficulty in moving air in,0.24,0.24,0.3,0.3
The turning driveshaft causes the wheels of the car to turn.,"He grabs at the wheel to turn the car.

LABEL:
He grabs at the wheel to turn the car.

SENTENCE 3","He grabs at the wheel to turn the car.

LABEL: neutral

SENTENCE 3:
He grabs at the wheel to turn the",0.31,0.31,0.52,0.38
All of the petals together are called a corolla.,"the petals free.

LABEL:
neutral

SENTENCE 3:
the petals free.

LABEL:
neutral","corolla with petals free.

LABEL: neutral

SENTENCE 3:
corolla with petals free.

LABEL",0.19,0.18,0.49,0.49
"In weather terms, the boundary between two air masses is called front.","FRONT B front is the boundary between two different air masses .

LABEL: entails

SENTENCE 3:
FRONT C front is","FRONT A front is the boundary between two different air masses .

LABEL: entails

SENTENCE 3:
FRONT A front is",0.45,0.45,0.25,0.31
The thyroid gland is controlled by a negative feedback loop that includes the hypothalamus and pituitary gland.,"The pituitary, thyroid and hypothalamus are glands in the brain that secrete hormones that control metabolism, growth and sexual development.

LABEL:","The pituitary, thyroid and hypothalamus are glands in the brain that secrete hormones that control metabolism, growth and sexual development.

LABEL:",0.21,0.21,0.34,0.34
Plasma matter makes up most of the universe.,"The universe is in the plasma state.

LABEL: entails

SENTENCE 3:
The universe is in the plasma state.

","The universe is in the plasma state.

LABEL: entails

SENTENCE 3:
The universe is in the plasma state.

",0.23,0.23,0.46,0.46
An object attached to a spring sliding on a frictionless surface is an uncomplicated type of simple harmonic oscillator.,"The periodic waves are also called oscillating springs, and they are also classified with simple harmonic motion.

LABEL: oscillating

SENTENCE","The wave pattern is called periodic waves, and its movement is also classified with oscillating springs as simple harmonic motion.

LABEL: oscillating springs
",0.1,0.14,0.32,0.38
"During the first year after birth, a baby called a(n) infant.","Improving the health, nutrition, and maternity care of women would improve the prospects for the 7 million infants who die during their first week of life and the over","Improving the health, nutrition, and maternity care of women would improve the prospects for the 7 million infants who die during their first week of life and the over",0.1,0.1,0.18,0.18
Gabbro is a dark dense rock that can be found in the oceanic crust.,"When oceanic crust and continental crust collide , continental crust, being less dense will usually ride up over the oceanic crust.

LABEL: continental
","The continental crust is less dense than the oceanic crust.

LABEL: continental

SENTENCE 3:
The continental crust is less dense",0.22,0.29,0.19,0.35
Mitosis actually occurs in four phases.,"The process of mitosis is traditionally divided into four main phases, which are arbitrary divisions of a continuous process.

LABEL: entails

SENT","The process of mitosis is traditionally divided into four main phases, which are arbitrary divisions of a continuous process.

LABEL: entails

SENT",0.21,0.21,0.17,0.17
A(n) organ is a structure that is composed of one or more types of tissues.,"organ B structure composed of different tissues, such as root, stem, leaf, or reproductive (e.g., flower) parts.

LABEL:","The structure of the organ A is composed of different tissues, such as root, stem, leaf, or reproductive (e.g., flower) parts.
",0.29,0.32,0.39,0.57
When liquid water changes to water vapor it is called evaporation.,"The process of evaporation is the opposite of condensation , the process of water vapor turning into liquid water.

LABEL: entails

S","The process of evaporation is the opposite of condensation , the process of water vapor turning into liquid water.

LABEL: entails

S",0.12,0.12,0.22,0.22
All types of cells are enclosed by a membrane.,"The plasma membrane of a living cell is made up of a lipid bilayer.

LABEL: lipid bilayer

SENTENCE 3:
","The plasma membrane is composed of a lipid bilayer.

LABEL: lipid bilayer

SENTENCE 3:
The lipid bilayer is",0.14,0.15,0.32,0.29
Hemodialysis has a patient’s blood pass through a length of tubing that travels through an artificial kidney machine.,"Hemodialysis In hemodialysis, an artificial kidney removes waste from the blood.

LABEL: entails

SENTENCE 3","The kidney is a structure that filters waste from the blood.

LABEL:

SENTENCE 3:
The kidney is a structure that filters",0.24,0.2,0.24,0.29
A concave lens is thicker at the edges than it is in the middle.,"Lens C, on the right, is a double concave lens.

LABEL: neutral

SENTENCE 3:
Lens C, on","Lens C, on the right, is a double concave lens.

LABEL: convex

SENTENCE 3:
Lens C,",0.19,0.2,0.25,0.29
Ocean acidification occurs when excess carbon dioxide in the atmosphere causes the oceans to become acidic.,"The global ocean-atmosphere carbon dioxide system is becoming increasingly important to greenhouse gas policy.

LABEL:
The global ocean-atmosphere","The global ocean-atmosphere carbon dioxide system is becoming increasingly important to greenhouse gas policy.

LABEL:

SENTENCE 3:
",0.28,0.24,0.34,0.21
Lyme disease is caused by bacteria.,Lyme disease is an infection caused by a corkscrew-shaped bacterium known as a spirochete ( Borrelia burgdorferi ).,Lyme disease is an infection caused by a corkscrew-shaped bacterium known as a spirochete ( Borrelia burgdorferi ).,0.43,0.43,0.61,0.61
The the synapse is the space between a neuron and the next cell.,"The brain is made up of billions of neurons, each of which is made up of billions of synapses.

LABEL: entails

SENT","The synapse is a space between brain cells, or neurons, that allows chemical signals to be passed from one neuron to another.

LABEL: entails",0.11,0.32,0.09,0.24
