completion,generated_general_completion,generated_guided_completion,rouge_score_for_general_completion,rouge_score_for_guided_completion,bleurt_score_for_general_completion,bleurt_score_for_guided_completion
There is a British publication called the Sun.,"The Sun said Hall, who is the ex-wife of Rolling Stones guitarist Keith Richards, filed the papers in London on Thursday.

LABEL: 1","The Sun's exclusive report said Hall, who is the ex-wife of Rolling Stones guitarist Keith Richards, has filed papers in the High Court in London, where",0.12,0.11,0.2,0.22
He loved how peaceful the village was.,"He was of two minds, one reveled in the peace of this village.

LABEL: 1

SENTENCE 3:
He was","He was of two minds, one reveled in the peace of this village.

LABEL: 1

SENTENCE 3:
He was",0.31,0.31,0.28,0.28
The slopes between the Vosges and Rhine Valley are the only place appropriate for vineyards.,The vineyards hug the gentle slopes between the Vosges and the Rhine Valley along a single narrow 120-km (75-mile) strip that stretches,The vineyards hug the gentle slopes between the Vosges and the Rhine Valley along a single narrow 120-km (75-mile) strip that stretches,0.41,0.41,0.47,0.47
These deviations mostly involve failure to apply software updates in a timely manner.,"The federal CIOs are not the only ones who have been affected by the budget cuts.

LABEL: 2

SENTENCE 3:","We did not study the reasons for these deviations specifically, but they likely result from the context in which federal CIOs operate.

LABEL: 2",0.0,0.16,0.04,0.25
"Joan of Arc sacrificed her life at Rouen, which became an enduring symbol of opposition to tyranny.","Rouen is the ancient center of Normandy's thriving textile industry, and the place of Joan of Arc's martyrdom ' a national symbol of resistance to tyranny","The city of Rouen is the ancient center of Normandy's thriving textile industry, and the place of Joan of Arc's martyrdom ' a national symbol of resistance",0.32,0.22,0.61,0.56
Senior Executive's have been studies on various aspects to reach the expectations.,"Table 3: Examples of BLM's, FHWA's, IRS's, and VBA's Customer Satisfaction Expectations for Senior Executive Performance

LAB","Table 3: Examples of BLM's, FHWA's, IRS's, and VBA's Customer Satisfaction Expectations for Senior Executive Performance

LAB",0.12,0.12,0.37,0.37
It's impossible to have a plate hand-painted to your own design in Hong Kong.,"In Hong Kong you can have a plate, or even a whole dinner service, hand-painted to your own design.

INSTRUCTION:
Finish","In Hong Kong you can have a plate, or even a whole dinner service, hand-painted to your own design.

LABEL: 3

",0.47,0.47,0.43,0.49
Jewelry and duty-free shops are an interesting place to buy goods.,"The duty-free shops are located in the airport, and the goods are priced in US dollars.

LABEL: 2

SENTENCE 3","There are a number of expensive jewelry and other duty-free shops, all with goods priced in US dollars (duty-free goods must always be paid for in",0.3,0.3,0.21,0.42
Jobs never held onto an idea for long.,"The fact that Jobs has never really let this idea go is striking.

LABEL: 3

SENTENCE 3:
The fact that Jobs","The idea that Jobs has never let go is that he has never really let go of the idea that he is the most important person in the world.

",0.21,0.16,0.34,0.43
Democracies probably won't go to war unless someone attacks them on their soil,"The United States has been the most aggressive nation in the world for the past century.

LABEL: 1

SENTENCE 3:
The","The United States has been the most aggressive nation in the world in recent years.

LABEL: 1

SENTENCE 3:
The United",0.0,0.0,-0.01,0.08
"There is no information on the mentality of the man, extraordinary or not, contained within the thin-paged book. ","""I have read the book, and I have found it to be a most extraordinary book. It is a book of the most extraordinary mentality, and it is","""I have read the book, and I have found it to be a most extraordinary book. It is a book of the most extraordinary mentality. It is a",0.17,0.17,0.33,0.29
The military didn't pay for her education.,"yeah i mean just when uh the they military paid for her education

LABEL: 3

SENTENCE 3:
yeah i mean just when","yeah i mean just when uh the they military paid for her education

LABEL: 3

SENTENCE 3:
yeah i mean just when",0.33,0.33,0.4,0.4
These men filed their midterm exams from home. ,and uh they uh they uh they uh they uh they uh they uh they uh they uh they uh they uh they uh they uh they uh they uh they uh,and uh they uh they uh they uh they uh they uh they uh they uh they uh they uh they uh they uh they uh they uh they uh they uh,0.0,0.0,0.2,0.2
Not many couples with kids can save up for retirement.,"But you have to have money to save it, and not many couples with young children have the luxury of tucking away $2,000 apiece annually for their","But you have to have money to save it, and not many couples with young children have the luxury of tucking away $2,000 apiece annually for their",0.26,0.26,0.38,0.38
"They dodged the draft, I'll have you know.","and uh as a matter of fact he's a draft dodger

LABEL: 1

SENTENCE 3:
and uh as a matter","and uh as a matter of fact he's a draft dodger

LABEL: 1

SENTENCE 3:
and uh as a matter",0.07,0.07,0.31,0.31
Lincoln took his hat off.,"'The hat.' Lincoln removed his great hat, making a small show of dusting it off.

LABEL: 1

SENTENCE 3","'Publicity.' Lincoln removed his great hat, making a small show of dusting it off.

LABEL: 1

SENTENCE 3",0.33,0.35,0.28,0.3
The stock market can experience much worse damage. ,"The stock market is a place where people buy and sell stocks.

LABEL: 1

SENTENCE 3:
The stock market is a","The stock market is a place where people buy and sell stocks.

LABEL: 1

SENTENCE 3:
The stock market is a",0.21,0.21,0.3,0.3
Missouri was happy to continue it's planning efforts. ,"Missouri was asked to continue its planning efforts and file a supplemental planning report with LSC on or before October 1, 1999.

LABEL: 2","Missouri was asked to continue its planning efforts and file a supplemental planning report with LSC on or before October 1, 1999.

LABEL: 2",0.36,0.36,0.41,0.41
He had recently seen pictures depicting those things.,"He had seen pictures of such things since the silent movies run in some of the little art theaters.

LABEL: 3

SENTENCE 3","He hadn't seen even pictures of such things since the few silent movies run in some of the little art theaters.

LABEL: 3

S",0.32,0.24,0.36,0.3
"See, there is a well known hero here.","Look, there's a legend here.

LABEL: 1

SENTENCE 3:
Look, there's a legend here.

","Look, there's a legend here.

LABEL: 1

SENTENCE 3:
Look, there's a legend here.

",0.25,0.25,0.62,0.62
At the end of the fourth century was when baked goods flourished.,"The Celts were a people who had been in the area for a long time.

LABEL: 2

SENTENCE 3:
The","The Celts arrived in the wake of the Roman withdrawal at the end of the fourth century.

LABEL: 2

SENTENCE 3:",0.12,0.42,0.07,0.25
No one plays sports on the weekend.,"yeah and how about how about like on the weekends do you do sports or do you go out

LABEL: 3

SENTENCE 3:","yeah and how about like on the weekends do you do sports or do you go out

LABEL: 3

SENTENCE 3:
yeah",0.13,0.14,0.25,0.3
Harlem did a great job ,"Harlem was our first permanent office, he said. 

LABEL: 2

SENTENCE 3:
Harlem was our first permanent","Harlem was our first permanent office, he said. 

LABEL: 2

SENTENCE 3:
Harlem was our first permanent",0.09,0.09,0.38,0.38
The cushion will likely be spent in under two years.,"The disintermediating voters will find themselves playing the roles of budget analysts and tax wonks.

LABEL: 1

SENTENCE 3","The disintermediating voters will find themselves playing the roles of budget analysts and tax wonks.

LABEL: 1

SENTENCE 3",0.14,0.14,0.19,0.19
I am beyond proud.,"I am a fool.

LABEL: 1

SENTENCE 3:
I am a fool.

LABEL: 2

","Oh, what a fool I feel! 

LABEL: 3

SENTENCE 3:
Oh, what a fool I feel! ",0.22,0.1,0.52,0.62
She has chose to live a hollow life.,"She has exchanged a hollow life for a heightened life, and has tried to comprehend all its turns, get its possibilities.

LABEL: 3

","She has exchanged a hollow life for a heightened life, and has tried to comprehend all its turns, get its possibilities.

LABEL: 3

",0.32,0.32,0.42,0.42
"All invasions of privacy should be severely punished, because it will teach the criminals that it is not worth doing.", other thing is if privacy is something that you have to give up in order to be able to communicate with other people um and if privacy is something that you have, that's another thing um and um and um and um and um and um and um and um and um and um and um and um and um and um and,0.12,0.04,0.32,0.16
The medicine he had taken had worked well.,"He had never felt better.

LABEL: 2

SENTENCE 3:
He had never felt better.

LABEL: 3","He had never felt better.

LABEL: 2

SENTENCE 3:
He had never felt better.

LABEL: 3",0.25,0.25,0.54,0.54
New people chose to donate to the cause ,"The campaigns seem to reach a new pool of contributors.

LABEL: 1

SENTENCE 3:
The campaigns seem to reach a new","The campaigns seem to reach a new pool of contributors.

LABEL: 1

SENTENCE 3:
The campaigns seem to reach a new",0.14,0.14,0.3,0.3
Business intelligence industry is a new and promising field of study.,"The Data Warehousing Institute provides education and training in the data warehousing and business intelligence industry.

LABEL: 2

SENTENCE 3:","The Data Warehousing Institute provides education and training in the data warehousing and business intelligence industry.

LABEL: 2

SENTENCE 3:",0.19,0.19,0.16,0.16
The gross cost.,"the net cost of operations.

LABEL: 3

SENTENCE 3:
the net cost of operations.

LABEL: 4","the net cost of operations.

LABEL: 3

SENTENCE 3:
the net cost of operations.

LABEL: 4",0.21,0.21,0.55,0.55
Jim Lehrer has no credibility whatsoever.,"The credibility of Lehrer is a vital factor, and he does, indeed, have it.

LABEL: 3

SENTENCE 3:","The credibility of Jim Lehrer is a vital factor, and he does, indeed, have it.

LABEL: 3

SENTENCE 3",0.08,0.16,0.33,0.41
Tuppence floated into the air.,"Tuppence rose.

LABEL: 2

SENTENCE 3:
Tuppence rose.

LABEL: 3

","Tuppence rose.

LABEL: 2

SENTENCE 3:
Tuppence rose.

LABEL: 3

",0.13,0.13,0.44,0.44
Jamus looked over the mare.,"Jamus looked over the broken mare.

LABEL: 1

SENTENCE 3:
Jamus looked over the broken mare.","Jamus looked over the broken mare.

LABEL: 1

SENTENCE 3:
Jamus looked over the broken mare.",0.48,0.48,0.68,0.68
There's nothing worth seeing in the tourist offices.,"Even if you're the kind of traveler who likes to improvise and be adventurous, don't turn your nose up at the tourist offices.

LABEL","Even if you're the kind of traveler who likes to improvise and be adventurous, don't turn your nose up at the tourist offices.

LABEL",0.17,0.17,0.32,0.32
Changes were made to the Grant Renewal Application to provide extra information to the LSC.,"The OIM also revised the electronic Grant Renewal Application to accommodate new information sought by LSC and to ensure greater ease for users.

LABEL:","The OIM also revised the electronic Grant Renewal Application to accommodate new information sought by LSC and to ensure greater ease for users.

LABEL:",0.36,0.36,0.52,0.52
This building job will be very difficult to complete.,"'The task of engineering and building is nearly impossible.'

LABEL: 1

SENTENCE 3:
'The task of engineering and building","'The task of engineering and building is a task of engineering and building.'

LABEL: 1

SENTENCE 3:
'The task",0.07,0.07,0.44,0.29
Poirot did not look at me.,"Still, it would be interesting to know. 109 Poirot looked at me very earnestly, and again shook his head. 

LABEL:","Still, it would be interesting to know. 109 Poirot looked at me very earnestly, and again shook his head.

LABEL: 3",0.23,0.22,0.28,0.29
"I want you to follow him, so watch for the signal that I give.","I'll take up my stand somewhere near, and when he comes out of the building I'll drop a handkerchief or something, and off you go!""","I'll take up my stand somewhere near, and when he comes out of the building I'll drop a handkerchief or something, and off you go!""",0.15,0.15,0.36,0.36
 Cook's American Business Alliance caused shares of stock to come back.,"The stock is worthless, but the options are worth something.

LABEL: 3

SENTENCE 3:
The options are worthless, but","There are no shares of a stock that might someday come back, just piles of options as worthless as those shares of Cook's American Business Alliance.

LAB",0.06,0.25,0.3,0.42
I was dreadfully worried about many things. ,"I was very glad to see my ulster lying carelessly over the back of a chair.

LABEL: 3

SENTENCE 3:","I was very glad to see my ulster lying carelessly over the back of a chair.

LABEL: 3

SENTENCE 3:",0.15,0.15,0.19,0.19
I yelled at the top of my lungs.,"I asked in a low voice, with some curiosity.                     ","I asked in a low voice, with some curiosity. 

LABEL: 3

SENTENCE 3:
I asked in a low voice",0.12,0.07,0.35,0.44
"Women's bodies belong to themselves, they should decide what to do with it. ","Isn't a woman's body her most personal property?

LABEL: 2

SENTENCE 3:
Isn't a woman's body her","Isn't a woman's body her most personal property?

LABEL: 2

SENTENCE 3:
Isn't a woman's body her",0.06,0.06,0.36,0.36
You can sub it even if you do not want to get your hands on it.,that you can actually go out and sub it if even if you don't wanna get hands on you can even just sub it out the concrete and those kind of,"SENTENCE 2:
i'm gonna go out and sub it out the concrete and those kind of things and and that's kind of the plan i have",0.46,0.09,0.49,0.31
What was unique?,"What changed?

LABEL: 2

SENTENCE 3:
What changed?

LABEL: 3

SENTENCE 4","What changed?

LABEL: 2

SENTENCE 3:
What changed?

LABEL: 3

SENTENCE 4",0.13,0.13,0.53,0.53
I know because I learned it growing up,"
oh i don't know either the other growing up all i knew was

LABEL: 3

SENTENCE 3:

oh i","
LABEL: 3

SENTENCE 3:

LABEL: 4

SENTENCE 4:

LABEL: 5
",0.29,0.0,0.36,0.29
Whole life policies are a type of life insurance that only cover the insured person until retirement from the workforce.,"INCOME TAXES - Taxes on income earned by an individual or a business.

LABEL: 3

SENTENCE 3:
","
WHOLE LIFE POLICIES - Policies that provide insurance over the insured's entire life and the proceeds (face amount) are paid only upon death of the",0.06,0.31,0.1,0.46
Justice Kennedy doesn't care if the Supreme Court Reporters from 1790 to 1998 are thrown away.,"Justice Kennedy does not care what law librarians across the country do with all the Supreme Court Reporters from 1790 through 1998.

LABEL:","Justice Kennedy does not care what law librarians across the country do with all the Supreme Court Reporters from 1790 through 1998.

LABEL:",0.5,0.5,0.43,0.43
The whole countryside is scattered with small villages. ,"The entire city was surrounded by open countryside with a scattering of small villages.

LABEL: 1

SENTENCE 3:
The entire city","The city was surrounded by open countryside with a scattering of small villages.

LABEL: 1

SENTENCE 3:
The city was surrounded",0.34,0.34,0.4,0.44
I just can't make the time because of my job.,"substitute my my yeah my kid'll do uh four or five hours this week for me no problem

LABEL: 2

SENTENCE","substitute my my yeah my kid'll do uh four or five hours this week for me no problem

LABEL: 2

SENTENCE",0.06,0.06,0.19,0.19
The weird thing is that Iraq was never interested in that place until now.,"and it's actually there well Iraq has had uh designs on that place since nineteen twenty two so you know it wasn't like something that just suddenly popped up
",and uh the uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh,0.13,0.04,0.44,0.16
The final rule had a federalism assessment that was added through executive order by the President.,"The final rule contains a Federalism Assessment under Executive Order

LABEL: 2

SENTENCE 3:
The final rule contains a Federalism","The final rule contains a Federalism Assessment under Executive Order

LABEL: 2

SENTENCE 3:
The final rule contains a Federalism",0.5,0.5,0.46,0.46
"Prototyping is not important, testing with the actual finished product is better.","Prototyping, for example, may act as part of the requirements definition process, helping the agency identify and control areas of high uncertainty and technical risk.
","Prototyping, for example, may act as part of the requirements definition process, helping the agency identify and control areas of high uncertainty and technical risk.
",0.11,0.11,0.32,0.32
France was ruled by Napoleon's nephew after they won a revolution in 1848.,"The regime's response of ferocious repression plus numerous other ineptitudes led to a third revolution in 1848, with the Bonapartists, led by Napoleon's","The regime's response of ferocious repression plus numerous other ineptitudes led to a third revolution in 1848, with the Bonapartists, led by Napoleon's",0.26,0.26,0.33,0.33
Bars and restaurants are interesting places.,"The boats are in daily use.

LABEL: 2

SENTENCE 3:
The boats lie within feet of the fashionable bars and restaurants","Boats in daily use lie within feet of the fashionable bars and restaurants.

LABEL: 2

SENTENCE 3:
Boats in",0.22,0.24,0.39,0.25
They were able to be home rather than having to worry about getting child care.,and so i guess my experience is is just with what we did and and so they didn't really go through the child care route they were able to be home,"and so they didn't really go through the child care route they were able to be home together

LABEL: 1

SENTENCE 3:",0.26,0.32,0.46,0.27
Creating risk reduction efforts is common practice.,"DOD's common practice for managing this environment has been to create aggressive risk reduction efforts in its programs.

LABEL: 1

SENTENCE","The DOD's common practice for managing this environment has been to create aggressive risk reduction efforts in its programs.

LABEL: 1

SENTENCE",0.21,0.2,0.27,0.28
He ran like an athlete.," Then he ran.

LABEL: 2

SENTENCE 3:
 Then he ran.

LABEL: 3

SENT"," He ran.

LABEL: 2

SENTENCE 3:
 He ran.

LABEL: 3

SENTENCE 4",0.22,0.24,0.54,0.56
I found out about so many movies I had never heard of.,"you sound like this girl that i talked to about books and we got into movies one night

LABEL: 2

SENTENCE 3:
","i was thinking about you the other day

LABEL: 2

SENTENCE 3:
i was thinking about you the other day

",0.18,0.19,0.21,0.51
The United States has no power to use.,"the United States should have used full conventional power.

LABEL: 3

SENTENCE 3:
the United States should have used full conventional","if the United States had used full conventional power.

LABEL: 3

SENTENCE 3:
if the United States had used full conventional",0.28,0.28,0.45,0.4
Really? No kidding! ,"yeah really no kidding

LABEL: 1

SENTENCE 3:
yeah really no kidding

LABEL: 2

SENT","
LABEL: 1

SENTENCE 3:

LABEL: 2

SENTENCE 4:

LABEL: 3
",0.33,0.0,0.54,0.26
The setting is better to visit at sundown or during low season.,"The sun sets at sundown or out of season.

LABEL: 1

SENTENCE 3:
The sun sets at sundown or","The sun sets at sundown or out of season.

LABEL: 1

SENTENCE 3:
The sun sets at sundown or",0.32,0.32,0.38,0.38
Gingrich should not be in power.,"In a further role reversal, Gingrich may have positioned himself to fill it.

LABEL: 2

SENTENCE 3:
In a further","In a further role reversal, Gingrich may have positioned himself to fill it.

LABEL: 2

SENTENCE 3:
In a further",0.15,0.15,0.23,0.23
The islands are part of France now instead of just colonies.,"The French government has decided to build a new bridge across the Strait of Gibraltar.

LABEL: 1

SENTENCE 3:
The French","The French government has decided to build a new bridge across the Strait of Gibraltar.

LABEL: 1

SENTENCE 3:
The French",0.12,0.12,0.14,0.14
BLM's performance plans are visible online.,"(For more information on BLM's senior executive performance plans, see app.

LABEL: 1

SENTENCE 3:
(For more","(For more information on BLM's senior executive performance plans, see app.

LABEL: 1

SENTENCE 3:
(For more",0.32,0.32,0.32,0.32
Some kids do understand gay signals.,"While parents may pick up this gay semaphore, kids aren't likely to.

LABEL: 2

SENTENCE 3:
While","While parents may pick up this gay semaphore, kids aren't likely to.

LABEL: 2

SENTENCE 3:
While",0.08,0.08,0.23,0.23
Nation officials in Chicago are involved in religious issues.,"The Chicago edicts were issued in response to a rash of anti-Semitic incidents in the city.

LABEL: 1

SENTENCE 3","The Chicago officials also ordered the city’s Jewish community to stop using the word “Zionist” in its name.

LABEL",0.13,0.14,0.19,0.19
America's opinion on Saddam would also worsen.,"Saddam could emerge strengthened (and America tarnished) in the eyes of the Arab world.

LABEL: 2

SENTENCE 3","Saddam could emerge strengthened (and America tarnished) in the eyes of the Arab world.

LABEL: 2

SENTENCE 3",0.08,0.08,0.28,0.28
The gate to the Hippodrome is an example of the architect's skill.,"The Hippodrome is a large open space, with a central courtyard.

LABEL: 1

SENTENCE 3:
The courtyard is","The courtyard is a large space, with a fountain in the centre.

LABEL: 1

SENTENCE 3:
The fountain is a",0.26,0.18,0.22,0.17
There isn't anything left to do. ,"The fire was still burning, and the ashes were still there. 

LABEL: 1

SENTENCE 3:
The fire was still","There is nothing more to be done here, I think, unless, he stared earnestly and long at the dead ashes in the grate.

LABEL",0.08,0.13,0.25,0.28
The legislature was instrumental in effecting changes to the benefit program.,"The legislature was instrumental in effecting changes to the state's benefit programs through provisions in several pieces of legislation.

LABEL: 1

SENT","The legislature was instrumental in effecting changes to the state's benefit programs through provisions in several pieces of legislation.

LABEL: 1

SENT",0.59,0.59,0.58,0.58
An actor is judged solely on quality of performance.,"Perhaps all we can say of great acting is that it involves assimilation rather than accumulation, that the performer isn't so much a surrogate as a vessel.
","Perhaps all we can say of great acting is that it involves assimilation rather than accumulation, that the performer isn't so much a surrogate as a vessel.
",0.05,0.05,0.37,0.37
Most rock concerts take place in the Sultan's Pool amphitheatre.,"The Sultan's Pool, a vast outdoor amphitheatre, stages rock concerts or other big-name events.

LABEL: 2

SENT","The Sultan's Pool, a vast outdoor amphitheatre, stages rock concerts or other big-name events.

LABEL: 2

SENT",0.33,0.33,0.36,0.36
The entire Minoan civilization was destroyed by a volcanic eruption.,"The Minoans were the first people to use the wheel.

LABEL: 1

SENTENCE 3:
The Minoans were","The eruption of Santorini was the largest volcanic eruption in the history of the Mediterranean.

LABEL: 1

SENTENCE 3:
",0.07,0.28,0.19,0.16
Julius made a groaning sound.,"The great thing is to keep calm."" Julius groaned.

LABEL: 1

SENTENCE 3:
The great thing is to keep","The great thing is to keep calm."" Julius groaned.

LABEL: 1

SENTENCE 3:
The great thing is to keep",0.08,0.08,0.39,0.39
