completion,generated_general_completion,generated_guided_completion,rouge_score_for_general_completion,rouge_score_for_guided_completion,bleurt_score_for_general_completion,bleurt_score_for_guided_completion
The Berlin Wall was torn down in 1989.," Eastern Europe.

SENTENCE 2:
The fall of the Berlin Wall in 1989 was a watershed moment in the history of the Cold War.
"," as the first shot in the Cold War's final battle.

SENTENCE 2:
The day the Berlin Wall fell and the world changed forever.",0.32,0.19,0.4,0.3
"Valero Energy Corp. produces 250,000 barrels per day.","The company said it was working to restore the refinery to full production.

LABEL: 1

SENTENCE 1:
The company said","The company said it was working to restore the refinery to full production.

LABEL: 1

SENTENCE 1:
The company said",0.0,0.0,0.24,0.24
Oil prices rise.,"Oil prices fall back as Yukos oil threat lifted

LABEL: 2

SENTENCE 1:
Oil prices fall back as Yuk","Oil prices fall back as Yukos oil threat lifted

LABEL: 1

SENTENCE 1:
Oil prices fall back as Yuk",0.18,0.18,0.37,0.39
"The quarterback threw for 413 yards and three touchdowns, and then ran to the end zone two more times.","Brohm, who had a career-high five interceptions, was sacked four times.

LABEL: 2

SENTENCE 1:","Brian Brohm, the Louisville quarterback, threw for 368 yards and five touchdowns as the Cardinals beat visiting Oregon State 63-27.

LABEL: 2",0.06,0.38,0.2,0.33
Greg Page was a WBA champion.," round.

SENTENCE 2:
Page, who was born in the UK, was a former heavyweight boxing champion who suffered a severe brain injury"," fight in which he was knocked out by American Michael Moorer.

SENTENCE 2:
Greg Page, a former heavyweight boxing champion who suffered",0.29,0.29,0.21,0.26
"Sierra once reached the finals of ""American Idol""."," from.

SENTENCE 2:
Sierra is likely to remain in jail at the Hillsborough County jail in her native Tampa until her next hearing"," in Tampa.

SENTENCE 2:
Sierra is likely to remain in jail at the Hillsborough County jail in her native Tampa until her next",0.13,0.13,0.15,0.24
In the early 1990s Brazil began to take action to save the rainforest.,"The government has also taken steps to reduce the destruction of the Amazon rainforest, including stepped-up enforcement and the elimination of tax incentives that led to large-","The government has also taken steps to reduce deforestation, including stepped-up enforcement and the elimination of tax incentives that led to large-scale land clearing.",0.2,0.15,0.22,0.32
Sepp Blatter is the president of FIFA.," the correct label for the following sentence.

SENTENCE 1:
FIFA has received 11 bids to host the 2018 and 2022 FIFA World Cup"," and the Netherlands, and from Canada, Mexico and the United States.

SENTENCE 2:
FIFA has received 11 bids to host the 2018",0.13,0.14,0.24,0.07
"Crude the light American lowered to the closing 1.32 dollars, to 42.83 dollars the barrel.","U.S. crude settled $1.32 lower at $42.83 a barrel.

LABEL: 2

EXAMPLE:
Finish","U.S. crude settled $1.32 lower at $42.83 a barrel.

LABEL: 1

SENTENCE 1:",0.36,0.36,0.32,0.37
In 2002 near Stuttgart a boy shot 16 people.,"age.

SENTENCE 2:
The gunman, who was not identified, was a 17-year-old German-Iranian who had"," in 1996, reeling.

SENTENCE 2:
WINNENDEN, Germany ―A teenage gunman killed 15 people, most of them",0.07,0.24,0.11,0.34
Everglades National Park is located in Florida.,"Talisman Energy Inc. is selling its holdings in Palm Beach and Hendry counties, which Vice President Al Gore announced with much fanfare last year at the 50","The sale of Talisman's holdings in Palm Beach and Hendry counties is expected to generate $1.5 billion for the state.

LABEL:",0.12,0.07,0.15,0.07
Rabies is fatal in humans.,"Rabies virus is a member of the genus Lyssavirus, family Rhabdoviridae.

LABEL: 1

SENTENCE","Rabies virus infects the central nervous system, causing encephalopathy and ultimately death. Early symptoms of rabies in humans are nonspecific, consisting of fever",0.21,0.21,0.11,0.47
PM often entered markets with both cigarettes and food.,"American tobacco companies were showing a profit most quarters due to export sales of cigarettes and diversification of products sold including food.

LABEL: 2

","American tobacco companies were showing a profit most quarters due to export sales of cigarettes and diversification of products sold including food.

LABEL: 1

",0.18,0.18,0.32,0.31
"Humans existed 10,000 years ago.","The development of agriculture by early humans, roughly 10,000 years ago, was also harmful to many natural ecosystems as they were systematically destroyed and replaced with artificial versions","The development of agriculture by early humans, roughly 10,000 years ago, was also harmful to many natural ecosystems as they were systematically destroyed and replaced with artificial versions",0.29,0.29,0.33,0.33
Pibul was a young leader.,"The two young leaders of the coup, Pibul Songgram and Pridi Phanomyang, both educated in Europe and influenced by Western ideas, came","The two young leaders of the coup, Pibul Songgram and Pridi Phanomyang, both educated in Europe and influenced by Western ideas, came",0.07,0.07,0.28,0.28
"Lin Piao wrote the ""Little Red Book"".","Lin Piao was the creator of Mao's ""Little Red Book"" of quotations.

LABEL: 1

SENTENCE 1:
Lin","Lin Piao, after all, was the creator of Mao's ""Little Red Book"" of quotations.

LABEL: 0

SENTENCE",0.48,0.48,0.33,0.33
Bacteria is winning the war against antibiotics.,"The bacteria that survive the antibiotic treatment are more likely to be resistant to the next round of antibiotics.

LABEL: 2

SENTENCE 1","When patients interrupt a course of antibiotics, the surviving bacteria return with a vengeance, often having rapidly mutated to resist the therapy.

LABEL: 2
",0.2,0.13,0.25,0.29
The introduction of the euro has been opposed.,"The Bundesbank was forced to accept the euro because of the political pressure of the capitalist politicians who supported its introduction.

LABEL: 1

S",Initially the Bundesbank opposed the introduction of the euro but was compelled to accept it in light of the political pressure of the capitalist politicians who supported its introduction.,0.19,0.27,0.2,0.43
Three rebels were killed by government troops.,"The rebels also suffered casualties in the clashes, the committee said.

LABEL: 1

SENTENCE 1:
The Armed Forces Press Committee","The Armed Forces Press Committee (COPREFA) admitted that the government troops sustained 11 casualties in these clashes, adding that they inflicted three casualties on the rebels.",0.07,0.12,0.24,0.45
Drug legalization has benefits.,"The economic benefits of legalizing marijuana are clear, but the social costs are not.

LABEL: 1

SENTENCE 1:
The","One economic study will not be the basis of Canada's public policy decisions, but Easton's research does conclusively show that there are economic benefits in the legal",0.09,0.06,0.08,0.22
30 beautifully preserved mummies have been located in the south of Cairo.,"ummies, the team also found a number of artifacts including pottery, jewelry, and a number of wooden coffins.

SENTENCE 2:"," Pyramids.

SENTENCE 2:
Archaeologists have found approximately 30 beautifully preserved mummies in a 4,000 year old Egyptian",0.12,0.33,0.04,0.41
Aspirin prevents gastrointestinal bleeding.,"Gastrointestinal bleeding can happen as an adverse effect of non-steroidal anti-inflammatory drugs such as aspirin or ibuprofen.

LABEL","Gastrointestinal bleeding can happen as an adverse effect of non-steroidal anti-inflammatory drugs such as aspirin or ibuprofen.

LABEL",0.17,0.17,0.33,0.33
Hooper is a citizen of Portland.,"Hooper was a frequent visitor to the company's headquarters in South Portland, where he was known to be a friendly and outgoing person.

LABEL:","Hooper was a ""very good salesman,"" Vance said.

LABEL: 2

SENTENCE 1:
Hooper was a",0.19,0.19,0.21,0.21
Cyprus was divided into two parts on May 1.,"Cyprus, divided or not, joins the EU on the 1st of May.

LABEL: 2

SENTENCE 1:
Cy","Cyprus, divided or not, joins the EU on the 1st of May.

LABEL: 0

SENTENCE 1:
Cy",0.38,0.38,0.24,0.25
North Korea says it has a stockpile of nuclear weapons and is building more.,"North Korea will not quit the six-party nuclear disarmament talks, but will bolster its nuclear weapons arsenal.

LABEL: 2

S","World leaders expressed concern on Thursday that North Korea will quit six-party nuclear disarmament talks and will  bolster its nuclear weapons arsenal.

LAB",0.23,0.21,0.31,0.31
Gbagbo is a competitor of Ouattara.,"The laws also concern nationality, a contentious issue since citizenship laws were tightened to exclude one of Gbagbo's main competitors from the 2000 presidential race, former","The laws also concern nationality, a contentious issue since citizenship laws were tightened to exclude one of Gbagbo's main competitors from the 2000 presidential race, former",0.12,0.12,0.22,0.22
Mohandas received the Nobel Prize in 1989.,"Gandhi was nominated for the Nobel Peace Prize five times.

LABEL: 2

SENTENCE 1:
Mohandas Karam","Mohandas Karamchand Gandhi was nominated for the Nobel Peace Prize five times between 1937 and 1948.

LABEL: 2

The task",0.26,0.3,0.31,0.14
It seems unlikely that there will be a coalition between Gerhard Schroeder's Social Democrats and Angela Merkel's Christian Democratic Union.,"The Christian Democrats (CDU) won 35.2% of the vote, or 225 seats, against 34.3% for Chancellor Gerhard Schroeder","The Christian Democrats (CDU) won 35.2% of the vote, or 225 seats, against 34.3% for Chancellor Gerhard Schroeder",0.1,0.1,0.3,0.3
King Edward VIII abdicated in December 1936.,"Edward VIII was the King of England from January 1936 to December 1936.

LABEL: 1

SENTENCE 1:
Edward VIII became King","Edward VIII became King in January of 1936 and abdicated in December.

LABEL: 1

SENTENCE 1:
Edward VIII became",0.29,0.38,0.39,0.28
Stephen Grosz is the British lawyer of David Hicks.,"The Government's refusal to grant citizenship to Mr Hicks is unlawful and must be quashed.""

SENTENCE 2:
The British Government's refusal to"," to refuse citizenship to a British citizen who is not a British subject"".

SENTENCE 2:
Australian Guantanamo Bay detainee David Hicks",0.18,0.27,0.25,0.15
Marine vegetation is  harvested.,"Rockweed is harvested from the intertidal zone and is used as a food source for humans and animals.

LABEL: 1

SENT","Rockweed has been harvested commercially in Nova Scotia since the late 1950's and is currently the most important commercial seaweed in Atlantic Canada.

LABEL:",0.16,0.07,0.27,0.25
Musharraf has ordered rioters to take firm action against security forces.,"old leader was killed.

SENTENCE 2:
Pakistan President Pervez Musharraf has ordered security forces to take firm action against rioters"," curfew has been imposed in the capital and other major cities.

SENTENCE 2:
Pakistan President Pervez Musharraf has ordered security",0.52,0.26,0.48,0.38
Michael Bloomberg is the mayor of New York.," Yale University, a leading expert on obesity, said in the article that a tax of $1 per liter on sugary drinks would raise $1.2 billion"," R. Frieden, said the tax would be a ""game changer"" in the fight against obesity and diabetes.

SENTENCE 2:
",0.12,0.07,0.25,0.1
"Officials said that the suspect, a Finnish citizen, was among the dead.","The suspect was a Finnish man who was among the dead.

LABEL: 1

SENTENCE 1:
The suspect was a Finnish man","The Finnish suspect was among the dead but did not provide a motive for the attack.

LABEL: 0

SENTENCE 1:
Offic",0.48,0.36,0.57,0.34
The military protection zone around Falklands was lifted.,"Britain will not lift the zone until Argentina has withdrawn its troops from the islands.

LABEL: 1

SENTENCE 1:
Brit","Britain agreed to lift by March 31 a 150-mile military protection zone enforced around the islands since Argentina invaded them in 1982.

LABEL: 0",0.14,0.24,0.18,0.31
An Indonesian ferry with 300 passengers sank.,"th are the days with the highest waves in the waters of the Java Sea.""

SENTENCE 2:
The ferry owner PT Nur Budi",".

SENTENCE 2:
The ferry owner PT Nur Budi's spokesman blamed Indonesian port authorities for the tragedy. ""The passenger capacity of",0.07,0.07,0.15,0.14
The riots in Greece started on December 6.," group of anarchists threw stones and Molotov cocktails at the police.

SENTENCE 2:
The clashes between anarchists and police took"," and police.

SENTENCE 2:
Tension and battles between Greek police and anarchist demonstrators took place in the centre of Athens, Greece",0.07,0.14,0.16,0.3
One case involved the extradition of Libyan suspects in the Pan Am Lockerbie bombing.,"The US and Britain have been accused of trying to force Libya to hand over suspects in the Lockerbie bombing.

LABEL: 1

S",The Libyan government has accused Britain and the United States of trying to extradite Libyans charged with blowing up a Pan Am jet over Lockerbie in,0.38,0.3,0.3,0.43
Argentina sought UK expertise on privatization and agriculture.,"Britain has been a major investor in Argentina.

LABEL: 2

SENTENCE 1:
Argentina sought help from Britain on","Argentina sought help from Britain on its privatization program and encouraged British investment.

LABEL: 2

SENTENCE 1:
The",0.23,0.38,0.27,0.22
Garry Breitkreuz is a member of the Conservative Party.," MP's have stated that they will not be supporting the bill.

SENTENCE 2:
""Instead of action on crime, we got the federal",", the government has not announced any plans to repeal the long gun registry.""

SENTENCE 2:
""Instead of action on crime, we got",0.12,0.06,0.02,0.04
"At the age of one year, male mice were fed with a diet in which 60 percent of calories came from fat.","EL:
The researchers in the latest study fed one group of mice a diet in which 60 percent of calories came from fat. The diet started when the mice",".

SENTENCE 2:
The researchers in the latest study fed one group of mice a diet in which 60 percent of calories came from fat.",0.55,0.61,0.48,0.56
The soldiers were driving a civilian car and were dressed in civilian clothes when a shooting took place between them and Iraqi patrols.,"The soldiers, who were said to have been wearing Arab headdress, were accused of firing at Iraqi police when stopped at a road block.

LAB","The soldiers, who were said to have been wearing Arab headdress, were accused of firing at Iraqi police when stopped at a road block.

LAB",0.25,0.25,0.38,0.38
"U.N. weapons inspectors could stay in Iraq, Clinton said.","The United States would like to see U.N. weapons inspectors return to Iraq providing the Iraqis take concrete, affirmative and demonstrable actions ""to show","The United States would like to see U.N. weapons inspectors return to Iraq providing the Iraqis take concrete, affirmative and demonstrable actions ""to show",0.29,0.29,0.25,0.25
A patrol car was attacked by the San Carlos Battalion.,"On 12 August, the San Carlos Battalion came across mines placed in their path and one soldier was killed while two were seriously injured. Meanwhile on 10 August, urban",":
On 12 August, the San Carlos Battalion came across mines placed in their path and one soldier was killed while two were seriously injured. Meanwhile on 10 August",0.21,0.21,0.27,0.35
Bomb-sniffing dogs were estimated at Rodriguez's Mulberry St. apartment.,"The dogs alerted to the presence of explosives.

LABEL: 2

SENTENCE 1:
The dogs alerted to the presence of explosives.","The dogs alerted to the presence of explosives.

LABEL: 2

SENTENCE 1:
The dogs were brought to Rodriguez's Mulberry",0.06,0.32,0.43,0.39
Male fertility may be affected by use of a mobile phones.,"The study, published in the journal Human Reproduction, found that men who used a mobile phone for more than an hour a day had a 30% lower sperm","A new study has found that mobile phones may reduce a man's sperm count by up to 30%.

LABEL: 1

SENTENCE 1",0.1,0.18,0.44,0.33
Lufthansa Technik Automotive fires 30 workers.," but wants to reduce the number of workers on the shop floor.

SENTENCE 2:
The company is seeking to reduce the number of workers on",".

SENTENCE 2:
Workers at the Lufthansa Technik Automotive plant in Co Dublin are due to vote today on",0.06,0.25,0.36,0.23
GATT was formed in 1947.,"The agreement is a major step toward the creation of a single global market and a single global economy.

LABEL: 2

SENTENCE 1","The agreement, which is the largest trade pact in history, is a landmark in the globalization of the world economy.

LABEL: 2

",0.0,0.07,0.06,0.17
Cheney cursed at Sen. Patrick Leahy.,"Cheney's outburst came after Leahy, the Senate Judiciary Committee chairman, accused the vice president of lying about the administration's warrantless wiretapping program",Vice President Dick Cheney on Tuesday hurled an obscenity on the Senate floor to punctuate an angry exchange with Vermont Sen. Patrick Leahy as,0.13,0.27,0.31,0.31
In the May 2005 general election Conservatives got 33 seats.,"The Conservatives were the largest party in the House of Commons, but did not have a majority.

LABEL: 2

SENTENCE 1:","The Conservatives were the largest party in the House of Commons, but were unable to form a government.

LABEL: 2

SENTENCE 1",0.13,0.13,0.07,0.06
Dagbladet is a Norwegian newspaper.,The Norwegian Newspaper Corpus is a large and self-expanding corpus of Norwegian newspaper texts. The collection of this dynamic and continually growing corpus began in 1998,The Norwegian Newspaper Corpus is a large and self-expanding corpus of Norwegian newspaper texts. The collection of this dynamic and continually growing corpus began in 1998,0.25,0.25,0.38,0.38
"Formerly ( until 1949 ) Batavia, Jakarta is largest city and capital of Indonesia.","The Dutch, who ruled Indonesia until 1949, called the city of Jakarta Batavia.

LABEL: 2

SENTENCE 1:
","The Dutch, who ruled Indonesia until 1949, called the city of Jakarta Batavia.

LABEL: 1

SENTENCE 1:
",0.28,0.28,0.2,0.22
James Bond was created by Ian Fleming.,") written by Ian Fleming in 1964. The story was originally published in the short story collection ""For Your Eyes Only"".

SENTENCE 2:
"," film was chosen by the producers to reflect the darker tone of the film.

SENTENCE 2:
The name for the newest James Bond film has",0.21,0.12,0.2,0.26
Obesity is medically treated.,"The gastric bypass operation is a surgical procedure that is used to treat obesity.

LABEL: 1

SENTENCE 1:
The gastric bypass","The gastric bypass operation, also known as stomach stapling, has become the most common surgical procedure for treating obesity.

LABEL: 0

S",0.08,0.08,0.41,0.25
U.S. consumer spending dived in June.,"The cost of the consumer of the United States rose in June.

LABEL: 2

SENTENCE 1:
The cost of the consumer","The cost of the consumer of the United States fell in June.

LABEL: 2

SENTENCE 1:
The cost of the consumer",0.21,0.21,0.38,0.42
Some Australians have fasted to protest.," trial.

SENTENCE 2:
The former leader of Iraq was rushed to hospital last Sunday after refusing to eat for sixteen days. But according to"," other prisoners in the court.

SENTENCE 2:
The former leader of Iraq was rushed to hospital last Sunday after refusing to eat for sixteen days",0.07,0.06,0.06,0.18
Sonia Gandhi is defeated by BJP.,"BJP will win the next elections in India.

LABEL: 2

SENTENCE 1:
Sonia Gandhi can be defeated in the","Sonia Gandhi can be defeated in the next elections in India by BJP.

LABEL: 1

SENTENCE 1:
Sonia Gandhi",0.24,0.4,0.37,0.52
"Palestinian leader, Mahmoud Abbas, may be someone Israel can talk with.","Israeli Prime Minister Ariel Sharon has said that Mahmoud Abbas is a man that Israel can do business with.

LABEL: 1

","Israeli Prime Minister Ariel Sharon has said that Mahmoud Abbas is a man that Israel can do business with.

LABEL: 0

",0.31,0.31,0.47,0.51
Hugh Jackman plays the role of Wolverine in the movie.,".am,  Daniel Dae Kim, and Kevin Durand.

SENTENCE 2:
The Tempe Hometown Premiere will have all",", Halle Berry, and Daniel Craig.

SENTENCE 2:
The Tempe Hometown Premiere will have all the trappings of a",0.08,0.14,0.07,0.01
A member of the opposition was injured in a car bomb attack in Beirut.,"The bomb was blamed on the militant group Hezbollah, which is backed by Iran.

LABEL: 1

SENTENCE 1:
In","The government blamed the attack on the opposition, and the opposition accused the government of being behind the attack.

LABEL: 1

SENTENCE",0.18,0.17,0.09,0.13
skin cancer numbers increase.,"The studies showed no link between sunscreen use and melanoma.

LABEL: 2

SENTENCE 1:
Weinstock painst","Weinstock painstakingly reviewed dozens of studies for evidence of any link between sunscreen use and either an increase or decrease in melanoma.

",0.0,0.08,0.08,0.16
Robots are used to find missing victims.,"Robots can be used to search for survivors in collapsed buildings.

LABEL: 1

SENTENCE 1:
The idea of robots taking","Robots are being developed to help with search and rescue missions.

LABEL: 1

SENTENCE 1:
The first step in the",0.22,0.22,0.32,0.22
Charlton Heston was born in Illinois.,"He was cast in the title role of the epic film The Ten Commandments, which was released in 1956.

LABEL: 1

SENT","He was a 27-year-old actor from Broadway and television when he arrived in Hollywood for a five-picture contract with Hal Wallis.

LAB",0.14,0.13,0.07,0.22
Babe Ruth hit 60 home runs in his lifetime.,"Maris broke Ruth's record in 1961.

LABEL: 2

SENTENCE 1:
Ruth's 1927 single season record of 60","Ruth's 1927 single season record of 60 home runs stood unsurpassed until Roger Maris hit 61 in 1961.

LABEL: 0

",0.14,0.33,0.17,0.14
Maglev is commercially used.,"The Shanghai maglev line is the world's fastest commercial train, reaching a top speed of 431 km/h.

LABEL: 1

S","The German technology was employed to build Shanghai's existing maglev line, the first in the world to be used commercially.

LABEL: 0

",0.15,0.15,0.21,0.25
Clay Roueche is 33 years old.," long prison term.

SENTENCE 2:
Roueche, who was arrested in Seattle in January, pleaded guilty to conspiracy to smuggle"," conspiracy were the reasons for the long sentence.

SENTENCE 2:
SEATTLE — United Nations gang leader Clay Roueche should spend at",0.08,0.15,0.15,0.22
Tom Baker works for BT.," that the new voice will be available to all customers by the end of the year.

SENTENCE 2:
The new voice will be available to"," the data and create the new voice.

SENTENCE 2:
Baker's voice will replace the earlier computer-synthesized voice that was previously",0.0,0.07,0.33,0.31
Nobel Peace Prize candidates have been chosen.,The Norwegian Nobel Committee is responsible for the selection of the candidates and the choice of Prize Winners for the Peace Prize. The Committee is composed of five members appointed,"
SENTENCE 2:
The Norwegian Nobel Committee is responsible for the selection of the candidates and the choice of Prize Winners for the Peace Prize. The",0.16,0.19,0.5,0.28
"Dead dolphins, turtles and whales have been found on African beaches.","The cause of the deaths is not yet known.

LABEL: 1

SENTENCE 1:
The cause of the deaths is not yet","More than 150 dolphins, marine turtles and beaked whales have been washed up dead on beaches in Africa.

LABEL: 0

S",0.0,0.5,0.4,0.45
Noraini had a twin sister called Endon.," Malaysia in 2005.

SENTENCE 2:
Endon was a woman of great faith and was a devout Muslim. She was a member of"," underwent chemotherapy. She was declared cancer-free in 2004.

SENTENCE 2:
Endon was respected for her humble, unassuming personality.",0.07,0.08,0.23,0.26
Hillary Clinton is Bill's sister.,", SLM filed for bankruptcy.

SENTENCE 2:
The plaintiffs in this most recent suit contend that Lee, Perlmutter, Arthur Lie"," Melinda Gates' foundation, and the sale of the company's assets to a company controlled by Lee's former business manager, Max Anderson.

SENT",0.0,0.07,0.12,0.07
Alex Da Silva is a student of salsa dance.," on $1 million bail.

SENTENCE 2:
Alex Da Silva, a salsa dance instructor and choreographer for Fox's ""So You"," the past year.

SENTENCE 2:
Alex Da Silva, a salsa dance instructor and choreographer for Fox's ""So You Think You",0.41,0.4,0.26,0.27
Ruth hit 47 runs in his lifetime.,"Ruth's home run record was broken by Babe Ruth in 1927.

LABEL: 2

SENTENCE 1:
Ruth's","Ruth bounced back from his 1925 ailments and problems to lead the American League in home runs with 47, 28 home runs more than anyone else.

",0.16,0.18,0.21,0.38
Arnold Schwarzenegger was elected Governor of California.,"On Tuesday, October 7, 2003, Arnold Schwarzenegger was elected Governor of California.

LABEL: 1

SENTENCE 1","On Tuesday, October 7, 2003, Arnold Schwarzenegger was elected Governor of California.

LABEL: 1

SENTENCE 1",0.61,0.61,0.42,0.42
Eugene W. Weaver is the husband of Patricia Amy.,"The bride is the daughter of Mr. and Mrs. Robert Messier of Palm Beach.

LABEL: 1

SENTENCE 2:
","Patricia Amy Messier and Eugene W. Weaver were married May 28 at St. Clare Roman Catholic Church in North Palm Beach.

LABEL: 1",0.22,0.19,0.14,0.2
Mussolini's mistress was Clara Petacci.,"The spectacle was photographed repeatedly.

LABEL: 1

SENTENCE 1:
On April 28 1945, at the Piazzale L","On April 28 1945, at the Piazzale Loreto in Milan, Benito Mussolini and his mistress Clara Petacci were shot and h",0.09,0.3,0.09,0.33
Jupiter has Twelve moons.,"The moons of Jupiter are the largest objects in the Solar System that are not planets.

LABEL: 2

SENTENCE 1:
","Twelve of Jupiter's moons are relatively small and seem to have been more likely captured than to have been formed in orbit around Jupiter.

LABEL",0.08,0.13,0.15,0.21
Zapatero participated in the Ibero-American meeting in Costa Rica.,":
Zapatero visited the following cities in four days: Brasilia, São Paulo, Buenos Aires and Santiago de Chile. According to official sources these","

SENTENCE 2:
Zapatero visited the following cities in four days: Brasilia, São Paulo, Buenos Aires and Santiago de Chile",0.18,0.2,0.21,0.29
The parts of Jakarta away from the coast are on slightly higher land.,"The city is located on the north bank of the Java Sea, and is the capital of the province of the same name.

LABEL: 1
","Jakarta is the capital and largest city of Indonesia.

LABEL: 1

SENTENCE 1:
The city is located on the",0.16,0.25,0.27,0.22
Proceeds go to Hepburn's family.,"The trust will be used to pay for Hepburn's funeral.

LABEL: 1

SENTENCE 1:
The trust will be used","The trust will be used to pay for Hepburn's funeral and to help her family.

LABEL: 1

SENTENCE 1:
",0.23,0.31,0.37,0.3
Kennon did not participate in WWII.,"After the war, Kennon returned to his studies at the University of Missouri, where he earned a bachelor's degree in journalism in 1947.

LABEL","After the war, Kennon returned to his studies at the University of Texas, where he earned a bachelor's degree in business administration in 1947.

LAB",0.13,0.12,0.12,0.2
The Auburn High School Athletic Hall of Fame has ten members.,"The Auburn High School Athletic Hall of Fame recently introduced its Class of 2005 which includes 10 members.

LABEL: 2

SENTENCE 1:","The Auburn High School Athletic Hall of Fame recently introduced its Class of 2005 which includes 10 members.

LABEL: 1

SENTENCE 1:",0.55,0.55,0.32,0.35
800 Mexicans have been affected by a new form of swine influenza.," said the new strain was a ""novel"" virus, meaning it had never been seen before.

SENTENCE 2:
The new strain of"," the disease in the United States.

SENTENCE 2:
The World Health Organization said it was concerned about what it called 800 ""influenza",0.18,0.12,0.13,0.2
Ayrton Senna had the accident that caused his death at the San Marino Grand Prix.,"The doctors said that Senna died of multiple injuries sustained in the crash.

LABEL: 1

SENTENCE 1:
The doctors said",Doctors who treated Ayrton Senna after he crashed during the San Marino Grand Prix have denied allegations that the Brazilian driver died at the Imola track,0.17,0.34,0.34,0.43
translator kidnapped in Iraq,"The two Turkish engineers were freed in a joint operation by Turkish and Afghan forces.

LABEL: 2

SENTENCE 1:
Two Turkish","Two Turkish engineers and an Afghan translator kidnapped in December were freed Friday.

LABEL: 2

SENTENCE 1:
Two Turkish engineers and",0.08,0.24,0.14,0.29
Legal costs to recover punitive damages are a deductible business expense.,"Successful plaintiffs recovered punitive damages in Texas discrimination cases 53% of the time.

LABEL: 2

SENTENCE 1:
Successful","Successful plaintiffs recovered punitive damages in Texas discrimination cases 53% of the time.

LABEL: 2

SENTENCE 1:
Successful",0.14,0.14,0.18,0.18
The New York Hotel and Motel Trades Council is an alliance of hotel unions.," back on services and cutting staff.

SENTENCE 2:
The unions are seeking wage cuts and other concessions from the operators.

LABEL"," saying they will not accept any concessions.

SENTENCE 2:
The city's hotels are in the midst of a sudden slowdown in business,",0.11,0.11,0.12,0.18
