completion,generated_general_completion,generated_guided_completion,rouge_score_for_general_completion,rouge_score_for_guided_completion,bleurt_score_for_general_completion,bleurt_score_for_guided_completion
Adam would have won.,"Adam was playing cards with Bob and was way ahead. If Bob hadn't had a sudden run of good luck, he would have won.

LABEL","Adam was playing cards with Bob and was way ahead. If Bob hadn't had a sudden run of good luck, he would have won.

LABEL",0.27,0.27,0.26,0.26
The table broke.,"I put the butterfly wing on the table and it broke.

LABEL: 1

SENTENCE 3:
I put the butterfly wing on","I put the butterfly wing on the table and it broke.

LABEL: 1

SENTENCE 3:
I put the butterfly wing on",0.25,0.25,0.43,0.43
Paul wasn't successful.,"Paul tried to call George on the phone, but he wasn't successful.

LABEL: 2

SENTENCE 3:
Paul tried to","George was not at home.

LABEL: 2

SENTENCE 1:
Paul tried to call George on the phone, but he wasn",0.33,0.17,0.31,0.27
The shark had better get away to safety fast!,"The duck is swimming away from the shark.

LABEL: 1

SENTENCE 2:
The duck is swimming away from the shark.","The duck is swimming right below the shark.

SENTENCE 1:
Look! There is a shark swimming right below that duck! It had better",0.21,0.25,0.57,0.34
The suitcase is too large.,"The trophy fits into the brown suitcase because it is too small.

LABEL: 1

SENTENCE 3:
The trophy fits into the","The trophy doesn't fit into the brown suitcase because it is too large.

LABEL: 1

SENTENCE 1:
The trophy doesn",0.31,0.38,0.33,0.3
Joe is 30 years older.,"Joe's uncle can still beat him at tennis, even though he is 30 years older.

LABEL: 1

SENTENCE 3:
","Joe's uncle can still beat him at tennis, even though he is 30 years older.

LABEL: 1

SENTENCE 3:
",0.4,0.4,0.25,0.25
The large ball was made of steel.,"The large ball crashed right through the table because it was made of steel.

LABEL: 2

SENTENCE 3:
The large ball","The large ball crashed right through the table because it was made of steel.

LABEL: 2

SENTENCE 1:
The large ball",0.5,0.5,0.37,0.37
The crutches should be better.,"Sam broke both his ankles and he's walking with crutches. But a month or so from now they should be better.

LABEL: 1","Sam broke both his ankles and he's walking with crutches. But a month or so from now they should be better.

LABEL: 1",0.28,0.28,0.37,0.37
His friend Henry let him stack Grant and his family in his barn where they would dry.,"Grant worked hard to harvest his beans so he and his family would have enough to eat that winter, His friend Henry let him stack them in his barn where they","Grant worked hard to harvest his beans so he and his family would have enough to eat that winter, His friend Henry let him stack them in his barn where they",0.46,0.46,0.43,0.43
Jane invited her to come out.,"Jane knocked on the door, and Susan answered it. She invited her to come out.

LABEL: 2

SENTENCE 1:
","Jane knocked on the door, and Susan answered it. She invited her to come out.

LABEL: 2

SENTENCE 1:
",0.48,0.48,0.38,0.38
Bill is very cruel.,"Dan had to stop Bill from toying with the injured bird. He is very cruel.

LABEL: 2

SENTENCE 3:
","Bill is a bird.

LABEL: 2

SENTENCE 1:
Dan had to stop Bill from toying with the injured bird.",0.35,0.17,0.29,0.24
"Tom said ""Check"" to Ralph as he took Ralph's bishop.","Ralph said ""Check"" to Tom as he took his knight.

LABEL: 2

SENTENCE 3:
Ralph said ""","Ralph said ""Check"" to Tom as he took his bishop.

LABEL: 2

SENTENCE 1:
Tom said ""Check",0.52,0.5,0.43,0.51
"I sallied out for a bit of food, more to pass the time than because I wanted food.","I sallied out for a bit of food, more to pass the time than because I wanted it.

LABEL: 2

SENT","I sallied out for a bit of food, more to pass the time than because I wanted it.

LABEL: 2

SENT",0.87,0.87,0.65,0.65
Joe received the final report on the case.,"The detective was paid after he received the final report on the case.

LABEL: 2

SENTENCE 3:
The detective was paid","The detective was paid after he received the final report on the case.

LABEL: 2

SENTENCE 1:
The detective was paid",0.48,0.48,0.57,0.57
There were simply too many copies of the newsletter.,"We had hoped to place copies of our newsletter on all the chairs in the auditorium, but there were simply too many of them.

LABEL:","We had hoped to place copies of our newsletter on all the chairs in the auditorium, but there were simply too many of them.

LABEL:",0.35,0.35,0.35,0.35
He will be moving into The new house on Thursday.,"Joe has sold his house and bought a new one a few miles away. He will be moving into it on Thursday.

SENTENCE 3:
","Joe has sold his house and bought a new one a few miles away. He will be moving into it on Thursday.

LABEL: 2

",0.41,0.41,0.5,0.43
He could not help Dad now.,"Larry had helped Dad with his work. But he could not help him now, for Dad said that his boss at the railroad company would not want anyone but","Larry was a good boy. He always did what his father told him to do.

LABEL: 2

SENTENCE 1:
",0.29,0.08,0.35,0.19
"Beside the table there were crocks, baskets, and a five-quart pail of milk.","The table was piled high with food, and on the floor beside it there were crocks, baskets, and a five-quart pail of milk.","The table was piled high with food, and on the floor beside it there were crocks, baskets, and a five-quart pail of milk.",0.68,0.68,0.76,0.76
Kevin was so upset.,"Jim comforted Kevin because he was so upset.

LABEL: 2

SENTENCE 3:
Jim comforted Kevin because he was so","Jim comforted Kevin because he was so upset.

LABEL: 2

SENTENCE 1:
Jim comforted Kevin because he was so",0.35,0.35,0.52,0.52
Arnold lived two centuries earlier.,"Arnold was a great composer, but he was not greatly influenced by Jackson.

LABEL: 2

SENTENCE 3:
Jackson was","Arnold was a great composer, but he was not a great musician.

LABEL: 2

SENTENCE 1:
The first time",0.08,0.08,0.18,0.21
I can't see around the stage.,"I can't see around the pillar.

LABEL: 1

SENTENCE 3:
I can't see around the pillar.

","I can't see around it.

LABEL: 1

SENTENCE 3:
I can't see around it.

LABEL",0.48,0.42,0.63,0.55
Prehistoric humans hunted for deer on the river banks.,"The Laputa were a race of flying people who lived in the sky. They were the first to discover the secret of flying.

LABEL: 2","The river banks were covered with trees.

LABEL: 2

SENTENCE 3:
The river banks were covered with trees.

",0.06,0.22,0.21,0.49
Amy's parents are snobs.,"Sam and Amy are passionately in love, but Amy's parents are unhappy about it, because they are snobs.

LABEL: 2

","Amy's parents are unhappy about it, because they are snobs.

LABEL: 2

SENTENCE 1:
Sam and Amy",0.38,0.43,0.4,0.5
John was hungry.,"John passed the half-empty plate to Bill because he was hungry.

LABEL: 2

SENTENCE 3:
Bill was hungry because","John passed the half-empty plate to Bill because he was hungry.

LABEL: 2

SENTENCE 3:
Bill and John were",0.26,0.26,0.36,0.22
She writes the book when she gets home from work.,"Sara borrowed the book from the library because she needs it for an article she is working on. She writes it when she gets home from work.

","The book is a novel.

LABEL: 1

SENTENCE 1:
Sara borrowed the book from the library because she needs it",0.43,0.2,0.67,0.39
Bill left.,"John promised Bill to leave, so an hour later he left.

LABEL: 1

SENTENCE 3:
John promised Bill to leave","John promised Bill to leave, so an hour later he left.

LABEL: 1

SENTENCE 3:
John promised Bill to leave",0.18,0.18,0.51,0.51
She reads the article when she gets home from work.,"Sara borrowed the book from the library because she needs it for an article she is working on. She reads it when she gets home from work.

","The book is a good read.

LABEL: 1

SENTENCE 3:
The book is a good read.

LABEL",0.43,0.07,0.67,0.41
The door of the shop closed after Steve.,"Mark heard Steve's feet going down the ladder. The door of the shop closed after him. He ran to look out the window.

LABEL:","Mark heard Steve's feet going down the ladder. The door of the shop closed after him. He ran to look out the window.

LABEL:",0.42,0.42,0.37,0.37
"When Fred first saw my father, My father was twelve years old.","Fred is the only man alive who still remembers my father as an infant. When Fred first saw my father, he was twelve years old.

LABEL","Fred is the only man alive who still remembers my father as an infant. When Fred first saw my father, he was twelve years old.

LABEL",0.53,0.53,0.55,0.55
"Grandma gathered Tatyana's small mother into a wide, scrawny embrace and then propelled Grandma to the table.","

SENTENCE 2:
Tatyana knew that Grandma always enjoyed serving an abundance of food to her guests. Now Tatyana watched as",", ""Now, Tatyana, you must eat.""

SENTENCE 2:
Tatyana knew that Grandma always enjoyed serving an abundance",0.16,0.12,0.3,0.26
George got back.,"Fred and George went out to buy groceries.

LABEL: 2

SENTENCE 3:
Fred and George went out to buy grocer","George went out to buy groceries. After an hour he got back.

LABEL: 2

SENTENCE 3:
Fred watched TV",0.09,0.27,0.5,0.29
"Lily spoke to Donna, breaking Donna's concentration.","Donna was angry.

LABEL: 2

SENTENCE 3:
Lily was angry.

LABEL: 3

","Donna:
I'm sorry, Lily.

LABEL: 2

SENTENCE 1:
Donna, I'm sorry.
",0.1,0.19,0.42,0.33
Sue had such a bad start.,"SENTENCE 1:
Although they ran at about the same speed, Sue beat Sally because she had such a bad start.

LABEL: 1","SENTENCE 2 MUST EXACTLY match the instance in the dataset.

SENTENCE 2:
Sue and Sally were both running in the",0.43,0.08,0.42,0.23
She couldn't stand Madonna's boyfriend.,"Madonna fired her trainer because she couldn't stand her boyfriend.

LABEL: 1

SENTENCE 3:
Madonna fired her trainer","She fired her trainer because she couldn't stand her boyfriend.

LABEL: 1

SENTENCE 1:
Madonna fired her trainer because",0.38,0.37,0.58,0.52
The axe is too small.,"I can't cut that tree down with that axe; it is too small.

LABEL: 2

SENTENCE 3:
I can","I can't cut that tree down with that axe; it is too small.

LABEL: 2

SENTENCE 1:
I can",0.32,0.32,0.27,0.26
She slept with Madonna's boyfriend.,"Madonna fired her trainer because she slept with her boyfriend.

LABEL: 2

SENTENCE 3:
Madonna fired her trainer because","Madonna fired her trainer because she slept with her boyfriend.

LABEL: 1

SENTENCE 1:
Madonna fired her trainer because",0.32,0.32,0.53,0.53
"I don't know why the guy in uniform was, but he looked very unhappy.","I saw Jim yelling at some guy in a military uniform with a huge red beard. I don't know why he was, but he looked very unhappy.
","I saw Jim yelling at some guy in a military uniform with a huge red beard. I don't know why he was, but he looked very unhappy.
",0.51,0.51,0.67,0.67
Alice's daughter was behaving so strangely.,"Alice tried frantically to stop her daughter from chatting at the party, leaving us to wonder why she was behaving so strangely.

LABEL: 1","Alice tried frantically to stop her daughter from chatting at the party, leaving us to wonder why she was behaving so strangely.

LABEL: 1",0.39,0.39,0.44,0.44
Jane did not answer.,"Jane knocked on Susan's door but she did not answer.

LABEL: 1

SENTENCE 3:
Jane knocked on Susan's door","Susan's door was locked.

LABEL: 1

SENTENCE 3:
Jane knocked on Susan's door but she did not answer",0.32,0.33,0.61,0.5
The politicians must make rules to regulate them.,"The politicians far away in Washington could not know the settlers so they must make rules to regulate them.

LABEL: 2

SENTENCE 3","The politicians far away in Washington could not know the settlers so they must make rules to regulate them.

LABEL: 2

SENTENCE 1",0.52,0.52,0.35,0.34
Those occasions stood out as red-letter days for Henry.,The red-letter days for him were the days when his father had been present at interviews which his father had had with noted detectives who desired his aid in solving,"The detective was a man of medium height, with a thin, sharp face, and a pair of keen, penetrating eyes. He was dressed in a dark suit",0.2,0.0,0.46,0.31
"The chair was broken, so he had to stand instead.","Sam pulled up a chair to the piano, but it was broken, so he had to stand instead.

LABEL: 2

SENTENCE","Sam pulled up a chair to the piano, but it was broken, so he had to stand instead.

LABEL: 2

SENTENCE",0.58,0.58,0.44,0.44
I carried the newspaper over my backpack to keep the backpack dry.,"I carried the newspaper over my backpack to keep it dry.

LABEL: 2

SENTENCE 3:
I carried the newspaper over my","I was carrying the newspaper over my backpack to keep it dry.

LABEL: 2

SENTENCE 1:
I was carrying the newspaper",0.61,0.55,0.49,0.59
They must make rules to regular the politicians.,"The politicians far away in Washington could not know the settlers so they must make rules to regulate them.

LABEL: 1

SENTENCE 3","The politicians far away in Washington could not know the settlers so they must make rules to regulate them.

LABEL: 1

SENTENCE 1",0.32,0.32,0.32,0.33
Anna had studied so hard.,"Lucy did a lot better than her good friend Anna on the test because she had studied so hard.

LABEL: 2

SENTENCE","Lucy did a lot better than her good friend Anna on the test because she had studied so hard.

LABEL: 2

SENTENCE",0.37,0.37,0.33,0.33
Mr. Singer heard him calling for the captain,"The captain and all his crew had best stay in the cabin until the work was over.

LABEL: 1

SENTENCE 3:
","

SENTENCE 2:
The captain and all his crew had best stay in the cabin until the work was over.

SENTENCE 1",0.14,0.14,0.11,0.31
My great-grandfather was a remarkable man.,"Fred is the only man still alive who remembers my great-grandfather. He was a remarkable man.

LABEL: 2

SENTENCE","He was a remarkable man.

LABEL: 2

SENTENCE 1:
Fred is the only man still alive who remembers my great-",0.52,0.3,0.42,0.33
The shelf was too high.,"I couldn't put the pot on the shelf because it was too high.

LABEL: 2

SENTENCE 3:
I couldn't","I couldn't put the pot on the shelf because it was too high.

LABEL: 2

SENTENCE 1:
I couldn't",0.38,0.38,0.31,0.31
That's exactly how the study makes us feel.,"Lincoln, George. ""Facebook and the Dark Side of Social Media."" Psychology Today. Psychology Today, n.d. Web.

SENTENCE","The study, published in the journal Social Psychological and Personality Science, found that people who use Facebook to connect with friends and family are more likely to feel lonely",0.07,0.16,0.12,0.38
Bob is very generous.,"Bob paid for Charlie's college education. He is very generous.

LABEL: 2

SENTENCE 3:
Bob paid for Charlie's","Bob paid for Charlie's college education. He is very generous.

LABEL: 2

SENTENCE 1:
Bob paid for Charlie's",0.33,0.33,0.48,0.48
John left.,"John promised Bill to leave, so an hour later he left.

LABEL: 2

SENTENCE 3:
John promised Bill to leave","John promised Bill to leave, so an hour later he left.

LABEL: 2

SENTENCE 1:
John promised Bill to leave",0.18,0.18,0.51,0.51
The toaster Frank had sold him didn't work.,"Tom was upset with Frank because the toaster he had sold him didn't work.

LABEL: 1

SENTENCE 3:
Frank","Tom was upset with Frank because the toaster he had sold him didn't work.

LABEL: 1

SENTENCE 3:
Frank",0.55,0.55,0.49,0.49
"Equally swoon-worthy is C.K. Dexter Haven, a pallid young dandy holding a jade-handled walking stick, with a poodle asleep at Haven's feet.","The poodle is a poodle.

SENTENCE 3:
The poodle is a poodle.

SENT","The poodle woke up and began to bark.

LABEL: 2

SENTENCE 1:
The poodle woke up and",0.21,0.05,0.33,0.21
He will be moving out of The old house on Thursday.,"Joe has sold his house and bought a new one a few miles away. He will be moving out of it on Thursday.

SENTENCE 3:","Joe has sold his house and bought a new one a few miles away. He will be moving out of it on Thursday.

LABEL: 2
",0.44,0.44,0.48,0.47
The door of the shop closed after Mark.,"Mark heard Steve's feet going down the ladder. The door of the shop closed after him. He ran to look out the window.

LABEL:","The door of the shop closed after him. He ran to look out the window.

LABEL: 1

SENTENCE 3:
Mark",0.42,0.57,0.37,0.44
Even one thread uncut will leave the right size too small.,"It is not easy to space buttonholes exactly the same distance apart, and it is very difficult to cut them precisely the right size. The tiniest slip","It is not easy to space buttonholes exactly the same distance apart, and it is very difficult to cut them precisely the right size. The tiniest slip",0.16,0.16,0.27,0.27
Billy cried because Toby wouldn't accept Toby's toy.,"Toby didn't want to give Billy his toy.

LABEL: 1

SENTENCE 3:
Billy cried because Toby wouldn","Toby didn't want Billy to have his toy.

LABEL: 1

SENTENCE 3:
Billy cried because Toby wouldn",0.36,0.36,0.39,0.38
Ollie's legs dangled.,"As Ollie carried Tommy up the long winding steps, his legs dangled.

LABEL: 1

SENTENCE 1:
As","Tommy was a very small boy.

LABEL: 1

SENTENCE 1:
As Ollie carried Tommy up the long winding",0.29,0.09,0.31,0.28
"The chair was broken, so he had to sing instead.","Sam pulled up a chair to the piano, but it was broken, so he had to sing instead.

LABEL: 1

SENTENCE","Sam pulled up a chair to the piano, but it was broken, so he had to sing instead.

LABEL: 1

SENTENCE",0.58,0.58,0.45,0.45
The worm was hungry.,"The fish ate the worm. It was hungry.

LABEL: 1

SENTENCE 3:
The fish ate the worm. It was","The fish ate the worm. It was hungry.

LABEL: 1

SENTENCE 3:
The fish ate the worm. It was",0.35,0.35,0.45,0.45
"The journalists were very cooperative, so the interview lasted for a long time.","The journalists interviewed the stars of the new movie. They were very cooperative, so the interview lasted for a long time.

LABEL: 1

","The journalists interviewed the stars of the new movie. They were very cooperative, so the interview lasted for a long time.

LABEL: 1

",0.72,0.72,0.58,0.58
The trophy is too small.,"The trophy fits into the brown suitcase because it is too small.

LABEL: 1

SENTENCE 3:
The trophy fits into the","The trophy doesn't fit into the brown suitcase because it is too small.

LABEL: 1

SENTENCE 1:
The trophy doesn",0.38,0.38,0.31,0.28
Cooper had been travelling for five years.,"Thomson visited Cooper's grave in 1765. At that date he had been travelling for five years.

LABEL: 1

SENTENCE","He was a man of great learning and of great benevolence.

LABEL: 1

SENTENCE 3:
He was a man",0.52,0.0,0.27,0.21
She put the album on a chair without even opening the living room.,Alice was dusting the living room and trying to find the button that Mama had hidden. No time today to look at old pictures in her favorite photo album,Alice was dusting the living room and trying to find the button that Mama had hidden. No time today to look at old pictures in her favorite photo album,0.14,0.14,0.37,0.37
Bill was full.,"John passed the half-empty plate to Bill because he was full.

LABEL: 2

SENTENCE 3:
Bill passed the half","John passed the half-empty plate to Bill because he was full.

LABEL: 2

SENTENCE 3:
Bill passed the half",0.26,0.26,0.29,0.29
John was full.,"John passed the half-empty plate to Bill because he was full.

LABEL: 1

SENTENCE 3:
Bill passed the half","John passed the half-empty plate to Bill because he was full.

LABEL: 1

SENTENCE 3:
Bill passed the half",0.26,0.26,0.29,0.29
I shall have to kill The foxes.,"The foxes are getting in at night and attacking the chickens. I shall have to kill them.

LABEL: 2

SENTENCE 3","The foxes are getting in at night and attacking the chickens. I shall have to kill them.

LABEL: 2

SENTENCE 1",0.36,0.36,0.42,0.43
Joe is 30 years younger.,"Joe's uncle can still beat him at tennis, even though he is 30 years younger.

SENTENCE 3:
Joe's uncle can still beat","Joe's uncle can still beat him at tennis, even though he is 30 years younger.

LABEL: 2

SENTENCE 1:
",0.34,0.4,0.46,0.24
She saw that Janie was open.,"Janie was not open.

LABEL: 2

SENTENCE 3:
Emma did not pass the ball to Janie although she","Janie did not pass the ball to Emma although she was open.

LABEL: 0

SENTENCE 3:
Emma did not",0.25,0.24,0.29,0.28
Bill's turn was over.,"John passed the gameboy to Bill because his turn was over.

LABEL: 2

SENTENCE 3:
Bill passed the gameboy","John passed the gameboy to Bill because his turn was over.

LABEL: 2

SENTENCE 3:
Bill passed the gameboy",0.33,0.33,0.46,0.46
Ann had forgotten.,"Mary said, ""I don't know. I'll have to ask the librarian.""

LABEL: 2

SENTENCE 3:
","The library closes at 6:00.

LABEL: 2

SENTENCE 1:
Mary asked Ann what time the library closes, because",0.0,0.09,0.13,0.41
Pam's parents were furious about it.,"Pam's parents came home and found her having sex with her boyfriend, Paul. They were furious about it.

SENTENCE 1:
P","Pam's parents came home and found her having sex with her boyfriend, Paul. They were furious about it.

LABEL: 2

S",0.48,0.48,0.44,0.44
This afternoon the tide knocked The flag down.,"This afternoon, Joey built a sand castle on the beach, and put a toy flag in the highest tower, but this morning the tide knocked it down.
","This morning, Joey built a sand castle on the beach, and put a toy flag in the highest tower, but this afternoon the tide knocked it down.
",0.34,0.34,0.54,0.55
The man was so weak.,"The man couldn't lift his son because he was so weak.

LABEL: 2

SENTENCE 3:
The man couldn't lift","The man couldn't lift his son because he was so weak.

LABEL: 2

SENTENCE 1:
The man couldn't lift",0.38,0.38,0.43,0.42
The customer was immediately taken to the hospital.,"The customer was a bank robber.

LABEL: 1

SENTENCE 3:
The customer was a bank robber.

LABEL","The customer walked into the bank and stabbed one of the tellers. He was immediately taken to the hospital.

LABEL: 1

SENT",0.32,0.53,0.54,0.35
He couldn't very well marry without Chester's approval,"Chester was dependent on Uncle Vernon, so he couldn't very well marry without his approval

LABEL: 1

SENTENCE 3:
","He was dependent on Uncle Vernon, so he couldn't very well marry without his approval

LABEL: 1

SENTENCE 1:
Since",0.53,0.52,0.42,0.26
Mama stroked her hair and let the child weep.,"Mama came over and sat down beside Alice. Gently she stroked her hair and let the child weep.

LABEL: 2

","""

SENTENCE 1:
Mama came over and sat down beside Alice. Gently she stroked her hair and let the child weep",0.62,0.62,0.56,0.65
Emma saw that she was open.,"Janie did not pass the ball to Emma although she saw that she was open.

LABEL: 2

SENTENCE 3:
Em","Janie did not pass the ball to Emma although she saw that she was open.

LABEL: 0

SENTENCE 3:
Em",0.46,0.46,0.32,0.32
Mark was afraid the stable boys at the Burlington Stables struck at him and bullied him.,"Mark became absorbed in Blaze, the white horse. He was afraid the stable boys at the Burlington Stables struck at him and bullied him because he","Mark became absorbed in Blaze, the white horse. He was afraid the stable boys at the Burlington Stables struck at him and bullied him because he",0.76,0.76,0.46,0.46
Tatyana doubted if her mother slept.,"Tatyana was a little girl of about six years old. She was the only child of her parents, and her father was a merchant in a small town","The train was moving slowly, and the wheels were creaking. Tatyana could hear the sound of the wheels, and the creaking of the wheels,",0.12,0.07,0.38,0.4
Robert was refused.,"Robert refused James’s request.

LABEL: 1

SENTENCE 3:
James was angry.

LABEL: 2
","Robert refused James's request.

LABEL: 1

SENTENCE 1:
James asked Robert for a favor but he was refused.
",0.24,0.27,0.46,0.56
The axe is too thick.,"I can't cut that tree down with that axe; it is too thick.

LABEL: 1

SENTENCE 3:
I can","I can't cut that tree down with that axe; it is too thick.

LABEL: 1

SENTENCE 1:
I can",0.32,0.32,0.27,0.27
Bob was very ill.,"Carl:
I'm a doctor. I'll help Bob.

SENTENCE 3:
Bob was very sick. He was in the hospital for","Carl:

Bob:

Carl:

Bob:

Carl:

Bob:

Carl:

Bob:

",0.24,0.17,0.33,0.31
Janie saw that she was open.,"Janie did not pass the ball to Emma although she saw that she was open.

LABEL: 1

SENTENCE 3:
Em","Janie did not pass the ball to Emma although she saw that she was open.

LABEL: 1

SENTENCE 3:
Em",0.46,0.46,0.37,0.37
Tom wouldn't have to drive alone.,"Ralph was a good driver.

LABEL: 2

SENTENCE 3:
Tom was a good driver.

LABEL:","Ralph

LABEL: 2

SENTENCE 1:
Tom gave Ralph a lift to school so he wouldn't have to drive alone.",0.09,0.52,0.34,0.4
Sam's drawing did look much better with another one below it.,"Tina's drawing was hung just above Sam's and it did look much better with another one below it.

LABEL: 2

SENT","The train split of the glue dataset is provided in the following directory:

/home/pytorch/glue/glue/train/",0.63,0.0,0.5,0.25
Sue had such a good start.,"SENTENCE 1:
Although they ran at about the same speed, Sue beat Sally because she had such a good start.

LABEL: 2","SENTENCE 2 MUST EXACTLY match the instance in the dataset.

SENTENCE 2:
Sue and Sally were running in a race",0.43,0.15,0.44,0.29
The sweater looks dowdy on her.,"Grace was happy to trade me her sweater for my jacket. She thinks it looks dowdy on her.

LABEL: 2

SENT","I'm not sure what to do with this one.

LABEL: 2

SENTENCE 1:
I'm not sure what to do",0.37,0.0,0.42,0.34
Charlie is very grateful.,"Bob paid for Charlie's college education. He is very grateful.

LABEL: 2

SENTENCE 3:
Bob paid for Charlie's","Charlie is very grateful. He paid for Bob's college education.

LABEL: 2

SENTENCE 1:
Bob paid for Charlie's",0.33,0.33,0.46,0.36
The sweater looks great on her.,"I think it looks great on her.

LABEL: 1

SENTENCE 3:
I think it looks great on her.

","I'm not sure what to do with this one.

LABEL: 1

SENTENCE 1:
I'm not sure what to do",0.33,0.0,0.6,0.4
