completion,generated_general_completion,generated_guided_completion,rouge_score_for_general_completion,rouge_score_for_guided_completion,bleurt_score_for_general_completion,bleurt_score_for_guided_completion
Bacteria is winning the war against antibiotics.,"The surviving bacteria return with a vengeance, often having rapidly mutated to resist the therapy.

LABEL: 2

SENTENCE 3:
The","The patient's immune system is also compromised, and the bacteria can easily invade the body.

LABEL: 2

SENTENCE 1:
",0.15,0.15,0.08,0.15
The introduction of the euro has been opposed.,"The Bundesbank was the central bank of the Federal Republic of Germany.

LABEL: 1

SENTENCE 3:
The Bundesbank was","The Bundesbank was forced to accept the introduction of the euro by the political pressure of the capitalist politicians.

LABEL: 1

SENTENCE",0.22,0.33,0.18,0.21
Three rebels were killed by government troops.,"The Armed Forces Press Committee (COPREFA) admitted that the government troops sustained 11 casualties in these clashes, adding that they inflicted three casualties on the rebels.","The Armed Forces Press Committee (COPREFA) admitted that the government troops sustained 11 casualties in these clashes, adding that they inflicted three casualties on the rebels.",0.12,0.12,0.45,0.45
Drug legalization has benefits.,"The economic benefits of legalizing marijuana are not conclusive.

LABEL: 1

SENTENCE 3:
The economic benefits of legalizing marijuana","The economic benefits of legalizing marijuana are not as clear as some would have you believe.

LABEL: 1

SENTENCE 1:
",0.09,0.08,0.45,0.18
30 beautifully preserved mummies have been located in the south of Cairo.,"ummies, the team also found a number of other artifacts, including a number of gold and silver jewelry, a number of pottery, and a number of"," dam.

SENTENCE 2:
The mummies were found in a tomb that was sealed with a stone slab. The tomb was discovered by",0.11,0.18,0.08,0.2
Aspirin prevents gastrointestinal bleeding.,"Gastrointestinal bleeding can happen as an adverse effect of non-steroidal anti-inflammatory drugs such as aspirin or ibuprofen.

LABEL","Gastrointestinal bleeding can happen as an adverse effect of non-steroidal anti-inflammatory drugs such as aspirin or ibuprofen.

LABEL",0.17,0.17,0.33,0.33
Hooper is a citizen of Portland.,"Hooper was a former employee of the company, David Vance of South Portland, said Hooper spent a lot of time on the road, often meeting with","Hooper, who was born in Portland, was a graduate of the University of Maine and the University of Maine School of Law.

LABEL: 2",0.25,0.2,0.26,0.28
Cyprus was divided into two parts on May 1.,"The EU is a political union of European countries.

LABEL: 2

SENTENCE 3:
Cyprus is a member of the EU","The EU is a political and economic union of 28 member states.

LABEL: 2

SENTENCE 1:
The EU is a political",0.07,0.07,0.33,0.24
North Korea says it has a stockpile of nuclear weapons and is building more.,"The United States and its allies have been trying to persuade North Korea to abandon its nuclear weapons program.

LABEL: 2

SENTENCE 3","The United States and its allies have been trying to persuade North Korea to give up its nuclear weapons program.

LABEL: 2

SENTENCE",0.22,0.22,0.15,0.18
Gbagbo is a competitor of Ouattara.,"The laws also concern nationality, a contentious issue since citizenship laws were tightened to exclude one of Gbagbo's main competitors from the 2000 presidential race, former","The laws also concern nationality, a contentious issue since citizenship laws were tightened to exclude one of Gbagbo's main competitors from the 2000 presidential race, former",0.12,0.12,0.22,0.22
Mohandas received the Nobel Prize in 1989.,"Gandhi was nominated for the Nobel Peace Prize five times between 1937 and 1948.

LABEL: 2

SENTENCE 3:
G","He was nominated for the Nobel Peace Prize five times between 1937 and 1948.

LABEL: 2

SENTENCE 1:
Mohandas",0.23,0.23,0.16,0.26
It seems unlikely that there will be a coalition between Gerhard Schroeder's Social Democrats and Angela Merkel's Christian Democratic Union.,"The CDU and the SPD are the two largest parties in the German parliament.

LABEL: 2

SENTENCE 3:
The CD","The Christian Democrats (CDU) won 35.2% of the vote, or 225 seats, against 34.3% for Chancellor Gerhard Schroeder",0.05,0.1,0.07,0.3
King Edward VIII abdicated in December 1936.,"Edward VIII became King in January of 1936 and abdicated in December.

LABEL: 1

SENTENCE 3:
Edward VIII became","Edward VIII became King in January of 1936 and abdicated in December.

LABEL: 1

SENTENCE 3:
Edward VIII became",0.38,0.38,0.25,0.25
Stephen Grosz is the British lawyer of David Hicks.,"The Australian Government has been informed of the decision.

SENTENCE 2:
The Australian Government has been informed of the decision.

SENT",""" and ""no justification"" for refusing Hicks' application.

SENTENCE 2:
The Australian Government has been accused of ""double standards"" after",0.13,0.14,0.52,0.1
Marine vegetation is  harvested.,"Rockweed is a seaweed that is harvested commercially in Nova Scotia since the late 1950's and is currently the most important commercial seaweed in Atlantic Canada.
","The most important commercial seaweed in Atlantic Canada is Rockweed.

LABEL: 1

SENTENCE 1:
Rockweed has been harvested",0.13,0.18,0.34,0.38
Musharraf has ordered rioters to take firm action against security forces.,"old Bhutto was killed.

SENTENCE 2:
The opposition leader was shot dead in a gun battle with her bodyguards in Rawal"," curfew has been imposed in the capital.

SENTENCE 2:
The violence has left at least 44 people dead and dozens injured. Mr.",0.0,0.06,0.37,0.25
Michael Bloomberg is the mayor of New York.," the soda tax would be a ""win-win"" for public health and the economy.

SENTENCE 2:
The article is based on a"," Rozalyn W. Adkins, said the tax would raise $1.5 billion a year, which could be used to fund programs to prevent obesity",0.07,0.06,0.09,0.19
"Officials said that the suspect, a Finnish citizen, was among the dead.","The suspect was among the dead.

LABEL: 1

SENTENCE 3:
The suspect was among the dead.

LABEL","The suspect was among the dead, but did not provide a motive for the attack.

LABEL: 1

SENTENCE 1:
The",0.41,0.37,0.43,0.14
The military protection zone around Falklands was lifted.,"The islands are a British Overseas Territory.

LABEL: 1

SENTENCE 3:
Britain has said it will not lift","The Argentine government has said it will not lift the military zone around the Falkland Islands until Britain has withdrawn its troops from the islands.

LABEL:",0.08,0.24,0.22,0.31
An Indonesian ferry with 300 passengers sank.,"th, the waves will be high and the waves will be high.""

SENTENCE 2:
The ferry owner PT Nur Budi's spokesman",".

SENTENCE 2:
The ferry owner PT Nur Budi's spokesman blamed Indonesian port authorities for the tragedy. ""The passenger capacity of",0.07,0.07,0.16,0.14
The riots in Greece started on December 6.," number of anarchists were arrested.

SENTENCE 2:
The Greek police used tear gas, while a number of anarchists were arrested.
"," and police.

SENTENCE 2:
The Greek police and the anarchists clashed in the centre of Athens, Greece, during the anti-",0.07,0.21,0.51,0.2
One case involved the extradition of Libyan suspects in the Pan Am Lockerbie bombing.,"The case concerns the dispute over their demand for extradition of Libyans charged with blowing up a Pan Am jet over Lockerbie in 1988.

",The case against Libya concerns the dispute over their demand for extradition of Libyans charged with blowing up a Pan Am jet over Lockerbie in 1988.,0.37,0.35,0.6,0.57
Argentina sought UK expertise on privatization and agriculture.,"Britain's privatization program was a success.

LABEL: 2

SENTENCE 3:
Argentina's privatization program was","Britain's privatization program was a success.

LABEL: 2

SENTENCE 1:
The British government has been criticized for its",0.17,0.07,0.26,0.2
Garry Breitkreuz is a member of the Conservative Party.," MPs are debating the issue.

SENTENCE 2:
""The Conservatives have provided amnesty for unregistered gun owners. At this time there",", Harper said, ""We're going to give amnesty to those who have not registered their guns.""

SENTENCE 2:
""The federal",0.07,0.07,0.15,-0.02
"At the age of one year, male mice were fed with a diet in which 60 percent of calories came from fat.","ELABORATION:
The researchers in the latest study fed one group of mice a diet in which 60 percent of calories came from fat. The diet started",".

SENTENCE 2:
The researchers in the latest study fed one group of mice a diet in which 60 percent of calories came from fat.",0.58,0.61,0.47,0.56
The soldiers were driving a civilian car and were dressed in civilian clothes when a shooting took place between them and Iraqi patrols.,"The soldiers, who were said to have been wearing Arab headdress, were accused of firing at Iraqi police when stopped at a road block.

LAB","The soldiers, who were said to have been wearing Arab headdress, were accused of firing at Iraqi police when stopped at a road block.

LAB",0.25,0.25,0.38,0.38
"U.N. weapons inspectors could stay in Iraq, Clinton said.","The United States would like to see U.N. weapons inspectors return to Iraq providing the Iraqis take concrete, affirmative and demonstrable actions ""to show","The United States would like to see U.N. weapons inspectors return to Iraq providing the Iraqis take concrete, affirmative and demonstrable actions ""to show",0.29,0.29,0.25,0.25
A patrol car was attacked by the San Carlos Battalion.,"On 12 August, the San Carlos Battalion came across mines placed in their path and one soldier was killed while two were seriously injured. Meanwhile on 10 August, urban",":
On 12 August, the San Carlos Battalion came across mines placed in their path and one soldier was killed while two were seriously injured. Meanwhile on 10 August",0.21,0.21,0.27,0.35
Bomb-sniffing dogs were estimated at Rodriguez's Mulberry St. apartment.,"The dogs were brought to Rodriguez's apartment.

LABEL: 2

SENTENCE 3:
The dogs were brought to Rodriguez's apartment.","The dog was brought to Rodriguez's Mulberry St. apartment.

LABEL: 2

SENTENCE 1:
The dog was brought to",0.32,0.33,0.42,0.3
Male fertility may be affected by use of a mobile phones.,"The research, published in the journal Human Reproduction, found that men who used mobile phones for more than two hours a day had a 30% lower sperm count","The research, published in the journal Human Reproduction, found that men who used mobile phones for more than two hours a day had a 30% lower sperm count",0.1,0.1,0.46,0.46
Lufthansa Technik Automotive fires 30 workers.,".

SENTENCE 2:
The company's management has said that the changes are necessary to ensure the company's long-term competitiveness.
",".

SENTENCE 2:
The company's management has warned that rejection of the proposals would threaten a planned €17230m investment in the R",0.0,0.0,0.09,0.04
GATT was formed in 1947.,"The General Agreement on Tariffs and Trade, or GATT, is an international organization that regulates trade between countries.

LABEL: 2

S","The GATT is a multilateral trade agreement that governs the rules of trade between countries.

LABEL: 2

SENTENCE 1:
",0.08,0.08,0.19,0.11
Cheney cursed at Sen. Patrick Leahy.,"""

SENTENCE 3:
""

SENTENCE 4:
""

SENTENCE 5:
""

SENT","""

SENTENCE 2:
Vice President Dick Cheney on Tuesday hurled an obscenity on the Senate floor to punctuate an angry",0.0,0.08,0.12,0.25
In the May 2005 general election Conservatives got 33 seats.,"The Conservatives did gain 33 seats, playing the most significant role in reducing Labour's majority from 167 to 66.

LABEL: 2

SENT","The Conservatives did gain 33 seats, playing the most significant role in reducing Labour's majority from 167 to 66.

LABEL: 2

SENT",0.24,0.24,0.22,0.22
Dagbladet is a Norwegian newspaper.,The Norwegian Newspaper Corpus is a large and self-expanding corpus of Norwegian newspaper texts. The collection of this dynamic and continually growing corpus began in 1998,The Norwegian Newspaper Corpus is a large and self-expanding corpus of Norwegian newspaper texts. The collection of this dynamic and continually growing corpus began in 1998,0.25,0.25,0.38,0.38
"Formerly ( until 1949 ) Batavia, Jakarta is largest city and capital of Indonesia.","The Dutch, who ruled Indonesia until 1949, called the city of Jakarta Batavia.

LABEL: 2

SENTENCE 3:
","The Dutch, who ruled Indonesia until 1949, called the city of Jakarta Batavia.

LABEL: 2

SENTENCE 1:
",0.28,0.28,0.2,0.2
James Bond was created by Ian Fleming.,") by Ian Fleming, the creator of the Bond character.

SENTENCE 2:
The name for the newest James Bond film has been announced today"," film was revealed by the film's director, Marc Forster, who said: ""It's a very exciting time for the franchise. We're very excited about",0.2,0.12,0.41,0.23
Obesity is medically treated.,"The gastric bypass operation, also known as stomach stapling, has become the most common surgical procedure for treating obesity.

LABEL: 1

S","The gastric bypass operation, also known as stomach stapling, has become the most common surgical procedure for treating obesity.

LABEL: 1

S",0.08,0.08,0.21,0.21
U.S. consumer spending dived in June.,"The cost of the consumer of the United States fell in June.

LABEL: 2

SENTENCE 3:
The cost of the consumer","The cost of the consumer of the United States fell in June.

LABEL: 1

SENTENCE 1:
The cost of the consumer",0.21,0.21,0.42,0.42
Some Australians have fasted to protest.," families of the victims of the 1991 Gulf War.

SENTENCE 2:
The former leader of Iraq was rushed to hospital last Sunday after refusing to"," other prisoners in the hospital.

SENTENCE 2:
The former leader of Iraq was rushed to hospital last Sunday after refusing to eat for sixteen days",0.06,0.06,0.06,0.24
Sonia Gandhi is defeated by BJP.,"Sonia Gandhi can be defeated in the next elections in India by BJP.

LABEL: 2

SENTENCE 3:
Sonia Gandhi","The BJP is the main opposition party in India.

LABEL: 2

SENTENCE 1:
Sonia Gandhi can be defeated in the",0.4,0.23,0.52,0.38
"Palestinian leader, Mahmoud Abbas, may be someone Israel can talk with.","Abbas is a man that Israel can do business with.

LABEL: 1

SENTENCE 3:
Abbas is a","Abbas is a man that Israel can do business with.

LABEL: 1

SENTENCE 1:
Israeli Prime Minister Ari",0.29,0.28,0.3,0.33
Hugh Jackman plays the role of Wolverine in the movie.,".

SENTENCE 2:
The Tempe Hometown Premiere will have all the trappings of a mega-Hollywood  event including red",", the film`s director, Gavin Hood, and  producer, Lauren Shuler Donner.

SENTENCE 2:
The Tempe",0.14,0.16,0.04,0.08
A member of the opposition was injured in a car bomb attack in Beirut.,"The car bomb was detonated by a suicide bomber, who was killed in the blast.

LABEL: 1

SENTENCE 3:
","The car bomb was detonated by a suicide bomber, who was killed in the blast.

LABEL: 1

SENTENCE 3:
",0.24,0.24,0.24,0.24
skin cancer numbers increase.,"Weinstock painstakingly reviewed dozens of studies for evidence of any link between sunscreen use and either an increase or decrease in melanoma.

","The study found that sunscreen use was associated with a decreased risk of melanoma.

LABEL: 2

SENTENCE 1:
The",0.08,0.0,0.16,0.04
Robots are used to find missing victims.,"The robot is a robot.

LABEL: 1

SENTENCE 3:
The robot is a robot.

LABEL: 0","The robot is a robot.

LABEL: 1

SENTENCE 1:
The robot is a robot.

LABEL: 0",0.0,0.0,0.45,0.48
Charlton Heston was born in Illinois.,"Heston was a 27-year-old actor from Broadway and television when he arrived in Hollywood for a five-picture contract with Hal Wallis.

","Heston was born in Chicago, Illinois, on October 24, 1923, to a Jewish family. His father, Benjamin Heston, was a tailor, and",0.2,0.36,0.33,0.24
Babe Ruth hit 60 home runs in his lifetime.,"In the early 1930s, Ruth was the most popular player in baseball.

LABEL: 2

SENTENCE 3:
In the early","Maris's 61 home runs in 1961 stood unsurpassed until Ruth's 60 in 1927.

LABEL: 2

SENTENCE 1:",0.14,0.21,0.17,0.11
Maglev is commercially used.,"The German technology was employed to build Shanghai's existing maglev line, the first in the world to be used commercially.

LABEL: 1

","The German technology was employed to build Shanghai's existing maglev line, the first in the world to be used commercially.

LABEL: 1

",0.15,0.15,0.26,0.26
Clay Roueche is 33 years old.," lengthy prison term.

SENTENCE 2:
Roueche, who was arrested in a sting operation in which he was posing as a drug"," drug trafficking organization was ""unprecedented.""

SENTENCE 2:
The UN gang leader, Clay Roueche, was sentenced to 30 years in",0.07,0.24,0.21,0.3
Tom Baker works for BT.," that the voice is not a computer-generated voice.

SENTENCE 2:
BT said that his voice was chosen as it was instantly recognis"," the voice of the computer.

SENTENCE 2:
The voice of the computer will be used to replace the earlier computer-synthesized voice that",0.07,0.0,0.3,0.23
Nobel Peace Prize candidates have been chosen.,The Norwegian Nobel Committee is responsible for the selection of the candidates and the choice of Prize Winners for the Peace Prize. The Committee is composed of five members appointed,"

SENTENCE 2:
The Norwegian Nobel Committee is responsible for the selection of the candidates and the choice of Prize Winners for the Peace Prize.",0.16,0.19,0.5,0.46
"Dead dolphins, turtles and whales have been found on African beaches.","The dead dolphins, marine turtles and beaked whales were found on beaches in Africa.

LABEL: 1

SENTENCE 3:","The dolphins, marine turtles and beaked whales have been washed up dead on beaches in Africa.

LABEL: 1

SENTENCE",0.55,0.53,0.47,0.43
Noraini had a twin sister called Endon.," Indonesia in 2004.

SENTENCE 2:
Endon was respected for her humble, unassuming personality. She was popularly referred to as """," was diagnosed with breast cancer in 2003. She died in 2004.

SENTENCE 2:
Endon was respected for her humble, unassuming personality",0.08,0.07,0.23,0.28
Hillary Clinton is Bill's sister.,", the plaintiffs contend that Lee, Perlmutter, Lieberman and Arad conspired in bad faith to conceal and misappropriate financial interests in Lee's"," Hillary Clinton's presidential campaign, and a $1.5 million loan from the company to the Clinton Foundation.

SENTENCE 2:
The plaintiffs",0.07,0.21,0.06,0.18
Alex Da Silva is a student of salsa dance.," on suspicion of sexually assaulting four of his students, according to a statement from the Los Angeles Police Department. Da Silva, 41, is accused of assaulting"," the Los Angeles area.

SENTENCE 2:
The Los Angeles Police Department said Da Silva was arrested at his home in the San Fernando Valley on",0.23,0.12,0.21,0.2
Ruth hit 47 runs in his lifetime.,"Ruth was the first player to lead the American League in home runs.

SENTENCE 1:
Ruth was the first player to lead the","He was the first to hit 50 home runs in a season, and the first to hit 50 home runs in a month.

LABEL: 2
",0.13,0.19,0.4,0.26
Arnold Schwarzenegger was elected Governor of California.,"On Tuesday, October 7, 2003, Arnold Schwarzenegger was elected Governor of California.

LABEL: 1

SENTENCE 3","The governor-elect of California is Arnold Schwarzenegger.

LABEL: 1

SENTENCE 1:
On Tuesday, October",0.61,0.27,0.36,0.25
Eugene W. Weaver is the husband of Patricia Amy.,The bride is the daughter of Mr. and Mrs. Eugene W. Weaver of North Palm Beach. The bridegroom is the son of Mr. and Mrs,"The bride is the daughter of Mr. and Mrs. Eugene W. Weaver of North Palm Beach.
The bridegroom is the son of Mr. and",0.35,0.36,0.43,0.31
Mussolini's mistress was Clara Petacci.,"The Italian dictator Benito Mussolini was shot and hanged in Milan on April 28 1945.

LABEL: 1

SENTENCE 3","The Italian dictator Benito Mussolini was shot and hanged in Milan on April 28 1945.

LABEL: 1

SENTENCE 3",0.16,0.16,0.02,0.02
Jupiter has Twelve moons.,"The moons of Jupiter are named after the Roman god of the sky.

LABEL: 2

SENTENCE 1:
The moons","The moons of Jupiter are named after the Roman god of the sky, Jupiter.

LABEL: 2

SENTENCE 1:
The",0.17,0.09,0.3,0.11
Zapatero participated in the Ibero-American meeting in Costa Rica.,":

Zapatero visited the following cities in four days: Brasilia, São Paulo, Buenos Aires and Santiago de Chile. According to official sources","

SENTENCE 2:
The visit of the Spanish Prime Minister to the four cities was the first of a series of meetings with Latin American leaders.",0.19,0.11,0.34,0.38
The parts of Jakarta away from the coast are on slightly higher land.,"The city of Jakarta is located in the Indonesian archipelago, in the western part of the island of Java. The city is located on the coast of","The city of Jakarta lies on a low, flat alluvial plain with historically extensive swampy areas; the parts of the city farther inland are slightly higher",0.25,0.36,0.39,0.48
Proceeds go to Hepburn's family.,"The money raised from the sale will go into a trust for Hepburn's family.

LABEL: 1

SENTENCE 3:
The","The money raised from the sale will go into a trust for Hepburn's family.

LABEL: 1

SENTENCE 1:
The",0.31,0.31,0.18,0.2
Kennon did not participate in WWII.,"In the summer of 1941, Kennon was called to active duty in the National Guard. He was not sent to the front lines, but he did not return","He was called to duty in 1941. Although Kennon did not see active combat, he did not return home from World War II until May of 1945.
",0.18,0.18,0.39,0.45
The Auburn High School Athletic Hall of Fame has ten members.,"The Auburn High School Athletic Hall of Fame recently introduced its Class of 2005 which includes 10 members.

LABEL: 2

SENTENCE 1:","The Auburn High School Athletic Hall of Fame recently introduced its Class of 2005 which includes 10 members.

LABEL: 2

SENTENCE 1:",0.55,0.55,0.32,0.32
800 Mexicans have been affected by a new form of swine influenza.," said it was concerned about what it called 800 ""influenza-like"" cases in Mexico, and also about a confirmed outbreak of a new strain of swine"," the United States.

SENTENCE 2:
The virus is a strain of swine flu never seen before, and it is spreading across North America.",0.26,0.17,0.42,0.43
Ayrton Senna had the accident that caused his death at the San Marino Grand Prix.,The doctors who treated Ayrton Senna after he crashed during the San Marino Grand Prix have denied allegations that the Brazilian driver died at the Imola track,The doctors who treated Ayrton Senna after he crashed during the San Marino Grand Prix have denied allegations that the Brazilian driver died at the Imola track,0.33,0.33,0.43,0.43
translator kidnapped in Iraq,"The engineers and the translator were kidnapped in December.

The engineers and the translator were freed Friday.

The engineers and the translator were kidnapped in December","The three were kidnapped in the eastern province of Nangarhar, where the Taliban has been fighting the government for more than a decade.

The three",0.2,0.14,0.52,0.26
Legal costs to recover punitive damages are a deductible business expense.,"The Texas Supreme Court has held that the Texas Constitution prohibits the award of punitive damages in discrimination cases.

SENTENCE 3:
The Texas Supreme Court","The plaintiffs in the discrimination cases recovered punitive damages in Texas.

LABEL: 2

SENTENCE 1:
The plaintiffs in the discrimination cases",0.11,0.12,0.39,0.35
The New York Hotel and Motel Trades Council is an alliance of hotel unions.," back to the bargaining table.

SENTENCE 2:
The unions are seeking a wage increase of $1.50 an hour, a cost-"," and the Sheraton.

SENTENCE 2:
The city's hotels are in the midst of a sudden slowdown in business, and operators are",0.11,0.11,0.11,0.11
Hubble discovers black holes.,"The discovery is based on velocity measurements of a whirlpool of hot gas orbiting the black hole.

LABEL: 2

SENTENCE 3","The discovery is based on velocity measurements of a whirlpool of hot gas orbiting the black hole.

LABEL: 2

SENTENCE 1",0.08,0.08,0.11,0.1
Pope John Paul II died.,"The new pope, Benedict XVI, is the first non-Italian pope in 1,000 years.

LABEL: 1

SENTENCE","The new pope, Benedict XVI, is the first non-European pope in 1,000 years.

LABEL: 1

SENTENCE",0.09,0.09,0.02,0.02
