completion,generated_general_completion,generated_guided_completion,rouge_score_for_general_completion,rouge_score_for_guided_completion,bleurt_score_for_general_completion,bleurt_score_for_guided_completion
Leading organizations want to be sure their employees are safe.,"We also have found that leading organizations strive to ensure that their core processes efficiently and effectively support mission-related outcomes.

LABEL: 2

S","We also have found that leading organizations strive to ensure that their core processes efficiently and effectively support mission-related outcomes.

LABEL: 2

S",0.24,0.24,0.24,0.24
"No, they wouldn't go there.","oh uh-huh well no they wouldn't would they no

LABEL: 2

SENTENCE 1:
oh uh-huh","oh uh-huh well no they wouldn't would they no

LABEL: 2

SENTENCE 1:
oh uh-huh",0.33,0.33,0.34,0.34
This is how things are and there are no apologies about it.,"I'm sorry but that's how it is.

LABEL: 1

SENTENCE 1:
I'm sorry but that's how it","I'm sorry but that's how it is.

SENTENCE 1:
I'm sorry but that's how it is.

LABEL",0.18,0.18,0.5,0.51
Pope John Paul II also visited in 1983.,"The Papal Crose commemorating Pope John Paul II's visit in 1979, when more than one million people gathered to celebrate mass.

LABEL:","The Papal Crose commemorating Pope John Paul II's visit in 1979, when more than one million people gathered to celebrate mass.

LABEL:",0.32,0.32,0.26,0.26
Tourism is not very big in Spain.,"The tourist industry continued to expand, and though it became one of the top two income earners in Spain, a realization that unrestricted mass tourism was leading to damaging","The tourist industry continued to expand, and though it became one of the top two income earners in Spain, a realization that unrestricted mass tourism was leading to damaging",0.11,0.11,0.26,0.26
She had changed a lot since the last time we'd seen her.,"from the previous sentence.

LABEL: 2

SENTENCE 3:
She seemed so different  ""

LABEL: 3
","She seemed so different  ""

LABEL: 2

SENTENCE 1:
She seemed so different  ""

LABEL: 1",0.07,0.07,0.48,0.57
I cannot wait for it to happen.,"i'm not opposed to it but when its when the time is right it will probably just kind of happen you know

LABEL: 2

S","i'm not opposed to it but when its when the time is right it will probably just kind of happen you know

LABEL: 2

S",0.18,0.18,0.2,0.2
The 1931 Malay census was an alarm bell.,"The census of 1931 served as an alarm signal for the Malay national consciousness.

LABEL: 1

SENTENCE 3:
The census of","The census of 1931 served as an alarm signal for the Malay national consciousness.

LABEL: 1

SENTENCE 1:
The census of",0.28,0.28,0.29,0.3
Many youth are lazy.,"It is all the difficulty, the laziness, the pathetic formlessness in youth, the round peg in the square hole, the whatever do you want?","The round peg in the square hole

LABEL: 1

SENTENCE 1:
Mortifyingly enough, it is all  the",0.07,0.0,0.35,0.13
Interest rates should increase to increase saving.,"Conversely, an increase in government saving adds to the supply of resources available for investment and may put downward pressure on interest rates.

SENTENCE 3","The government's saving rate is the ratio of the government's saving to its gross domestic product (GDP).

LABEL: 1

SENT",0.12,0.07,0.34,0.12
There is a British publication called the Sun.,The Sun's front-page world exclusive Friday that Texan model Jerry Hall has started divorce proceedings against aging rock star Mick Jagger at the High Court in London,"The Sun

SENTENCE 2:
Britain's best-selling tabloid, the Sun, announced as a front-page world exclusive Friday",0.11,0.15,0.2,0.35
He loved how peaceful the village was.,"He was of two minds, one reveled in the peace of this village.

LABEL: 1

SENTENCE 3:
He was","He was of two minds, one reveled in the peace of this village.

LABEL: 1

SENTENCE 1:
He was",0.31,0.31,0.28,0.29
The slopes between the Vosges and Rhine Valley are the only place appropriate for vineyards.,The vineyards hug the gentle slopes between the Vosges and the Rhine Valley along a single narrow 120-km (75-mile) strip that stretches,The vineyards hug the gentle slopes between the Vosges and the Rhine Valley along a single narrow 120-km (75-mile) strip that stretches,0.41,0.41,0.47,0.47
These deviations mostly involve failure to apply software updates in a timely manner.,"The context in which federal CIOs operate is the federal government.

LABEL: 2

SENTENCE 3:
The context in which","The federal CIOs are the ones who are responsible for the federal government's IT infrastructure.

LABEL: 2

SENTENCE 1:",0.06,0.0,0.16,0.03
"Joan of Arc sacrificed her life at Rouen, which became an enduring symbol of opposition to tyranny.","The French Revolution was a period of political and social upheaval in France from 1789 to 1799.

LABEL: 1

SENT","The city of Rouen is the ancient center of Normandy's thriving textile industry, and the place of Joan of Arc's martyrdom.

LAB",0.11,0.15,0.05,0.28
Senior Executive's have been studies on various aspects to reach the expectations.,"Table 2: Examples of BLM's, FHWA's, IRS's, and VBA's Customer Satisfaction Expectations for Senior Executive Performance

","

SENTENCE 3:
Table 3: Examples of BLM's, FHWA's, IRS's, and VBA's Customer Satisfaction",0.12,0.07,0.39,0.3
It's impossible to have a plate hand-painted to your own design in Hong Kong.,"In Hong Kong you can have a plate, or even a whole dinner service, hand-painted to your own design.

LABEL: 1
","In Hong Kong you can have a plate, or even a whole dinner service, hand-painted to your own design.

LABEL: 2
",0.47,0.47,0.49,0.49
Jewelry and duty-free shops are an interesting place to buy goods.,"The duty-free shops are located in the duty-free zone.

LABEL: 2

SENTENCE 3:
The duty-free","The duty-free shops are located in the duty-free zone, which is a separate area of the airport.

LABEL: 2

S",0.27,0.24,0.33,0.22
Jobs never held onto an idea for long.,"He's been obsessed with the idea of a computer that can do everything.

SENTENCE 1:
What's truly striking, though, is that","The idea of a ""job"" is a very old one.

LABEL: 1

SENTENCE 1:
The idea of a """,0.06,0.08,0.2,0.29
Democracies probably won't go to war unless someone attacks them on their soil,"The United States is a democracy.

LABEL: 1

SENTENCE 1:
The United States is a democracy.

LABEL","The United States has been at war for more than a decade.

LABEL: 1

SENTENCE 1:
The United States has been",0.0,0.06,0.51,0.19
"There is no information on the mentality of the man, extraordinary or not, contained within the thin-paged book. ","""

SENTENCE 1:
But to you, who know the truth, I propose to read certain passages which will throw some light on the extraordinary","""

SENTENCE 2:
""I have been told that I am a man of genius. I have been told that I am a man of",0.14,0.1,0.29,0.26
The military didn't pay for her education.,"yeah i mean just when uh the they military paid for her education

SENTENCE 1:
yeah i mean just when uh the they military","yeah i mean just when uh the they military paid for her education

LABEL: 2

SENTENCE 1:
yeah i mean",0.31,0.36,0.45,0.36
These men filed their midterm exams from home. ,"and they had to file their final exams and send them in

LABEL: 1

SENTENCE 1:
but uh these guys were actually","and they had to file their final exams and send them in

LABEL: 2

SENTENCE 1:
and they had to file their",0.13,0.13,0.26,0.31
Not many couples with kids can save up for retirement.,"But you have to have money to save it, and not many couples with young children have the luxury of tucking away $2,000 apiece annually for","The couple's savings are not enough to cover the cost of their retirement.

LABEL: 1

SENTENCE 1:
The couple's",0.27,0.13,0.39,0.28
"They dodged the draft, I'll have you know.","and uh as a matter of fact he's a draft dodger

LABEL: 1

SENTENCE 3:
and uh as a matter","and uh as a matter of fact he's a draft dodger

LABEL: 1

SENTENCE 1:
and uh as a matter",0.07,0.07,0.31,0.32
Lincoln took his hat off.,"'Publicity.' Lincoln removed his great hat, making a small show of dusting it off.

LABEL: 1

SENTENCE 3","'

SENTENCE 1:
'Publicity.' Lincoln removed his great hat, making a small show of dusting it off.

LAB",0.35,0.36,0.3,0.31
The stock market can experience much worse damage. ,"In the stock market, however, the damage can get much worse.

LABEL: 1

SENTENCE 3:
In the stock market","The stock market, however, the damage can get much worse.

LABEL: 1

SENTENCE 1:
In the stock market,",0.44,0.46,0.5,0.54
Missouri was happy to continue it's planning efforts. ,"Missouri was asked to continue its planning efforts and file a supplemental planning report with LSC on or before October 1, 1999.

LABEL: 2","Missouri was asked to continue its planning efforts and file a supplemental planning report with LSC on or before October 1, 1999.

LABEL: 2",0.36,0.36,0.41,0.41
He had recently seen pictures depicting those things.,"He hadn't seen even pictures of such things since the few silent movies run in some of the little art theaters.

SENTENCE 1:
He","He hadn't seen even pictures of such things since the few silent movies run in some of the little art theaters.

LABEL: 2

S",0.24,0.24,0.26,0.3
"See, there is a well known hero here.","The legend is a map of the world.

LABEL: 1

SENTENCE 1:
The legend is a map of the world.","The legend is a legend.

LABEL: 1

SENTENCE 1:
The legend is a legend.

LABEL: 0",0.14,0.17,0.54,0.52
At the end of the fourth century was when baked goods flourished.,"The Celts arrived in the wake of the Roman withdrawal at the end of the fourth century.

LABEL: 2

SENTENCE 3:","The Celts arrived in the wake of the Roman withdrawal at the end of the fourth century.

LABEL: 2

SENTENCE 1:",0.42,0.42,0.25,0.24
No one plays sports on the weekend.,"yeah and how about how about like on the weekends do you do sports or do you go out

SENTENCE 1:
yeah and how","yeah and how about how about like on the weekends do you do sports or do you go out

SENTENCE 1:
yeah and how",0.13,0.13,0.34,0.34
Harlem did a great job ,"He said, ""Harlem was our first permanent office.""

LABEL: 2

SENTENCE 3:
He said, ""Harlem","The first permanent office was Harlem.

LABEL: 2

SENTENCE 1:
The first permanent office was Harlem.

",0.1,0.1,0.23,0.55
The cushion will likely be spent in under two years.,"The disintermediating voters will find themselves playing the roles of budget analysts and tax wonks.

LABEL: 1

SENTENCE 1","The disintermediating voters will find themselves playing the roles of budget analysts and tax wonks.

LABEL: 1

SENTENCE 1",0.14,0.14,0.19,0.19
I am beyond proud.,"Oh, what a fool I feel!

A:

I think you are looking for the following:

Oh, what a fool I feel","Oh, what a fool I feel!

A:

I think you are looking for the following:

SENTENCE 1:
Oh",0.08,0.09,0.5,0.26
She has chose to live a hollow life.,"She has exchanged a hollow life for a heightened life, and has tried to comprehend all its turns, get its possibilities.

SENTENCE 1:
","She has exchanged a hollow life for a heightened life, and has tried to comprehend all its turns, get its possibilities.

LABEL: 2

",0.32,0.32,0.48,0.41
"All invasions of privacy should be severely punished, because it will teach the criminals that it is not worth doing.", of course is the one that's most important to me and that's the one that i think is the most important to most people and that's the one that, a private state is something that you don't want to be known about and that's something that you don't want to be known about and that's something that,0.15,0.08,0.26,0.31
The medicine he had taken had worked well.,"He had never felt better.

LABEL: 2

SENTENCE 3:
He had never felt better.

LABEL: 3","He had never felt better.

LABEL: 1

SENTENCE 1:
He had never felt better.

LABEL: 1",0.25,0.25,0.54,0.57
New people chose to donate to the cause ,"The campaigns seem to reach a new pool of contributors.

LABEL: 1

SENTENCE 3:
The campaigns seem to reach a new","The campaigns seem to reach a new pool of contributors.

LABEL: 1

SENTENCE 1:
The campaigns seem to reach a new",0.14,0.14,0.3,0.32
Business intelligence industry is a new and promising field of study.,"The Data Warehousing Institute provides education and training in the data warehousing and business intelligence industry.

LABEL: 2

SENTENCE","The Data Warehousing Institute provides education and training in the data warehousing and business intelligence industry.

LABEL: 2

SENTENCE",0.2,0.2,0.18,0.18
The gross cost.,"the net cost of operations.

LABEL: 1

SENTENCE 1:
the net cost of operations.

LABEL: 2","the net cost of operations.

LABEL: 2

SENTENCE 1:
the net cost of operations.

LABEL: 2",0.21,0.21,0.54,0.64
Jim Lehrer has no credibility whatsoever.,"Jim Lehrer is a very credible person.

SENTENCE 3:
Jim Lehrer is a very credible person.

SENT","The credibility of Jim Lehrer is a vital factor.

LABEL: 1

SENTENCE 1:
The credibility of Jim Leh",0.17,0.25,0.6,0.38
Tuppence floated into the air.,"Tuppence rose.

LABEL: 2

SENTENCE 3:
Tuppence rose.

LABEL: 3

","Tuppence rose.

LABEL: 1

SENTENCE 1:
Tuppence rose.

LABEL: 1

",0.13,0.13,0.44,0.49
Jamus looked over the mare.,"He saw Jamus look over the broken mare.

LABEL: 1

SENTENCE 3:
He saw Jamus look over the broken","The horse was a beautiful bay mare.

LABEL: 1

SENTENCE 1:
The horse was a beautiful bay mare.

",0.33,0.17,0.48,0.47
There's nothing worth seeing in the tourist offices.,"The tourist offices are the best places to get information about the city.

SENTENCE 1:
Even if you're the kind of traveler who","The tourist offices are a great place to get information about the city and its surroundings.

LABEL: 1

SENTENCE 1:
The",0.18,0.2,0.25,0.15
Changes were made to the Grant Renewal Application to provide extra information to the LSC.,"The electronic Grant Renewal Application is a web-based application that allows users to renew their grants online.

LABEL: 1

SENTENCE","The new application is available at the following link:

SENTENCE 1:

SENTENCE 2:

LABEL: 1

",0.28,0.2,0.21,0.34
This building job will be very difficult to complete.,"'

SENTENCE 1:
'Dave Hanson, to whom nothing was impossible.' Well, we have a nearly impossible task: a task of","'

SENTENCE 2 MUST EXACTLY match the instance in the dataset.

SENTENCE 2 MUST EXACTLY match the instance in",0.07,0.0,0.19,0.46
Poirot did not look at me.,"I think it would be interesting to know.

A:

I think it would be interesting to know.

This is the correct answer.","I have a question. 109 Poirot looked at me very earnestly, and again shook his head. 

LABEL: 2

SENT",0.0,0.24,0.54,0.23
"I want you to follow him, so watch for the signal that I give.","""

LABEL: 1

SENTENCE 1:
But I'll take up my stand somewhere near, and when he comes out of the","""

LABEL: 1

SENTENCE 1:
""I'll take up my stand somewhere near, and when he comes out of the",0.12,0.12,0.14,0.14
 Cook's American Business Alliance caused shares of stock to come back.,"The stock of Cook's American Business Alliance is worthless.

SENTENCE 1:
There are no shares of a stock that might someday come back,","The stock of Cook's American Business Alliance (CAB) has been a disaster.

The stock of Cook's American Business Alliance (CAB) has",0.56,0.34,0.45,0.44
I was dreadfully worried about many things. ,"I was worried about my ulster.

SENTENCE 1:
One thing was worrying me dreadfully, but my heart gave a great throb","I was so glad to see my ulster lying carelessly over the back of a chair.

LABEL: 2

SENTENCE 1:",0.29,0.15,0.45,0.18
I yelled at the top of my lungs.,"I think she did.

A:

I think you are looking for the following:

SENTENCE 1:
Do you think Mrs","I think she did.

I think she did.

I think she did.

I think she did.

I think she did",0.15,0.07,0.25,0.47
"Women's bodies belong to themselves, they should decide what to do with it. ","A woman's body is her most personal property.

LABEL: 2

SENTENCE 1:
Isn't a woman's body her most","A woman's body is her most personal property.

LABEL: 2

SENTENCE 1:
Isn't a woman's body her most",0.06,0.06,0.31,0.31
You can sub it even if you do not want to get your hands on it.,been talking to people about it and i've been talking to people about it and i've been talking to people about it and i've been talking to people about,"ENTITY:

SENTENCE 2:
that's right and i think that's the way to go and i think that's the way to go",0.12,0.05,0.33,0.29
What was unique?,"The answer to the question is:

The answer to the question is:

The answer to the question is:

The answer to the question","The answer is:

The answer is:

SENTENCE 1:
What changed?

LABEL: 1

SENTENCE",0.0,0.12,0.47,0.35
I know because I learned it growing up,"i don't know either the other growing up all i knew was

SENTENCE 1:
oh i don't know either the other growing up all","i don't know either the other growing up all i knew was

LABEL: 2

SENTENCE 1:
oh i don't know",0.29,0.27,0.45,0.37
Whole life policies are a type of life insurance that only cover the insured person until retirement from the workforce.,WHOLE LIFE POLICIES - Policies that provide insurance over the insured's entire life and the proceeds (face amount) are paid only upon death of the,WHOLE LIFE POLICIES - Policies that provide insurance over the insured's entire life and the proceeds (face amount) are paid only upon death of the,0.31,0.31,0.46,0.46
Justice Kennedy doesn't care if the Supreme Court Reporters from 1790 to 1998 are thrown away.,"Justice Kennedy does not care what law librarians across the country do with all the Supreme Court Reporters from 1790 through 1998.

LABEL: 1","Justice Kennedy does not care what law librarians across the country do with all the Supreme Court Reporters from 1790 through 1998.

LABEL: 1",0.49,0.49,0.42,0.42
The whole countryside is scattered with small villages. ,"The entire city was surrounded by open countryside with a scattering of small villages.

LABEL: 1

SENTENCE 3:
The entire city","The entire city was surrounded by open countryside with a scattering of small villages.

LABEL: 1

SENTENCE 1:
The entire city",0.34,0.34,0.4,0.41
I just can't make the time because of my job.,"I'm not sure what to do with this one. I think it's a good idea to use the same word in the second sentence, but I'm not","I'm not sure what you mean by ""match"".

SENTENCE 1:
I'm not sure what you mean by ""match"".

",0.1,0.06,0.26,0.61
The weird thing is that Iraq was never interested in that place until now.,"it's actually there well Iraq has had uh designs on that place since nineteen twenty two so you know it wasn't like something that just suddenly popped up

","and it's actually there well Iraq has had uh designs on that place since nineteen twenty two so you know it wasn't like something that just suddenly popped up
",0.14,0.13,0.45,0.44
The final rule had a federalism assessment that was added through executive order by the President.,"The final rule contains a Federalism Assessment under Executive Order

LABEL: 2

INSTRUCTION:
Finish SENTENCE 2 based on S","The final rule contains a Federalism Assessment under Executive Order

LABEL: 2

SENTENCE 1:
The final rule contains a Federalism",0.46,0.5,0.39,0.46
"Prototyping is not important, testing with the actual finished product is better.","Prototyping, for example, may act as part of the requirements definition process, helping the agency identify and control areas of high uncertainty and technical risk.

","Prototyping, for example, may act as part of the requirements definition process, helping the agency identify and control areas of high uncertainty and technical risk.

",0.11,0.11,0.32,0.32
France was ruled by Napoleon's nephew after they won a revolution in 1848.,"The regime's response of ferocious repression plus numerous other ineptitudes led to a third revolution in 1848, with the Bonapartists, led by Napoleon","The regime's response of ferocious repression plus numerous other ineptitudes led to a third revolution in 1848, with the Bonapartists, led by Napoleon",0.26,0.26,0.4,0.4
Bars and restaurants are interesting places.,"The boats in daily use are within feet of the fashionable bars and restaurants.

LABEL: 2

SENTENCE 3:
The boats in","The boats in daily use lie within feet of the fashionable bars and restaurants.

LABEL: 2

SENTENCE 1:
The boats in",0.22,0.22,0.25,0.26
They were able to be home rather than having to worry about getting child care.,so i guess my experience is is just with what we did and and so they didn't really go through the child care route they were able to be home together,"and so they didn't really go through the child care route they were able to be home together

LABEL: 1

SENTENCE 1:",0.26,0.32,0.45,0.27
Creating risk reduction efforts is common practice.,"DOD's common practice for managing this environment has been to create aggressive risk reduction efforts in its programs.

LABEL: 1

SENTENCE","The common practice for managing this environment has been to create aggressive risk reduction efforts in its programs.

LABEL: 1

SENTENCE 1:",0.21,0.21,0.27,0.35
He ran like an athlete.," He ran.

LABEL: 2

SENTENCE 3:
 Then he ran.

LABEL: 3

SENTENCE"," He ran.

LABEL: 2

SENTENCE 1:
 Then he ran.

LABEL: 1

SENTENCE",0.24,0.24,0.48,0.48
I found out about so many movies I had never heard of.,"i

LABEL: 2

SENTENCE 3:
i was like, ""i'm not going to talk to you about books""
","i

LABEL: 2

SENTENCE 1:
i was just thinking about you and i was wondering if you were still thinking about me",0.13,0.18,0.14,0.18
The United States has no power to use.,"the United States had used full conventional power.

SENTENCE 3:
the United States had used full conventional power.

SENTENCE 4","The United States had used full conventional power.

LABEL: 1

SENTENCE 1:
The United States had used full conventional power.",0.29,0.29,0.63,0.57
Really? No kidding! ,"really no kidding

LABEL: 1

SENTENCE 3:
yeah really no kidding

LABEL: 0

SENT","I'm not kidding

LABEL: 1

SENTENCE 1:
I'm not kidding

LABEL: 0

SENT",0.35,0.11,0.5,0.51
The setting is better to visit at sundown or during low season.,"The setting is a place where people gather to enjoy the outdoors.

LABEL: 1

SENTENCE 3:
The setting is a place","The setting is a small town in the mountains of the Appalachian region of the United States.

LABEL: 1

SENTENCE",0.24,0.19,0.33,0.25
Gingrich should not be in power.,"In a further role reversal, Gingrich may have positioned himself to fill it.

LABEL: 2

SENTENCE 3:
In","The Republican presidential candidate, Mitt Romney, has been accused of being a flip-flopper.

LABEL: 2

SENTENCE 1:",0.17,0.0,0.17,0.05
The islands are part of France now instead of just colonies.,"The islands are now officially and proudly part of France, not colonies as they were for some three centuries.

LABEL: 1

SENTENCE","The islands are now officially and proudly part of France, not colonies as they were for some three centuries.

LABEL: 1

SENTENCE",0.42,0.42,0.4,0.4
BLM's performance plans are visible online.,"(For more information on BLM's senior executive performance plans, see app.

LABEL: 1

SENTENCE 3:
(For","(s)

SENTENCE 2:
(For more information on BLM's senior executive performance plans, see app.

LABEL:",0.33,0.35,0.22,0.4
Some kids do understand gay signals.,"The gay semaphore is a symbol that gay men use to communicate with each other.

LABEL: 2

SENTENCE 1:
","The gay semaphore is a symbol of gay pride.

LABEL: 2

SENTENCE 1:
The gay semaphore is",0.08,0.09,0.2,0.28
Nation officials in Chicago are involved in religious issues.,"The edicts were issued by the city's mayor and the city's archbishop, who are both Catholic.

LABEL: 1

S","The Chicago Tribune reported that the city's mayor, Richard M. Daley, and the city's police superintendent, Garry McCarthy, issued a joint statement saying",0.07,0.06,0.12,0.24
America's opinion on Saddam would also worsen.,"Saddam could emerge strengthened (and America tarnished) in the eyes of the Arab world.

LABEL: 2

SENTENCE 3","The United States has been accused of being the main culprit in the Iraq war.

LABEL: 2

SENTENCE 1:
Saddam",0.08,0.07,0.28,0.23
The gate to the Hippodrome is an example of the architect's skill.,"The Hippodrome is a large open space, surrounded by a colonnade of columns.

LABEL: 1

SENTENCE 3:","The Hippodrome is a large open space, surrounded by a colonnade of columns.

LABEL: 1

SENTENCE 1:",0.27,0.27,0.18,0.18
There isn't anything left to do. ,"He stared earnestly and long at the dead ashes in the grate.

LABEL: 1

A:

The answer is:

","He stared earnestly and long at the dead ashes in the grate.

LABEL: 1

SENTENCE 1:
There is nothing more",0.0,0.07,0.15,0.27
The legislature was instrumental in effecting changes to the benefit program.,"In Texas, the legislature was instrumental in effecting changes to the state's benefit programs through provisions in several pieces of legislation.

LABEL: 1
","The legislature was instrumental in effecting changes to the state's benefit programs through provisions in several pieces of legislation.

LABEL: 1

SENT",0.57,0.59,0.58,0.58
An actor is judged solely on quality of performance.,"The actor is a vessel.

LABEL: 2

SENTENCE 1:
Perhaps all we can say of great acting is that it involves","The actor's job is to be a vessel, to be a conduit, to be a conduit for the audience.

LABEL: 2

S",0.2,0.12,0.28,0.22
Most rock concerts take place in the Sultan's Pool amphitheatre.,"The Sultan's Pool is a large outdoor amphitheatre.

LABEL: 2

SENTENCE 3:
The Sultan's Pool is located","The Sultan's Pool, a vast outdoor amphitheatre, stages rock concerts or other big-name events.

LABEL: 2

SENT",0.33,0.33,0.37,0.36
The entire Minoan civilization was destroyed by a volcanic eruption.,"The eruption of Santorini was the most violent volcanic event in the last 10,000 years.

LABEL: 1

SENTENCE 3",The eruption of Santorini in 1500 B.C. destroyed not only Akrotiri under feet of ash and pumice but the whole Minoan,0.2,0.13,0.15,0.44
Julius made a groaning sound.,"""

LABEL: 1

SENTENCE 3:
""I'm not going to let you down.""

LABEL: 2
","""

LABEL: 1

SENTENCE 1:
""I'm not sure I can do that.""

LABEL: 0
",0.0,0.0,0.23,0.28
There are no specific requirements for assessment.,"The specific requirements for assessing and reporting on controls are provided in the following document:

SENTENCE 3:
The specific requirements for assessing and reporting on","The specific requirements for assessing and reporting on controls.

LABEL: 2

SENTENCE 1:
The specific requirements for assessing and reporting on",0.25,0.21,0.44,0.46
"This is especially untrue on Menorca, where warm summer weather extends the season's length.","The island of Menorca is located in the Mediterranean Sea, off the coast of Spain.

SENTENCE 1:
This is especially true on","The island of Menorca is located in the Mediterranean Sea, off the coast of Spain.

The island is part of the Balearic Islands,",0.22,0.11,0.33,0.28
